de	of
effleurer	touch
effluve	effluvium
effondrer	collapse
effranger	fray
effréné	frantic
effritement	crumbling
effriter	crumble
effrontément	brazenly
effronterie	effrontery
effusion	outpouring
égailler	equalize
égalable	equal
égalisateur	equalizer
égalisation	equalization
égaliser	equalize
égaliseur	equalizer
égalitaire	egalitarian
égalitarisme	egalitarianism
égalitariste	egalitarian
égayer	brighten up
égérie	muse
égide	aegis
églantier	rosehip
églantine	eglantine
églefin	haddock
église	church
églogue	eclogue
égocentrique	egocentric
égocentrisme	egocentrism
égocentriste	egocentric
égoïne	handsaw
égoïsme	selfishness
égoïstement	selfishly
égorgeur	cutthroat
égosiller	rant
égotisme	egotism
égotiste	egotistical
égout	sewer
égoutier	drainer
égouttage	draining
égoutter	drain
égouttoir	drainer
égratigner	scratch
égratignure	scratch
égrènement	ginning
égrener	gin
égreneuse	gin
égrillard	scoundrel
égyptologie	Egyptology
égyptologue	Egyptologist
éhonté	shameless
eidétique	eidetic
éjaculateur	ejaculator
éjaculation	ejaculation
éjaculer	ejaculate
éjectable	ejectable
éjecter	eject
éjection	ejection
élaboration	elaboration
élagage	pruning
élaguer	prune
élagueur	pruner
élancé	slender
élancement	slenderness
élancer	soar
élargi	expanded
élargir	expand
élargissement	enlargement
élasticité	elasticity
élastine	elastin
élastique	elastic
élastiqué	elastic
électeur	elector
électif	elective
élection	election
électoral	electoral
électoralisme	electoralism
électoraliste	electoralist
électorat	electorate
Électre	Electra
électricien	electrician
électricité	electricity
électrification	electrification
électrifier	electrify
électrisant	electrifying
électrisation	electrification
électriser	electrify
électroacoustique	electroacoustic
électro-aimant	electromagnet
électrobiologie	electrobiology
électrocardiogramme	electrocardiogram
électrocardiographe	electrocardiograph
électrocardiographie	electrocardiography
électrochimie	electrochemistry
électrochimique	electrochemical
électrochirurgie	electrosurgery
électrochoc	electroshock
électroconvulsivothérapie	electroconvulsive therapy
électrocuter	electrocute
électrocution	electrocution
électrodynamique	electrodynamics
électroencéphalogramme	electroencephalogram
électrogène	generator
électroluminescent	electroluminescent
électrolyse	electrolysis
électrolyser	electrolyze
électrolyte	electrolyte
électromagnétisme	electromagnetism
électromécanicien	electromechanic
électromécanique	electromechanical
électroménager	household appliances
électrométallurgie	electrometallurgy
électromètre	electrometer
électromoteur	electromotive
électron	electron
électronégatif	electronegative
électronicien	electronics
électroniquement	electronically
électronucléaire	nuclear power
électro-optique	electro-optical
électrophone	record player
électropositif	electropositive
électroradiologie	electroradiology
électroscope	electroscope
électrostatique	electrostatic
électrotechnicien	electrotechnician
électrotechnique	electrical engineering
électrothérapie	electrotherapy
électrothermie	electrothermy
électrovanne	solenoid valve
électrum	electrum
élégamment	elegantly
élégiaque	elegiac
élégie	elegy
élémentaire	elementary
éléphante	elephant
éléphanteau	elephant
éléphantesque	elephantine
éléphantiasis	elephantiasis
éléphantin	elephantine
éleveur	breeder
elfe	elf
élider	elide
éligibilité	eligibility
éligible	eligible
élimé	threadbare
élimer	eliminate
éliminatoire	elimination
élingue	sling
élisabéthain	Elizabethan
élision	elision
élitaire	elite
élitisme	elitism
élitiste	elitist
élixir	elixir
ellébore	hellebore
elle-même	herself
ellipsoïdal	ellipsoidal
ellipsoïde	ellipsoid
elliptique	elliptical
elliptiquement	elliptically
élocution	speech
élogieusement	praise
élogieux	complimentary
élongation	elongation
éloquemment	eloquently
éloquence	eloquence
élu	elected
élucidation	elucidation
élucider	elucidate
élucubrations	rantings
élucubrer	lucubrate
éluder	evade
Élysée	Elysium
élyséen	Elysian
élytre	elytra
elzévir	elzevir
émaciation	emaciation
émacié	emaciated
émacier	emaciate
émail	e-mail
émaillé	enameled
émailler	enamell
émancipateur	emancipatory
émancipation	emancipation
émancipé	emancipated
émanciper	emancipate
émaner	emanate
émargement	signature
émarger	emerge
émasculation	emasculation
émasculer	emasculate
émaux	enamels
emballage	packaging
emballant	exciting
emballement	runaway
emballer	pack
emballeur	packer
embarbouillé	muddled
embarcadère	pier
embardée	lurch
embarquement	boarding
embarras	embarrassment
embarrassant	embarrassing
embarrer	embarrass
embastiller	to immolate
embaucher	to hire
embauchoir	shoe tree
embaumeur	embalmer
embellie	embellished
embellissement	embellishment
emberlificoté	tangled
emberlificoter	to confuse
embêtant	annoying
embêté	annoyed
embêtement	hassle
embêter	bother
emblaver	sow
emblavure	sowing
emblée	straight away
emblématique	emblematic
embobiner	bamboozle
emboîtable	nestable
emboîtage	nesting
emboîtement	nesting
emboîter	nest
embolie	embolism
embossage	embossing
embosser	emboss
embouché	mouthed
emboucher	mouth
embourber	bog
embourgeoisement	gentrification
embourgeoiser	gentrify
embout	tip
embouteillage	traffic jam
embouteiller	bottle
emboutir	stamp
emboutissage	stamping
emboutisseur	stamper
embranchement	branch
embrancher	branch
embrasement	conflagration
embraser	set ablaze
embrassade	embrace
embrassement	embracing
embrayage	clutch
embrayer	clutch
embrigadement	regimentation
embrigader	enlist
embringuer	embring
embrocher	skewer
embrouillement	confusion
embrouiller	confuse
embroussaillé	bushy
embrumé	foggy
embruns	spray
embryogenèse	embryogenesis
embryologie	embryology
embryologique	embryological
embryologiste	embryologist
embryon	embryo
embryonnaire	embryonic
embûche	pitfall
embuer	fog
embusquer	ambush
éméché	tipsy
émergence	emergence
émergent	emerging
émerger	emerge
émeri	emery
émerillon	swivel
émérite	emeritus
émerveillement	wonder
émerveiller	amaze
émétique	emetic
émetteur	issuer
émetteur-récepteur	transceiver
émeu	emu
émeutier	rioter
émiettement	crumbling
émietter	crumble
émigrant	emigrant
émincé	minced
émincer	mince
éminemment	eminently
éminence	eminence
éminent	prominent
éminentissime	eminent
émir	emir
émirat	emirate
émirati	Emirati
Émirats	Emirates
émissaire	emissary
émissif	emissive
émission	emission
emmagasiner	store
emmailloter	swaddle
emmancher	to put on
emmanchure	armhole
emmêler	entangle
emménagement	moving in
emménager	move in
emmerdant	annoying
emmerde	fuck
emmerdé	pissed off
emmerdement	annoying
emmerder	annoy
emmerdeur	annoying
emmieller	honey
emmitoufler	wrap up
emmouscailler	to muddle
emmurer	wall in
émoi	emotion
émollient	emollient
émoluments	emoluments
émondage	pruning
émonder	prune
émondoir	pruner
émotif	emotional
émotionné	emotional
émotionnel	emotional
émotivité	emotionality
émoulu	emuled
émousser	blunt
émoustillant	titillating
émoustiller	titillate
émouvant	moving
émouvoir	move
empaillage	stuffing
empailler	stuff
empailleur	taxidermist
empalement	impalement
empan	span
empanaché	plumed
empanner	jibe
empaquetage	packaging
empâtement	impasto
empâter	paste
empathie	empathy
empathique	empathetic
empattement	wheelbase
empêcheur	preventer
empeigne	upper
empennage	tailplane
empenner	feather
empesage	starching
empesé	starched
empeser	starch
empester	stink
empêtrer	entangle
emphase	emphasis
emphatique	emphatic
emphatiquement	emphatically
emphysème	emphysema
emphytéotique	emphyteutic
empiècement	yoke
empierrement	stonework
empierrer	stone
empiètement	encroachment
empiéter	encroach
empiffrer	stuff
empilage	stacking
empile	stack
empilement	stacking
empiler	stack
empileur	stacker
empirer	worse
empirique	empirical
empiriquement	empirically
empirisme	empiricism
empiriste	empiricist
emplafonner	emceil
emplâtre	plaster
emplette	shopping
emplir	fill
emploi-jeunes	youth employment
employabilité	employability
employeur	employer
emplumé	feathered
empocher	pocket
empoignade	grab
empoigner	grab
empois	starch
empoisonnement	poisoning
empoisonner	poison
empoisonneur	poisoner
empoissonner	to poison
emporte-pièce	cookie cutter
empoté	clumsy
empoter	to pot
empourprer	purple
empoussiérer	to dust
empreindre	imprint
empressé	eager
empresser	hurry
emprise	right of way
emprunt	loan
empuantir	stink
empyème	empyema
émulateur	emulator
émulation	emulation
émule	emulate
émuler	emulate
émulsifiant	emulsifier
émulsion	emulsion
émulsionner	emulsify
enamouré	in love
enamourer	to fall in love
énarchie	enarchy
énarque	enarque
énarthrose	enarthrosis
en-avant	ahead
encablure	cable
encadré	framed
encadrement	management
encadrer	frame
encadreur	framer
encager	cage
encagoulé	hooded
encaissable	cashable
encaisse	cash
encaissement	collection
encaisser	cash in
encaisseur	collector
encalminé	becalmed
encan	auction
encanaillement	scavenging
encanailler	sludge
encapuchonné	hooded
encart	insert
encarté	insert
encarter	insert
en-cas	snack
encastrable	built-in
encastrement	embedding
encastrer	embed
encaustique	encaustic
encaustiquer	polish
enceindre	engulf
encensement	incense
encenser	incense
encenseur	censer
encensoir	censer
encéphale	encephalon
encéphalique	encephalic
encéphalite	encephalitis
encéphalogramme	encephalogram
encéphalomyélite	encephalomyelitis
encéphalopathie	encephalopathy
encerclement	encirclement
enchaînement	sequence
enchantement	enchantment
enchanter	enchant
enchâssement	embedding
enchâsser	enshrine
enchère	bid
enchérir	bid
enchérissement	bidding
enchérisseur	bidder
enchevêtrement	tangle
enchevêtrer	tangle
enclavement	enclosure
enclaver	enclave
enclenchement	engagement
enclencher	engage
enclin	inclined
enclitique	enclitic
enclore	enclose
encoche	notch
encocher	notch
encodage	encoding
encoder	encode
encodeur	encoder
encoignure	corner
encollage	gluing
encoller	paste
encolure	neck
encombrant	bulky
encombré	cluttered
encombrement	clutter
encombrer	clutter
encor	again
encorbellement	corbel
encorder	rope
encorner	gore
encornet	squid
encoubler	encouble
encourageant	encouraging
encourir	incur
en-cours	in progress
encrage	inking
encrassement	dirtying
encrasser	foul
encrer	ink
encreur	inker
encrier	inkwell
encroûter	encrust
enculé	motherfucker
enculer	fuck
encuver	tank
encyclique	encyclical
encyclopédie	encyclopedia
encyclopédique	encyclopedic
encyclopédiste	encyclopedist
endémie	endemic
endémique	endemic
endetté	indebted
endettement	debt
endetter	go into debt
endeuiller	mourn
endiablé	frenzied
endiguement	containment
endiguer	stem
endimanché	in Sunday best
endocarde	endocardium
endocardite	endocarditis
endocarpe	endocarp
endocrinien	endocrine
endocrinologie	endocrinology
endocrinologue	endocrinologist
endoctrinement	indoctrination
endoctriner	indoctrinate
endoderme	endoderm
endogame	endogamous
endogamie	endogamy
endogène	endogenous
endolori	sore
endolorir	sore
endolymphe	endolymph
endomètre	endometrium
endométriose	endometriosis
endommagement	damage
endommager	cause damage
endomorphe	endomorph
endormant	sleeping
endormissement	falling asleep
endorphine	endorphin
endos	back
endoscopie	endoscopy
endoscopique	endoscopic
endosmose	endosmosis
endosquelette	endoskeleton
endossable	endorsable
endossataire	endorsee
endossement	endorsement
endosser	endorse
endosseur	endorser
endossure	endorse
endothermique	endothermic
endurant	enduring
endurcir	harden
endurcissement	hardening
Énéide	Aeneid
énergéticien	energy specialist
énergétique	energy
énergisant	energizing
énergumène	madman
énervant	annoying
énervé	irritated
énervement	annoyance
énerver	annoy
enfantement	childbirth
enfanter	give birth
enfantillage	childishness
enfantin	childish
enfariné	floured
enfermement	confinement
enferrer	lock up
enfiévré	feverish
enfiévrer	feverish
enfiler	put on
enflure	swelling
enfoiré	bastard
enfoncement	depression
enfouir	bury
enfouissement	burial
enfourcher	ride
enfourner	put in the oven
enfumer	smoke
engazonner	to sod
engeance	brood
engelure	frostbite
engendrement	begetting
engendrer	generate
engin	machine
englober	encompass
engloutissement	engulfment
engluer	stick
engoncé	stuck
engorgement	congestion
engorger	congest
engouement	craze
engouer	infatuation
engouffrer	engulf
engoulevent	nightjar
engourdi	numb
engourdir	numb
engraissage	fattening
engraisser	fatten
engramme	engram
engrangement	storage
engranger	reap
engrener	mesh
engrosser	impregnate
engueulade	shouting match
engueuler	yell
enhardir	embolden
enharmonique	enharmonic
énième	nth
enivrement	intoxication
enjambée	stride
enjambement	enjambment
enjamber	step over
enjoindre	enjoin
enjôler	entice
enjôleur	beguiler
enjolivement	embellishment
enjoliver	embellish
enjoliveur	hubcap
enjolivure	embellishment
enjoué	playful
enjouement	playfulness
enkysté	encysted
enkyster	encyst
enlacé	entwined
enlacement	embrace
enlacer	embrace
enlaidir	make ugly
enliser	bog down
en live	live
enluminer	illuminate
enlumineur	highlighter
enluminure	illumination
enneigé	snowy
enneigement	snow
ennoblir	ennoble
ennuyé	bored
ennuyer	annoy
ennuyeux	boring
énoncé	statement
énonciatif	enunciative
énonciation	enunciation
énormité	enormity
enquérir	inquire
enquêter	investigate
enquêteur	investigator
enquiquinant	annoying
enquiquinement	annoyingly
enquiquiner	to annoy
enquiquineur	annoying
enragé	enraged
enrageant	infuriating
enrager	enrage
enrayer	stop
enrégimenter	regiment
enregistrable	recordable
enregistrement	registration
enregistreur	recorder
enrhumer	catch a cold
enrichissant	enriching
enrichissement	enrichment
enrobage	coating
enrober	coat
enrochement	riprap
enrôlé	enlisted
enrôlement	enrollment
enroué	hoarse
enrouement	hoarseness
enrouer	hoarse
enroulement	winding
enrouler	roll up
enrouleur	winder
enrubanner	wrap
ensablement	silting
ensabler	to silt up
ensacher	bag
ensanglanter	bloody
ensemblier	installer
ensemencement	seeding
enserrer	enclose
ensevelissement	burial
ensilage	silage
ensiler	ensile
ensileuse	forage harvester
ensoleillé	sunny
ensoleillement	sunshine
ensommeillé	sleepy
ensorcelé	bewitched
ensorceler	bewitch
ensorceleur	sorcerer
ensorcellement	bewitchment
ensuivre	follow
entablement	entablature
entaché	tainted
entacher	taint
entaille	notch
entailler	notch
entamé	started
entartrage	scaling
entartrer	to scale
entassement	crowding
entendement	understanding
entendeur	hearer
l'Entente Cordiale	the Entente Cordiale
entérinement	ratification
entériner	ratify
entérique	enteric
entérite	enteritis
entérobactérie	enterobacteria
entérostomie	enterostomy
entêtant	heady
entêté	stubborn
