-Abarīmas	-Abarimas
bet—es	but—I
bet—redzi—atskan	but—look—it sounds
bet—redzi—izlej	but—look—pour it out
Betānija	Bethany
Betānijā	In Bethany
Betānijai	Bethany
Betānijas	Bethany
Betāniju	Bethany
Betas	Betas
Bētcles	Bethcles
Bētcli	Bethel
Bētele	Bethel
Bētelē	At Bethel
Bēteles	Bethel
Bēteli	Bethel
Betenu	Bethune
Betezda	Bethesda
Betfāgā	In Bethphage
Betfāgai	Bethphage
Betfagas	Bethphage
Betfagu	Bethphage
Betjezimotu	Beth Jesimoth
Betlčmē	Bethlehem
Betlehemi	Bethlehem
Betlēme	Bethlehem
Betlēmē	In Bethlehem
Bētleme	Bethlehem
Bētlemē	In Bethlehem
Betlēmes	Bethlehem
Bētlemes	Bethlehem
Betlēmi	Bethlehem
Bētlemi	Bethlehem
betlēmieša	Bethlehemite
bētlemieša	Bethlehemite
Betonimai	Concrete
Betsaida	Bethsaida
Betsaidā	In Bethsaida
Betsaidas	Bethsaida
Betsaidu	Bethsaida
Betsata	Bethsaida
Betšemešā	In Bet Shemesh
Betuēla	Bethuel
Betuēlā	In Bethuel
Betuēlam	To Bethuel
Betuēls	Bethuel
Betuēlu	Bethuel
Betula	Birch
Betzata	Bethzatha
bez	without
bez-dievīgo	godless
bezauglīgi	fruitless
bezbailīgi	fearlessly
bezbērnu	childless
bezcerībā	in despair
bezdarba	unemployment
bezdarbā	unemployed
bezdarbībai	for inaction
bezdarbīgām	unemployed
bezdarbīgi	idle
bezdelīga	swallow
bezdelīgu	swallow
bezdibeņa	abyss
bezdibenī	into the abyss
bezdibeņi	abysses
bezdibenim	to the abyss
bezdibenis	abyss
bezdibens	abyss
bezdie-vīgos	the wicked
bezdievi	godless
bezdievī-gam	godless
bezdievība	impiety
bezdievībā	in godlessness
bezdievībai	to godlessness
bezdievības	impiety
bezdievību	godlessness
bezdievīgā	wicked
bezdievīgais	the wicked one
bezdievīgajai	to the wicked
bezdievīgajam	to the wicked
bezdievīgajās	in the wicked
bezdievīgajiem	for the wicked
bezdievīgam	godless
bezdievīgās	the wicked
bezdievīgi	ungodly
bezdievīgie	the wicked
bezdievīgiem	ungodly
bezdievīgo	the wicked
bezdievīgos	the wicked
bezdievīgs	godless
bezdievīgu	godless
bezdievim	godless
bezdievis	godless
bezdievja	godless
bezdievji	godless
bezdievjiem	for the ungodly
bezdievju	godless
bezdievjus	godless
bezdzimuma	asexual
Bezekā	In Bezeq
Bezekas	Bezek
bezgala	endless
bezgalīga	infinite
bezgalīgā	infinite
bezgalīgais	infinite
bezgalīgajā	in the infinite
bezgalīgajiem	for the infinite
bezgalīgām	infinite
bezgalīgās	infinite
bezgalīgi	infinitely
bezgalīgie	infinite
bezgalīgo	infinite
bezgalīgos	infinite
bezgodīga	dishonest
bezgodīgi	dishonestly
bezgodīgo	dishonest
bezgodim	dishonorable
bezgoži	shamelessly
bezgožiem	shameless
bezgrēcīgu	sinless
bezjēgas	pointless
bezjūtību	insensitivity
bezjūtīgo	callous
bezjūtīgu	callous
bezkauņām	shameless
bezkaunība	shamelessness
bezkaunību	shamelessness
bezkaunīgs	shameless
bezlikumība	lawlessness
bezmaz	almost
bezmēra	immeasurable
bezmiega	insomnia
bezmiesas	fleshless
beznozīmes	meaningless
beznozīmīgiem	insignificant
bezprā-tīgās	mindless
bezprāša	mindless
bezprāši	without a mind
bezprāšiem	for the mindless
bezprāta	madness
bezprāti	foolishly
bezprātība	madness
bezprātīgais	the fool
bezprātīgās	the insane
bezprātīgie	the insane
bezprātīgiem	insane
bezprātīgs	insane
bezprātis	madman
bezrūpības	carefree
bezrūpīgā	carefree
bezrūpīgās	carefree
bezrūpīgi	carefree
bezrūpīgie	carefree
bezrūpīgo	carefree
bezspēcībā	powerless
bezspēcīgi	powerless
bezspēcīgiem	powerless
bezspēcīgo	the powerless
bezspēcīgs	powerless
bezūdens	anhydrous
bezvainigā	crownless
bezvainīgā	innocent
bezvainīgais	innocent
bezvainīgam	innocent
bezvainīgi	innocently
bezvainīgo	the innocent
bezvainīgs	innocent
bezvainīgu	innocent
bezvārdu	nameless
bezvērtībā	worthless
bezvērtīgu	worthless
bezviltīgs	guileless
bezviltus	sincere
bfoda	bfoda
biaši	biased
Biblosas	Byblos
Bichrija	Bichria
bīdamies	we are afraid
bīdes	shear
bīdīja	pushed
bīdīs	will slide
bīdīts	pushed
Bidkaram	Bidkaram
biedēja	scared
biedēkli	scarecrow
biedēkļi	scarecrows
biedēs	will scare
biedinājis	scared
biedinājuma	intimidation
biedinājumam	for intimidation
biedinājumiem	intimidation
biedinājums	scare
biedinājumu	intimidation
biedināt	to scare
biedinātāju	scarecrow
biedināti	frightened
biedinošu	frightening
biedr	member
biedram	member
biedrenes	friends
biedri	members
biedriem	members
biedrojas	joins
biedrojies	joined
biedrojušies	associated
biedrosies	will join
biedroties	to associate
biedrs	member
biedru	member
biedrus	members
bieza	thick
bieza-jiem	thick-for
biezai	thick
biezais	thick
biezajā	in the thick
biezajiem	for the thick ones
biezajos	in the thick
biezas	thick
biežās	frequent
biezeni	mashed potatoes
biezi	thick
biežo	frequent
biezokņa	thicket
biezokni	thicket
biezoknī	in the thicket
biezokņiem	thickets
biezokņos	in the thickets
biezokņu	thicket
biezpiena	cottage cheese
biezpienu	cottage cheese
biezs	thick
biezums	thickness
biezums—siena—bija	thickness—wall—was
biezumu	thickness
Bigtam	Bigtam
Bigtans	Bigtan
Bigtanu	Bigtan
Bigvaja	Bigway
Bigvajs	Bigwig
Bigvaju	Bigway
Bihrija	Bihriya
biia	biia
Biieāma	Biieama
bij	was
bija	was
bijā	was
bija—Abigaila	was—Abigail
bija—četrdesmit	was—forty
bija—Cūriēls	was—Curiel
bijājama	terrible
bijājamā	the dreaded one
bijājamais	the dreaded one
bijājamam	to be feared
bijājamas	terrible
bijājamās	the dreaded
bijājami	fearfully
bijājamo	the dreaded
bijājams	terrible
bijājamu	terrible
bijām	we were
bijāmies	we were afraid
bijano	from now on
bijapienākusi	had arrived
bijapildījis	had fulfilled
bijās	was afraid
bijāšana	fear
bijāšanā	in fear
bijāšanas	fear
bijāšanu	fear
bijāt	were
bijaviensbumbuliszem	there was only one bulb under
biji	were
bijibā	in the village
bijība	awe
bijībā	in awe
bijības	awe
bijību	awe
bijies	been
bijīgi	reverently
bijīgs	reverent
bijis	been
bijos	I was afraid.
bijs	would be
biju	I was
bijušā	former
bijušais	former
bijušajiem	former
bijušas	have been
bijusi	been
bijuši	been
bijušiem	former
bijušies	afraid
bijušo	former
Bikat-Avenas	Bikat-Avens
Bikat-Avēnas	Bikat-Avens
biķera	beaker
biķeri	goblet
biķerī	in a cup
biķeris	cup
biķeru	goblet
biksēm	trousers
bikses	pants
bikstīt	to be silent
biļa	betel
Bilchā	In Bilch
Bilchana	Bilchana
Bilchans	Bilchan
Bilchas	Bilchas
bilda	picture
Bildads	Bildad
bildināja	proposed
Bileāma	Balaam
Bileāmam	Balaam
Bileāms	Balaam
Bileāmu	Balaam
Bilga	Bilga
Bilgajs	Bilgay
Bilgam	Bilgam
Bilgas	Bilgas
Bilha	Bilha
Bilhā	Bilhah
Bilhana	Bilhan
Bilhans	Bilhan
Bilhas	Bilhah
Bilhu	Bilhu
Biliāla	Bilial
Bilšanu	Bilshanu
Bimhals	Bimhal
Bin-nujs	Bin-nuj
Bineju	Binay
Binnuja	Binnuya
Binnujs	Binnuy
birdina	bird
birdināja	buzzed
birstoša	loose
Birsu	Birsu
Biršu	Birch
Birzavita	Birzavita
birzes	groves
birzis	grove
birzumi	groves
bīsies	will be afraid
bīsimies	let's be afraid
Bisjotja	Bisyotia
bīskapa	bishop's
bīskapam	to the bishop
bīskapiem	bishops
Bišlams	Bishlam
bīstaities	to be afraid
bīstama	dangerous
bīstamais	dangerous
bīstami	dangerous
bīstamo	dangerous
bīstams	dangerous
bīstas	fears
bīstaties	be afraid
bīsties	to be afraid
bīstieties	be afraid
bīstos	afraid
bišu	bee
bites	bees
bīties	to be afraid
Bitinijā	In Bithynia
Bitiniju	Bithynia
Bitīniju	Bithynia
Bitjas	Bityas
bitos	in bits
bītos	I would be afraid.
Bitronas	Bitrons
Bizetam	Bizet
bja	bye
bjodu	bye
blakām	next to
blāķi	blacksmith
blakus	next to
blakuspilsētām	neighboring towns
blakuspilsētas	neighboring towns
blakussieva	concubine
blakussievām	concubines
blakussievas	concubines
blakussievu	concubine
blakustēlu	side character
blāms	dull
blandās	in the middle
blandīsies	will wander
Blastu	Blast
blāvas	dull
blāzma	glow
blāzmas	flashes
blāzmoja	flashed
blāzmu	glow
blēdi	cheaters
blēdība	deceit
blēdības	frauds
blēdībās	in frauds
blēdību	fraud
blēdīgais	deceitful
blēdīgs	deceitful
blēdis	cheater
blēdis—viņa	cheater—she
blēņas	pranks
blēņu	silly
blēšana	bleating
blēži	crooks
Bliāma	Bliam
bļoda	bowl
bļodā	in a bowl
bļodai	for the bowl
bļodām	bowls
bļodas	bowls
bļodiņas—no	bowls—from
bļodu	bowl
blusu	flea
bna	bna
bņa	building
Boanerges	Boanerges
Boāsa	Boaz
Boāsam	To Boaz
Boass	Boaz
Boāss	Boaz
Boāsu	Boaz
Bocecs	Bocec
Bochima	Bochum
Bochimu	Bochum
Bochrus	Bochrus
Bockatas	Bockats
Bocrā	In Bozrah
Bocrai	To Bozra
Bocras	Bocras
Bocru	Bocru
Bohana	Bohan
Bohima	Bohemia
Bohimu	Boheme
Bohrus	Bohr
bojā	perish
bojāeja	destruction
bojāejā	in perdition
bojāejas	perishing
bojāeju	perish
bojājumus	damage
bojātu	damaged
Booza	Boaz
Boozs	Boaz
Boozu	Booze
Bor-Ašanā	Bor-Ashan
Boskata	Boscat
Bosora	Bosora
Bosras	Bosra
brā-ļiem	brothers
brāiim	brother
brāji	brothers
brāļa	brother's
brāļadēls	nephew
brāļadēlu	nephew
brāļasievu	sister-in-law
brālēna	cousin
brālēni	cousins
brālēnus	cousins
brāli	brother
brāļi	brothers
brāļi—Gošenes	brothers—Goshen
brāļi—Levija	brothers—Levi
brālībā	in brotherhood
brālību	brotherhood
brāļiem	brothers
brālīgi	fraternally
brālim	brother
brālis	brother
brālisko	fraternal
brāļu	brothers
brāļus	brothers
brāļus—Zacharju	brothers—Zacharias
brangākos	the most expensive
brangas	expensive
brangās	dear
brangi	expensive
brāp	scold
brāpem	brother
brašajiem	for the brave
brašāko	the bravest
braši	dashing
brašie	dashing
brasla	ford
braslam	for the sake of
brasli	ford
brasliem	for braziers
braslu	ferry
braslus	rafts
brau-camiem	for cars
brauc	drive
brauca	drove
braucām	we drove
braucamiem	for driving
braucamo	driving
braucamos	driveable
braucēji	riders
braucējiem	for riders
braucienā	on the trip
braucieniem	for trips
braucienu	trip
brauciet	drive
braucīs	will drive
braucot	while driving
brauk-dami	driving
braukdami	while driving
brauks	will drive
braukšana	driving
braukšanai	for driving
braukšanas	driving
braukt	to drive
braulīgo	brave
brāžas	are busy
brāzīsies	will rush
brāzma	gust
brāzmā	in a gust
brāzmaini	gusty
brec	breech
brēc	scream
brēca	scream
brēcām	we screamed
brēciet	shout
brēcot	screaming
brēcu	I scream.
Brēk-šana	Shouting
brēkdami	screaming
brēkdams	screaming
brēks	roar
brēkšana	screaming
brēkšanas	screaming
brēkšanu	screaming
brēksi	you will cry
brēksit	you will scream
brēkt	to scream
brfnēdamās	brfndams
brī-numa	wonder
brī-numu	wonder
bridi	moment
bridī	at the moment
brīdi	moment
brīdi—	moment—
brīdim	for the moment
brīdinādami	warning
brīdināja	warned
brīdinājā	warned
brīdināji	warned
brīdinājis	warned
brīdināju	I warned
brīdinājumam	warning
brīdinājuman	I warned you.
brīdinājumiem	warnings
brīdināšanas	warning
brīdināt	to warn
brīdinātāju	warning
bridināties	to warn
brīdināties	to warn
brīdinātu	would warn
brīdini	warn
brīdiniet	warn
brīdinu	I warn you
bridis	moment
brīdis	moment
briedi	deer
briedim	deer
briedis	deer
briedu-šus	mature
brieduma	maturity
briedumā	in maturity
briedums	maturity
briedumu	maturity
briedušām	mature
briedušas	mature
briedušiem	mature
briedušus	mature
brien	swim
brieniet	wade
briesmām	danger
briesmas	danger
briesmās	in danger
briesmīga	terrible
briesmīgā	terrible
briesmīgai	terrible
briesmīgajam	terrible
briesmīgākie	the most terrible
briesmīgas	terrible
briesmīgās	terrible
briesmīgi	terrible
briesmīgiem	terrible
briesmīgs	terrible
briesmīgu	terrible
briesmīgums	terribleness
briesmīgus	terrible
briesmu	danger
briestošu	plump
brieži	deer
briežu	deer
brīnaities	to wonder
brīnās	wonders
brīnāties	to wonder
brīnīdamās	wondering
brīnīdamies	wondering
brīnies	wonder
brīnieties	wonder
brīnījās	wondered
brīnījos	I was surprised.
brīnīsies	will wonder
brīnīsities	you will be surprised
brīnišķa	wonderful
brīnišķā	wonderful
brīnišķais	wonderful
brīnišķas	wonderful
brīnišķi	wonderfully
brīnišķīgais	wonderful
brīnišķīgajā	in the wonderful
brīnišķīgām	wonderful
brīnišķīgas	wonderful
brīnišķīgi	wonderful
brīnišķīgiem	wonderful
brīnišķīgu	wonderful
brīnišķo	wonderful
brīnišķs	wonderful
brīnītos	would be surprised
brīnos	I wonder
brīnoties	to wonder
brīnu-miem	wonders
brīnu-mus	wonder-us
brīnuma	miracle
brīnumainas	miraculous
brīnumaino	miraculous
brīnumainu	miraculous
brīnumdarbiem	miracles
brīnumdarbu	miracle
brīnumdarbus	miracles
brīnumdarītāja	miracle worker
brīnumdarītāji	miracle workers
brinumi	wonders
brīnumi	miracles
brīnumiem	miracles
brīnumjauki	wonderfully
brīnumos	in wonders
brīnums	miracle
brīnumskaistu	wonderfully beautiful
brīnumspēki	miraculous powers
brinumu	wonder
brīnumu	miracle
brīnumus	miracles
brīnumzīmes	miracles
brīrumi	wonders
brist	wade
brītiņa	a while
brīv	free
brīvā	free
brīvai	free
brīvais	free
brīvajā	in the free
brīvas	free
brīvās	free
brīvība	freedom
brīvībā	at liberty
brīvībai	for freedom
brīvības	freedom
brīvību	freedom
brīvie	free
brīvlaistais	free-range
brivlba	freedom
brīvo	free
brīvprātīgajiem	for volunteers
brīvprātīgi	voluntarily
brīvprātīgiem	for volunteers
brīvprātīgo	volunteer
brīvprātīgu	voluntary
brīvprātīgus	voluntary
brivs	free
brīvus	free
briža	wave
brīža	moment
brīžiem	at times
brīžos	in moments
brīžus	moments
brūc	wound
brūce	wound
brūcēm	wounds
brūci	wound
brūču	wound
brūk	collapses
bruksit	will fall
brukt	waste
bruņām	armor
bruņas	armor
bruņās	in armor
bruņojies	armed
Bruņojieties	Arm yourself
bruņojums	armament
bruņojusies	armed
bruņojušies	armed
bruņoti	armed
bruņots	armed
bruņotu	armed
bruņu	armored
bruņucepure	helmet
bruņucepurēm	helmets
bruņucepures	helmets
bruņucepurēs	in helmets
bruņucepuri	helmet
bruņukreklā	in a bulletproof vest
bruņukreklus	body armor
bruņurupucis	turtle
bruņutērpam	armor
Bs	Bs
bte	bte
bū-dams	being
Bubastus	Bubastus
būdama	being
būdamas	being
būdami	being
būdams	being
būdāms	hut
būdas	hut
būdiņa	hut
būdiņām	huts
būdiņas	huts
būdiņās	in huts
būdiņu	hut
būdu	hut
Bukija	Bookie
Bukijam	For the bookie
Bukijs	Buckeye
Bukiju	Buckeye
bula	bull
bulā	in the bull
būla	boolean
bulta	arrow
bultai	arrow
bultām	arrows
bultas	arrows
bultu	arrow
bumbuli	tuber
bumbuļi	tubers
bumbuļiem	tubers
bumbulim	for the baby
Būna	Boone
bungām	drums
bungas	drums
bungotāju	drummer
bungu	drum
Bunnija	Bunny
Bunnijs	Bunny
buras	sails
burbuļo	bubbles
burbuļodama	bubbling
buršana	spell
buršanas	spells
buršanu	spell
burt	letter
burta	letter
burtā	in a letter
burtam	to the letter
burtiem	letters
burtiski	literally
burtogu	spelling
burts	letter
burtu	letter
burvestība	spell
burvestībām	spells
burvi	magicians
burvība	magic
burvībām	for spells
burvības	magic
burvībās	in magic
burvību	magic
burvis	magician
burvji	magicians
burvjiem	for magicians
burvju	magical
burvjus	magicians
burzma	bustle
burzmā	in a hurry
bus	will
būs—Vienīgais	will be—The Only One
Busam	For the bus
būsi	you will be
būsiet	will be
Busija	Busia
būsim	we will be
būsit	you will be
būšot	will be
būšu	I will be
but	to be
būt—	to be—
būta	been
būte	being
būtes	beings
būti	to be
būtība	essence
būtībā	essentially
būtības	essence
būtību	essence
būtnēm	beings
būtnes	beings
būtni	being
būtņu	beings
butu	would be
būtum	would be
būvamatniekus	construction workers
būvēja	built
Būza	Booze
Būzas	Booze
Buzu	Buzz
c	c
Caānana	Canaan
Caānanas	Zaanan
Caānanima	Zaananim
Cacharija	Cacharias
Cacharijas	Zacharias
Cachariju	Cacharias
Cadoka	Zadok
Cadokam	Zadok
Cadoks	Zadok
Cadoku	Zadok
Cafona	Cafona
Caharas	Cacharas
Caharija	Zechariah
Caharijas	Zechariah
Cahariju	Zechariah
Caīras	Cairo
Cakarijam	Zachary
Caķej	Zacchaeus
Caķejs	Zacchaeus
Čakla	Chakla
čaklāki	more diligent
čaklas	hardworking
čaklie	hardworking
čakls	hardworking
Calafa	Calafa
čalai	for fun
cālīšus	chicks
cālīšus—bet	chicks—but
Calmona	Calmona
Calmonā	Calmon
Calmonakalnā	In Calmonakaln
Calmonas	Calmona
Calmunna	Calmunna
Calmunnam	Calmunnam
Calmunnas	Calmunnas
Calmunnu	Calmunnu
cāļus	chickens
Cartanai	Cartana
Cartanu	Cartan
Caru	Tsar
čaukstēšanu	rustling
čaulas	shells
caur	through
caurā	through
caurām	through
cauras	holes
cauraustām	interwoven
caurausti	interwoven
caurcaurēm	through
caurcaurim	through
caurcaurīm	through
caurdūruši	pierced
cauri	through
caurim	through
caurīm	through
caurrāvumu	breakthrough
caurspīdīgs	transparent
caurstaigājis	passed through
caurstrāvoti	permeated
cauru	hole
caurules	pipes
caurulītēm	for tubes
cauruma	hole
caurumainas	perforated
caurumam	for the hole
caurums	hole
caurumu	hole
caurumus	holes
caururba	drill
caururbs	drill
caururbtas	pierced
caururbto	pierced
Ccbaota	Ccbaota
Ccbaots	Ccbaots
cciā	in the
ccļ	cc
Cclofehada	Cclofehad
Cebaot	Bye
Cebaota	Cebaoth
Cebaotam	To the Jews
Cebaots	Cebaot
Cebaots—	Cebaoth—
Cebaotu	Cebaotu
Cebcdeju	Cebcdeju
Cebedeja	Zebedee
Cebedeju	Zebedee
Cebo	Cebo
Ceboi	Ceboi
Ceboima	Ceboim
Ceboimā	In Ceboim
Ceboimu	Ceboim
Cebojimas	Cebrow
Cebojimu	Cebojima
Cedadu	Cedad
Cedekij	Zedekiah
Cedekija	Zedekiah
Cedekijam	To Zedekiah
Cedekijas	Zedekiah
Cedekijatn	Zedekiah
Cedekiju	Zedekiah
Cefanja	Zephaniah
Cefanjam	Zephaniah
Cefanjas	Zephaniah
Cefanju	Zephaniah
Cefatas	Cefatas
Cefijs	Cepheus
Cefonai	Cephon
ceios	on the road
cejā	on the road
cejos	on the road
cejš	foot
cējs	zey
cejus	knees
cel	lift
ceļ	builds
Cela	Way
ceļa	road
ceļā	on the way
cēla	noble
cēlā	noble
ceļabiedri	traveling companions
ceļabiedriem	for traveling companions
ceļabiedrus	traveling companions
cēlai	noble
cēlājam	to lift
cēlāji	lifters
cēlājiem	for lifters
cēlājs	lifter
cēlāks	nobler
cēlāku	nobler
ceļam	for the road
ceļama	liftable
ceļamaize	road bread
ceļamaizes	travel bread
ceļamaizi	travel bread
ceļamam	to be lifted
ceļamās	to be lifted
cēlāmies	we got up
ceļams	to be lifted
ceļas	rising
cēlās	rose
ceļasomu	suitcase
ceļaspieķi	walking sticks
ceļat	lift
ceļaties	get up
Celcā	In Celca
celdami	lifting
celdamies	rising
celdams	lifting
cēlējam	we build
cēlēji	builders
cēlējs	builder
Celeks	Celex
ceļgaliem	knees
celi	knee
ceļi	roads
cēli	noble
ceļiem	roads
cēlienā	in the act
celies	get up
cēlies	arose
celiet	to raise
celieties	get up
celiņam	for the path
ceļiniece	traveler
ceļinieka	traveler
ceļiniekam	traveler
ceļinieki	travelers
ceļiniekiem	travelers
ceļinieks	traveler
ceļinieku	traveler
ceļiniekus	travelers
celiņš	path
cēlis	noble
celma	strain
celma—meža	stump—forest
celmains	stumpy
celmains—par	stem—for
ceļmalā	roadside
celms	stump
Celofehada	Zelophehad
Celofehadam	Zelophehad
Celofehads	Zelophehad
ceļoja	traveled
ceļojot	while traveling
ceļojuma	travel
ceļojumos	on trips
ceļojums	journey
ceļojumu	travel
cēlonis	cause
ceļos	on the road
cēlos	noble
ceļošu	traveling
ceļot	to travel
ceļotāji	travelers
ceļotāju	traveler
ceļoties	getting up
cēlrās	noble
cels	will rise
celšanā	in construction
celšanai	for lifting
celšanas	lifting
celšanu	lifting
celsi	you will rise
celsies	will rise
celsim	let's build
celsimies	let's get up
celšos	I will get up.
celšu	I will raise
celt	to build
celta	built
celtā	built
celtas	built
celti	built
celties	to rise
celtne	building
celtnei	for the building
celtnēm	buildings
celtnes	buildings
celtnēs	in buildings
celtni	crane
celtniecības	construction
celtniecisko	construction
celtņu	crane
celto	built
celtos	would rise
celts	built
celtu	would build
ceļu	road
cēlu	noble
cēlums	nobility
ceļus	roads
cēlušas	have built
cēlušās	originated
cēlusi	raised
cēluši	have built
cēlusies	originated
cēlušies	originated
cēlušos	risen
ceļvedis	guide
Cemacham	Cemacham
Cemachs	Cemach
Cemaham	To Cemaham
Cemahs	Tsemakh
Cemaraima	Cemaraim
Cemarajima	Cemarajima
cemarieši	Cemarians
cemariešus	cemarians
cemarieti	cemariet
čemurs	chemer
cena	price
Cenana	Cenana
cenas	prices
cenbu	price
cenšamies	we are trying
cenšanos	striving
cenšas	tries
cenšaties	try
Censdamies	Trying
censieties	try
cenšos	I will try
censties	to strive
censtos	I would try
centās	tried
centība	dedication
centībā	in dedication
centības	dedication
centību	dedication
centieni	efforts
centienos	in efforts
centienus	efforts
centies	try
centieties	try
centīga	diligent
Centīgais	The diligent
centīgāk	more diligently
centīgāki	more diligently
centīgāks	more diligent
centīgi	diligently
centīgo	diligent
centīgu	diligent
centīsies	will try
centīsieties	you will try
centīsimies	let's try
centīšos	I will try.
centos	I tried
centušās	tried
centusies	tried
centušies	tried
cenu	price
cenzdamies	trying
cep	bake
cepa	baked
cepam	let's bake
cepēja	baker
cepējām	we baked
cepējs	baker
cepēju	baker
cepeša	roast
cepeti	roast
cepetim	roast
cepiis	baked
cepināja	baked
cepļa	kiln
cepli	kiln
ceplī	in the oven
ceplim	for the kiln
ceplis	kiln
cepļos	in the kilns
Cepļu	Kiln
Cepona	Cepona
ceps	bake
cept	bake
cepta	fried
ceptas	fried
cepti	fried
cepts	fried
ceptu	fried
cepu	I bake.
cepuma	cookie
cepumi	cookies
cepumiem	for cookies
cepumiņiem	for cookies
cepumiņus	cookies
cepumu	cookie
cepumus	cookies
cepure	hat
cepurē	in the hat
cepurei	for a hat
cepurēm	hats
cepures	hats
cepurēs	in hats
cepuri	hat
cer	hopes
Cera	Hope
ceram	we hope
cerams	hopefully
cerat	hope
čerdesmit	forty
cerē	hopes
cerēdami	hopefully
