我	wǒ 
傷口	shāngkǒu 
傷亡	shāngwáng 
商榷	shāngquè 
商討	shāngtăo 
賞	shăng 
尚	shàng 
上吊	shàngdiào 
上好	shànghăo 
上進	shàngjìn 
上空	shàngkōng 
上路	shànglù 
上門	shàngmén 
上司	shàngsī 
上下	shàngxià 
上旬	shàngxún 
上演	shàngyăn 
上癮	shàngyǐn 
上漲	shàngzhǎng
燒香	shāoxiāng 
奢侈	shēchǐ 
奢望	shēwàng 
設	shè 
設施	shèshī 
設想	shèxiăng 
射擊	shèjí 
射手	shèshǒu 
涉及	shèjí 
涉嫌	shèxián 
社論	shèlùn 
社區	shèqū
攝取	shèqŭ 
攝氏	shèshì 
攝影機	shèyǐngjī
深奧	shēnào 
深沉	shēnchén 
深度	shēndù 
深厚	shēnhòu 
深切	shēnqiè 
深入	shēnrù 
深造	shēnzào 
身段	shēnduàn 
身教	shēnjiào 
身為	shēnwéi
身子	shēnzi 
伸張	shēnzhāng 
神	shén 
神情	shénqíng 
審核	shěnhé 
審判	shěnpàn 
審慎	shěnshèn 
審議	shěnyì 
甚	shèn 
滲入	shènrù 
生詞	shēngcí
生火	shēnghuǒ 
生理	shēnglǐ 
生平	shēngpíng 
生氣	shēngqì 
生前	shēngqián 
生人	shēngrén 
生死	shēngsǐ 
生態	shēngtài 
生物	shēngwù 
生效	shēngxiào 
生硬	shēngyìng 
生育	shēngyù
生育	shēngyù
生殖	shēngzhí 
升遷	shēngqiān 
升值	shēngzhí 
聲稱	shēngchēng 
聲明	shēngmíng 
聲勢	shēngshì 
省	shěng
省事	shěngshì 
盛	shèng 
盛情	shèngqíng 
盛行	shèngxíng 
盛裝	shèngzhuāng 
勝地	shèngdì 
聖賢	shèngxián 
失	shī 
失靈	shīlíng 
失落	shīluò 
失明	shīmíng 
失事	shīshì 
失手	shīshǒu 
失蹤	shīzōng 
師範	shīfàn 
施肥	shīféi 
施行	shīxíng 
屍體	shītǐ 
石膏	shígāo 
十足	shízú 
拾	shí 
時差	shíchā
時光	shíguāng 
時節	shíjié 
時髦	shímáo 
時效	shíxiào 
實地	shídì 
實踐	shíjiàn 
實況	shíkuàng 
實例	shílì 
實習	shíxí 
實證	shízhèng 
實質	shízhí 
屎	shǐ 
史料	shǐliào 
使喚	shǐhuàn 
使節	shǐjié 
使勁	shǐjìn 
使命	shǐmìng 
士兵	shìbīng 
仕女	shìnǚ 
示範	shìfàn 
市面	shìmiàn 
市容	shìróng 
世代	shìdài 
世間	shìjiān 
世事	shìshì 
試卷	shìjuàn 
試圖	shìtú 
逝世	shìshì 
勢必	shìbì 
事故	shìgù 
事變	shìbiàn 
事態	shìtài 
事務	shìwù 
事宜	shìyí 
釋放	shìfàng 
嗜好	shìhào 
視為	shìwéi
室友	shìyǒu
適宜	shìyí 
適中	shìzhōng 
收藏	shōucáng 
收費	shōufèi 
收集	shōují 
收買	shōumăi 
收縮	shōusuō 
收聽	shōutīng 
收益	shōuyì 
手冊	shǒucè 
手槍	shǒuqiāng 
手勢	shǒushì 
守	shǒu
守護	shǒuhù 
首府	shǒufŭ 
首領	shǒulǐng 
首席	shǒuxí 
首飾	shǒushì 
首先	shǒuxiān
首長	shǒuzhǎng
受害	shòuhài 
受訓	shòuxùn 
售貨員	shòuhuòyuán 
授課	shòukè 
狩獵	shòuliè 
壽星	shòuxīng 
疏導	shūdăo 
疏散	shūsàn
梳	shū 
書本	shūběn 
書面	shūmiàn 
書寫	shūxiě 
舒暢	shūchàng 
舒展	shūzhăn 
輸血	shūxiě 
束縛	shùfú 
樹苗	shùmiáo 
數據	shùjù 
率	shuài 
霜	shuāng 
雙重	shuāngchóng 
雙打	shuāngdă 
爽快	shuăngkuài 
水道	shuǐdào 
水稻	shuǐdào 
水晶	shuǐjīng 
水庫	shuǐkù 
水力	shuǐlì 
水泥	shuǐní 
水源	shuǐyuán 
水蒸氣	shuǐzhēngqì 
睡眠	shuìmián 
順從	shùncóng
順應	shùnyìng
瞬間	shùnjiān 
說謊	shuōhuăng 
說笑	shuōxiào 
思潮	sīcháo 
思念	sīniàn 
思維	sīwéi 
絲毫	sīháo 
司令	sīlìng 
斯文	sīwén 
私心	sīxīn 
賜	sì 
似的/地	sìde
松樹	sōngshù 
慫恿	sǒngyǒng 
搜集	sōují 
俗稱	súchēng 
俗語	súyŭ 
塑膠	sùjiāo 
訴苦	sùkŭ 
素食	sùshí 
素質	sùzhí 
算命	suànmìng 
算術	suànshù 
雖說	suīshuō 
隨	suí 
隨	suí 
隨後	suíhòu 
隨即	suíjí 
隨身	suíshēn 
隨同	suítóng 
隧道	suìdào 
歲月	suìyuè 
損	sŭn 
損害	sŭnhài 
損壞	sŭnhuài 
損傷	sŭnshāng 
縮小	suōxiăo 
所得	suǒdé
所在	suǒzài 
索賠	suǒpéi 
瑣碎	suǒsuì 
牠	tā
他人	tārén 
塔	tă 
踏實	tàshí 
台	tái
台階	táijiē 
太極拳	tàijíquán 
太平	tàipíng 
態勢	tàishì 
貪	tān 
貪心	tānxīn 
攤位	tānwèi 
痰	tán 
談論	tánlùn 
彈性	tánxìng 
坦克	tănkè 
坦然	tănrán 
探病	tànbìng 
探究	tànjiù 
探索	tànsuǒ 
探望	tànwàng 
探險	tànxiăn 
湯圓	tāngyuán 
堂堂	tángtáng 
倘若	tăngruò 
陶器	táoqì 
逃生	táoshēng 
逃稅	táoshuì 
淘汰	táotài 
套房	tàofáng
套裝	tàozhuāng 
特此	tècǐ 
特區	tèqū 
特權	tèquán 
特約	tèyuē 
特徵	tèzhēng
疼愛	téngài 
剔除	tīchú 
啼	tí 
提拔	tíbá 
提倡	tíchàng 
提出	tíchū 
提及	tíjí 
提名	tímíng 
提升	tíshēng 
提議	tíyì 
體操	tǐcāo 
體格	tǐgé 
體積	tǐjī 
體諒	tǐliàng 
體面	tǐmiàn 
體系	tǐxì 
體質	tǐzhí 
替代	tìdài 
添	tiān 
天敵	tiāndí 
天然氣	tiānránqì 
天性	tiānxìng 
天災	tiānzāi 
田地	tiándì 
田徑	tiánjìng 
甜美	tiánměi 
挑剔	tiāotī 
調和	tiáohé 
調和	tiáohé 
調節	tiáojié 
調皮	tiáopí 
條例	tiáolì 
挑戰	tiǎozhàn
聽寫	tīngxiě 
停頓	tíngdùn 
停留	tíngliú 
停滯	tíngzhì 
通	tōng 
通報	tōngbào 
通車	tōngchē 
通稱	tōngchēng 
通貨膨脹	tōnghuòpéngzhàng 
通緝	tōngqì 
通行	tōngxíng 
通用	tōngyòng 
同伴	tóngbàn 
同化	tónghuà 
同鄉	tóngxiāng 
同心	tóngxīn 
同性戀	tóngxìngliàn 
同業	tóngyè 
統計	tǒngjì
統統	tǒngtǒng 
統制	tǒngzhì 
痛恨	tònghèn 
偷渡	tōudù 
偷懶	tōulăn 
投保	tóubăo 
投機	tóujī 
投入	tóurù 
透明	tòumíng 
徒弟	túdì 
突擊	tújí 
突兀	túwù 
塗	tú 
圖	tú 
圖表	túbiǎo
圖畫	túhuà 
圖騰	túténg 
土壤	tŭrăng 
團	tuán
團聚	tuánjù 
團員	tuányuán 
推測	tuīcè 
推崇	tuīchóng 
推出	tuīchū 
推選	tuīxuăn 
退化	tuìhuà 
吞吞吐吐	tūntūntŭtŭ 
托	tuō 
拖	tuō 
拖累	tuōlèi 
拖延	tuōyán 
脫身	tuōshēn 
脫手	tuōshǒu 
瓦斯	wăsī 
外表	wàibiǎo
外號	wàihào 
外力	wàilì 
外貿	wàimào 
外線	wàixiàn 
外銷	wàixiāo 
外遇	wàiyù 
外在	wàizài 
外資	wàizī 
外祖父	wàizŭfù 
外祖母	wàizŭmŭ 
彎曲	wānqū 
完備	wánbèi 
完美	wánměi
玩弄	wánnòng 
頑強	wánqiáng 
挽	wăn 
挽救	wănjiù 
萬分	wànfēn 
萬事	wànshì
萬歲	wànsuì 
萬萬	wànwàn 
萬物	wànwù 
惋惜	wànxí 
亡國	wángguó 
往來	wănglái 
旺季	wàngjì 
旺盛	wàngshèng 
威風	wēifēng 
威力	wēilì 
萎縮	wēisuō
為	wéi 
為人	wéirén
為生	wéishēng 
為首	wéishǒu 
為止	wéizhǐ
違背	wéibèi 
違約	wéiyuē 
危害	wéihài 
圍巾	wéijīn 
圍牆	wéiqiáng 
圍繞	wéirào 
微弱	wéiruò 
微小	wéixiăo 
維生素	wéishēngsù 
胃	wèi 
胃口	wèikǒu 
未必	wèibì 
未婚夫	wèihūnfū 
未婚妻	wèihūnqī 
未免	wèimiăn 
衛生	wèishēng
溫	wēn 
溫帶	wēndài 
溫泉	wēnquán 
溫習	wēnxí 
溫馴	wēnxún 
瘟疫	wēnyì 
文明	wénmíng
文壇	wéntán 
文獻	wénxiàn 
聞名	wénmíng 
穩健	wěnjiàn 
紊亂	wènluàn 
問世	wènshì 
臥	wò 
烏龜	wūguī 
烏龍茶	wūlóngchá 
烏鴉	wūyā 
汙染/污染	wūrǎn
無比	wúbǐ 
無線電	wúxiàndiàn 
無形	wúxíng
無疑	wúyí 
五金	wŭjīn 
武力	wŭlì 
武士	wŭshì 
武裝	wŭzhuāng 
侮辱	wŭrù 
物產	wùchăn 
物品	wùpǐn 
物體	wùtǐ 
物資	wùzī 
誤差	wùchā
誤解	wùjiě 
務實	wùshí 
西服	xīfú 
西洋	xīyáng 
西醫	xīyī 
溪流	xīliú 
席	xí 
席位	xíwèi 
錫	xí 
襲擊	xíjí 
昔日	xírì  
習題	xítí 
洗禮	xǐlǐ 
喜氣	xǐqì 
喜悅	xǐyuè 
系	xì
戲曲	xìqŭ 
瑕疵	xiácī 
峽谷	xiágŭ 
狹小	xiáxiăo 
狹窄	xiázhăi 
下筆	xiàbǐ 
下跌	xiàdié 
下滑	xiàhuá
下列	xiàliè 
下水	xiàshuǐ 
下水道	xiàshuǐdào 
下旬	xiàxún 
掀	xiān 
仙丹	xiāndān 
先後	xiānhòu 
先進	xiānjìn 
先驅	xiānqū 
先天	xiāntiān 
鮮明	xiānmíng 
鮮艶/豔	xiānyàn 
纖維	xiānwéi 
嫌疑	xiányí 
顯現	xiănxiàn 
限	xiàn 
限度	xiàndù 
憲法	xiànfă 
線路	xiànlù 
陷入	xiànrù 
獻身	xiànshēn 
現今	xiànjīn
現行	xiànxíng 
現狀	xiànzhuàng 
相傳	xiāngchuán 
相仿	xiāngfăng 
相符	xiāngfú 
相繼	xiāngjì 
相配	xiāngpèi 
鄉土	xiāngtŭ 
香皂	xiāngzào 
鑲	xiāng 
想開	xiăngkāi 
響亮	xiăngliàng 
向	xiàng 
項	xiàng 
嚮導	xiàngdăo 
嚮往	xiàngwăng 
象徵	xiàngzhēng 
象徵	xiàngzhēng 
消毒	xiāodú 
消防	xiāofáng 
消耗	xiāohào 
消遣	xiāoqiăn 
消遣	xiāoqiăn 
瀟灑	xiāosă 
逍遙	xiāoyáo 
小販	xiăofàn 
小伙/夥子	xiăohuǒzi 
效法	xiàofă 
效勞	xiàoláo 
效力	xiàolì 
效忠	xiàozhōng 
笑嘻嘻	xiàoxīxī 
孝子	xiàozǐ 
協辦	xiébàn 
協定	xiédìng 
協會	xiéhuì 
協商	xiéshāng 
協調	xiétiáo 
協調	xiétiáo 
協議	xiéyì 
協議	xiéyì 
血汗	xiěhàn 
血跡	xiějī 
血壓	xiěyā 
寫實	xiěshí 
寫作	xiězuò 
洩氣	xièqì 
心愛	xīnài 
心軟	xīnruăn 
心事	xīnshì 
心思	xīnsī 
心酸	xīnsuān 
心態	xīntài 
心疼	xīnténg 
心胸	xīnxiōng 
辛勤	xīnqín 
辛酸	xīnsuān 
新潮	xīncháo 
新手	xīnshǒu 
新穎	xīnyǐng 
信賴	xìnlài 
信念	xìnniàn 
信徒	xìntú 
信息	xìnxí 
星辰	xīngchén 
星座	xīngzuò 
興建	xīngjiàn
興隆	xīnglóng 
興起	xīngqǐ 
行善	xíngshàn 
行使	xíngshǐ 
行星	xíngxīng 
行政	xíngzhèng 
刑事	xíngshì 
形勢	xíngshì 
形態	xíngtài 
形體	xíngtǐ 
形形色色	xíngxíngsèsè 
型態	xíngtài 
性	xìng
性能	xìngnéng 
性情	xìngqíng 
興致	xìngzhì 
胸	xiōng 
胸口	xiōngkǒu 
修補	xiūbŭ 
修訂	xiūdìng 
修建	xiūjiàn 
修女	xiūnǚ 
修養	xiūyăng 
修築	xiūzhú 
繡	xiù 
須	xū 
虛擬	xūnǐ 
虛心	xūxīn 
許	xŭ
許多	xŭduō 
許久	xŭjiŭ 
許可	xŭkě 
酗酒	xùjiŭ 
序幕	xùmù 
敘述	xùshù 
宣稱	xuānchēng 
宣告	xuāngào 
宣示	xuānshì 
宣誓	xuānshì 
宣言	xuānyán 
宣揚	xuānyáng 
旋律	xuánlǜ
旋轉	xuánzhuăn 
懸殊	xuánshū 
懸崖	xuányái 
選拔	xuănbá 
選購	xuăngòu 
選民	xuănmín 
選票	xuănpiào 
選修	xuănxiū 
學分	xuéfēn 
學科	xuékē 
學年	xuénián 
學識	xuéshì 
學說	xuéshuō 
學徒	xuétú 
學員	xuéyuán 
學制	xuézhì 
雪人	xuěrén 
削弱	xuèruò 
循環	xúnhuán 
巡邏	xúnluó 
巡視	xúnshì 
詢問	xúnwèn 
訓	xùn 
押	yā 
鴉片	yāpiàn 
壓歲錢	yāsuìqián 
壓縮	yāsuō 
壓制	yāzhì 
牙科	yákē 
芽	yá 
啞	yă 
亞軍	yàjūn 
亞洲	yàzhōu
淹	yān 
研究所	yánjiùsuǒ
言論	yánlùn 
岩石	yánshí 
延遲	yánchí 
延伸	yánshēn 
延誤	yánwù 
延續	yánxù 
沿海	yánhăi 
沿途	yántú 
沿襲	yánxí 
沿用	yányòng 
嚴禁	yánjìn 
嚴厲	yánlì 
嚴密	yánmì 
演變	yănbiàn 
演講	yǎnjiǎng
演說	yănshuō 
演習	yănxí 
眼界	yănjiè 
眼看	yănkàn 
衍生	yănshēng 
燕窩	yànwō 
燕子	yànzi 
央求	yāngqiú 
仰	yăng 
仰慕	yăngmù 
養分	yăngfèn  
養老	yănglăo 
養育	yǎngyù
邀	yāo 
窯	yáo 
搖晃(ㄏㄨㄤ˙)	yáohuang 
謠言	yáoyán 
遙遠	yáoyuăn 
要點	yàodiăn 
要犯	yàofàn 
藥品	yàopǐn 
葉	yè 
業績	yèjī 
依	yī 
依舊	yījiù 
依據	yījù 
依賴	yīlài 
依照	yīzhào 
醫療	yīliáo
醫術	yīshù 
醫藥	yīyào 
一定	yīdìng
一道	yídào 
一度	yídù 
一概	yígài 
一貫	yíguàn 
一律	yílǜ
一味	yíwèi 
咦	yí 
儀表	yíbiăo 
遺產	yíchăn 
遺傳	yíchuán 
遺憾	yíhàn 
遺留	yíliú 
遺棄	yíqì 
遺體	yítǐ 
遺忘	yíwàng 
遺志	yízhì 
遺址	yízhǐ 
疑慮	yílǜ
移植	yízhí 
倚	yǐ 
以至/致(於)	yǐzhì(yú)  
亦	yì 
亦	yì 
一連串	yìliánchuàn 
一流	yìliú 
一如	yìrú 
一心	yìxīn 
液體	yètǐ
抑制	yìzhì 
意識到	yìshìdào 
意圖	yìtú 
意味	yìwèi 
毅力	yìlì 
翌日	yìrì 
異常	yìcháng 
異鄉	yìxiāng 
議定	yìdìng 
議論	yìlùn 
議題	yìtí 
議員	yìyuán 
音	yīn
因果	yīnguǒ 
陰謀	yīnmóu 
陰影	yīnyǐng
銀幕	yínmù
銀色	yínsè 
銀子	yínzi 
引	yǐn 
引導	yǐndăo 
引進	yǐnjìn 
引擎	yǐnqíng 
隱藏	yǐncáng 
隱士	yǐnshì 
隱約	yǐnyuē 
印證	yìnzhèng 
櫻桃	yīngtáo 
英勇	yīngyǒng 
英語	yīngyǔ
應	yīng 
應	yìng 
鷹	yīng  
營地	yíngdì 
營造	yíngzào 
迎	yíng 
迎合	yínghé 
影射	yǐngshè 
硬	yìng 
硬體	yìngtǐ
應變	yìngbiàn 
應酬	yìngchóu 
應急	yìngjí 
應驗	yìngyàn 
應徵	yìngzhēng 
唷	yō 
湧	yǒng 
踴躍	yǒngyuè 
用戶	yònghù 
用途	yòngtú 
用心	yòngxīn 
悠久	yōujiŭ 
悠閒	yōuxián 
優待	yōudài 
優勢	yōushì 
優先	yōuxiān 
優異	yōuyì 
鈾	yóu 
由來	yóulái 
遊覽	yóulăn 
油田	yóutián 
油條	yóutiáo 
友愛	yǒuài 
有機	yǒujī 
有理	yǒulǐ 
有所	yǒusuǒ
有為	yǒuwéi 
有限	yǒuxiàn 
有形	yǒuxíng 
有心人	yǒuxīnrén 
有益	yǒuyì 
有意	yǒuyì 
有緣	yǒuyuán 
誘惑	yòuhuò
幼稚	yòuzhì 
于	yú 
於	yú 
逾	yú 
餘	yú 
餘	yú 
愚蠢	yúchŭn 
輿論	yúlùn 
漁民	yúmín 
予	yŭ 
予以	yŭyǐ 
與會	yŭhuì 
雨季	yŭjì 
語文	yŭwén 
宇宙	yŭzhòu 
愈	yù
玉器	yùqì 
預測	yùcè 
預防	yùfáng 
預告	yùgào 
預估	yùgū 
預賽	yùsài 
預約	yùyuē 
寓言	yùyán 
園林	yuánlín 
元氣	yuánqì 
元首	yuánshǒu 
元素	yuánsù 
原	yuán 
原本	yuánběn
原形	yuánxíng 
原野	yuányě 
原狀	yuánzhuàng 
原住民	yuánzhùmín
原子	yuánzǐ  
原子彈	yuánzǐdàn 
援助	yuánzhù 
遠景	yuănjǐng 
怨	yuàn 
約束	yuēshù 
躍	yuè 
樂隊	yuèduì 
月台	yuètái 
運	yùn
運行	yùnxíng 
孕婦	yùnfù 
醞釀	yùnniàng 
栽	zāi 
災禍	zāihuò 
災情	zāiqíng 
在場	zàichăng 
在世	zàishì 
在座	zàizuò 
再三	zàisān 
再生	zàishēng 
咱	zán 
贊助	zànzhù 
讚嘆/歎	zàntàn 
贓物	zāngwù 
遭	zāo 
遭	zāo 
遭	zāo 
遭遇	zāoyù
造反	zàofăn 
造化	zàohuà 
造物主	zàowùzhŭ 
造型	zàoxíng 
責備	zébèi 
增進	zēngjìn 
增強	zēngqiáng 
增值	zēngzhí
贈	zèng 
扎	zhā
炸藥	zhàyào
沾	zhān 
盞	zhăn 
展望	zhănwàng 
展現	zhănxiàn 
嶄新	zhănxīn 
占/佔據	zhànjù 
占/佔領	zhànlǐng 
顫抖	zhàndǒu 
戰火	zhànhuǒ 
戰機	zhànjī 
戰亂	zhànluàn 
戰略	zhànlüè 
戰勝	zhànshèng 
戰士	zhànshì 
戰術	zhànshù 
戰線	zhànxiàn 
戰友	zhànyǒu 
戰戰兢兢	zhànzhànjīngjīng 
張開	zhāngkāi 
張貼	zhāngtiē 
長子	zhǎngzǐ
帳篷	zhàngpéng 
丈	zhàng 
朝氣	zhāoqì 
著想	zháoxiăng 
找尋	zhăoxún 
沼澤	zhăozé 
召集	zhàojí 
照例	zhàolì 
照耀	zhàoyào 
遮	zhē 
遮蔽	zhēbì 
折騰	zhēténg 
針灸	zhēnjiŭ 
真情	zhēnqíng 
診斷	zhěnduàn 
診所	zhěnsuǒ 
鎮定	zhèndìng 
鎮壓	zhènyā 
振動	zhèndòng 
震驚	zhènjīng 
陣營	zhènyíng 
蒸	zhēng 
蒸發	zhēngfā 
蒸氣	zhēngqì 
爭辯	zhēngbiàn 
爭奪	zhēngduó 
爭論	zhēnglùn 
爭氣	zhēngqì 
爭議	zhēngyì 
徵收	zhēngshōu 
掙扎	zhēngzhá 
整	zhěng 
整頓	zhěngdùn 
整體	zhěngtǐ 
整整	zhěngzhěng 
正當	zhèngdāng 
正面	zhèngmiàn 
正統	zhèngtǒng 
正義	zhèngyì 
政績	zhèngjī 
政見	zhèngjiàn 
政權	zhèngquán 
證券	zhèngquàn 
證人	zhèngrén 
掙	zhèng
之內	zhīnèi 
之所以	zhīsuǒyǐ
支撐	zhīchēng 
支付	zhīfù 
支配	zhīpèi 
支應	zhīyìng
知足	zhīzú 
脂肪	zhīfáng 
織	zhī 
直徑	zhíjìng 
值班	zhíbān 
值錢	zhíqián 
殖民	zhímín 
質量	zhíliàng 
質疑	zhíyí 
職務	zhíwù 
職責	zhízé 
執照	zhízhào 
執政	zhízhèng 
執著	zhízhuó
止	zhĭ
只得	zhǐděi
指標	zhǐbiāo 
指點	zhǐdiăn 
指揮	zhǐhuī 
指揮	zhǐhuī 
指控	zhǐkòng 
指南針	zhǐnánzhēn 
指數	zhǐshù 
指頭	zhǐtou
指望	zhǐwàng 
指紋	zhǐwén 
指引	zhǐyǐn 
指正	zhǐzhèng 
至	zhì
至	zhì 
至今	zhìjīn 
治安	zhìān 
治本	zhìběn 
治標	zhìbiāo 
治理	zhìlǐ 
治療	zhìliáo 
志趣	zhìqù 
志向	zhìxiàng 
致詞	zhìcí 
致富	zhìfù 
致力	zhìlì 
致命	zhìmìng 
致意	zhìyì 
智力	zhìlì 
制裁	zhìcái 
制訂	zhìdìng 
製品	zhìpǐn 
滯留	zhìliú 
中斷	zhōngduàn 
中和	zhōnghé 
中立	zhōnglì 
中旬	zhōngxún 
中葉	zhōngyè 
中醫	zhōngyī 
中庸	zhōngyōng 
忠實	zhōngshí 
衷心	zhōngxīn 
終場	zhōngchăng 
終結	zhōngjié 
終究	zhōngjiù 
終身	zhōngshēn 
種種	zhǒngzhǒng
種植	zhòngzhí 
中風	zhòngfēng 
中獎	zhòngjiăng 
中肯	zhòngkěn
中暑	zhòngshŭ 
重用	zhòngyòng 
重鎮	zhòngzhèn 
周邊	zhōubiān 
周密	zhōumì 
周詳	zhōuxiáng 
周遊	zhōuyóu 
周轉	zhōuzhuăn 
皺	zhòu 
皺紋	zhòuwén 
株	zhū 
諸多	zhūduō 
逐	zhú 
逐	zhú 
逐步	zhúbù 
主導	zhŭdăo 
主管	zhŭguăn 
主見	zhŭjiàn 
主力	zhŭlì 
主流	zhŭliú 
主權	zhŭquán 
主人翁	zhŭrénwēng 
主義	zhŭyì 
主宰	zhŭzăi 
主旨	zhŭzhǐ 
主軸	zhŭzhóu 
囑咐	zhŭfù 
矚目	zhŭmù 
注定	zhùdìng 
注目	zhùmù 
注視	zhùshì 
注重	zhùzhòng 
住戶	zhùhù 
住宿	zhùsù 
柱子	zhùzi 
助教	zhùjiào 
助手	zhùshǒu 
佇立	zhùlì 
著作	zhùzuò 
駐	zhù 
抓緊	zhuājǐn 
專櫃	zhuānguì 
專員	zhuānyuán 
專制	zhuānzhì 
磚	zhuān 
轉動	zhuăndòng 
轉化	zhuănhuà 
轉機	zhuănjī 
轉手	zhuănshǒu 
轉向	zhuănxiàng 
轉眼	zhuănyăn 
轉移	zhuănyí 
轉帳	zhuănzhàng 
撰寫	zhuànxiě 
莊嚴	zhuāngyán 
裝備	zhuāngbèi 
裝潢	zhuānghuáng 
裝配	zhuāngpèi 
裝運	zhuāngyùn 
裝置	zhuāngzhì 
壯觀	zhuàngguān 
壯麗	zhuànglì 
狀元	zhuàngyuán 
追捕	zhuībŭ 
追查	zhuīchá 
追究	zhuījiù 
準	zhŭn 
準備	zhǔnbèi
準則	zhŭnzé 
准許	zhŭnxŭ 
卓越	zhuóyuè 
著手	zhuóshǒu 
著眼	zhuóyăn 
著重	zhuózhòng 
酌量	zhuóliàng 
資深	zīshēn 
資助	zīzhù 
姿勢	zīshì 
姿態	zītài 
滋味	zīwèi 
子彈	zǐdàn 
子弟	zǐdì 
子孫	zǐsūn 
紫外線	zǐwàixiàn 
自	zì 
自稱	zìchēng 
自費	zìfèi 
自豪	zìháo 
自覺	zìjué 
自立	zìlì 
自滿	zìmăn 
自然	zìrán
自身	zìshēn 
自行	zìxíng 
自制	zìzhì 
自治	zìzhì 
自傳	zìzhuàn
字體	zìtǐ 
字眼/字眼兒	zìyăn/zìyănr
字樣	zìyàng 
宗旨	zōngzhǐ 
總裁	zǒngcái 
總得	zǒngděi 
總額	zǒngé 
總和	zǒnghé 
總結	zǒngjié 
總經理	zǒngjīnglǐ 
總數	zǒngshù 
縱火	zònghuǒ 
縱容	zòngróng
縱使	zòngshǐ 
走廊	zǒuláng 
揍	zòu 
租賃	zūlìn 
足	zú 
足夠	zúgòu
祖宗	zŭzōng 
阻擋	zŭdăng 
阻力	zŭlì 
阻撓	zŭnáo 
阻塞	zŭsè 
組織	zŭzhī 
組裝	zŭzhuāng 
鑽研	zuānyán 
嘴唇	zuǐchún 
罪惡	zuìè 
罪名	zuìmíng 
罪行	zuìxíng 
尊	zūn 
尊	zūn 
尊嚴	zūnyán 
遵循	zūnxún 
作風	zuòfēng 
作怪	zuòguài 
作為	zuòwéi 
作物	zuòwù 
作戰	zuòzhàn 
作證	zuòzhèng 
坐牢	zuòláo 
坐鎮	zuòzhèn 
座談	zuòtán 
座右銘	zuòyòumíng 
