orang	person
penjajah	colonizer
penipuannya	his fraud
peninggalan	legacy
pening	dizziness
penindasmu	your oppressor
penindasku	my oppressor
penimbang	balance
pengurusnya	the administrator
pengurusan	management
pengurangan	subtraction
pengumuman	announcement
penguburannya	his burial
penguasamu	your ruler
penglihatanmu	your vision
pengisytiharan	declaration
penginjil	evangelist
penginapan	lodging
penghunimu	your resident
penghinaannya	his insult
penghasilan	income
penghargaanmu	your appreciation
penghapusan	deletion
penghalang	barrier
penggunting	scissors
penggunaan	use
penggantimu	your replacement
penggantiku	my replacement
penggali	digger
pengetahuannya	his knowledge
pengertiannya	its meaning
pengertianmu	your understanding
pengenderanya	the rider
pengenalan	introduction
pengemudinya	the driver
pengemis	beggar
pengelompokan	grouping
pengawet	preservative
pengawalnya	his bodyguard
pengawalan	escort
pengasingan	exile
pengaruh	influence
penganut	adherent
pengantinnya	the bride
penganiaya	persecutor
pengangkutan	transportation
pengamatanmu	your observations
pengalamannya	his experience
pengakhiran	termination
pengaduanmu	your complaint
pengaduan	complaint
pengadilku	my judge
pengabdiannya	his devotion
pengabdianku	my devotion
penerangannya	the lighting
penempatan	placement
penebusku	my redeemer
penebusan	redemption
penebus	redeemer
pendudukku	my people
pendirianku	my stance
pendidikan	education
pendidik	educator
pendengarmu	your listener
pendengaran	hearing
pendendam	vengeful
pendayungmu	your rower
pendapatanku	my income
pendam	buried
pendakwaku	my accuser
pencukur	shaver
pencinta	lover
pencernaanmu	your digestion
pencar	scatter
penasihatmu	your advisor
penarik	puller
penanya	questioner
penangkapan	arrest
penampi	winnower
penamat	the finisher
penagih	debt collector
penabur	sower
penabalan	coronation
pena	pen
pemujaanmu	your worship
pemudiku	my young man
pemudaku	my youth
peminum	drinker
peminta	requester
pemikiranmu	your thoughts
pemikiran	thinking
pemerintahnya	his government
pemerintahanmu	your government
pemeriksaannya	the examination
pemerah	milker
pemenang	winner
pemeluk	hugger
pemecah	breaker
pembinasaan	destruction
pembinanya	the mentor
pembinaannya	its development
pembesarmu	your boss
pembersihan	cleaning
pemberontakannya	his rebellion
pemberiannya	his gift
pemberianmu	your gift
pemberi	giver
pembenci	hater
pembenaran	justification
pembeliannya	his purchase
pembelanya	his defender
pembelaannya	his defense
pembelaanku	my defense
pembelaan	defense
pembebas	liberator
pembayar	payer
pembatalan	cancellation
pembasuh	washer
pembantumu	your maid
pembalut	bandage
pembajak	hijacker
pematerian	soldering
pemarah	angry person
pemandangan	view
pemalas	lazy person
pemakainya	the user
pemahat	sculptor
pemahaman	understanding
pelumuran	lubrication
pelukannya	his hug
peluk	hug
peluangnya	the chances
pelirnya	his testicles
pelipisnya	his temples
peliharakan	maintain
peliharaan	Pet
pelekat	adhesive
pelayanannya	his service
pelanggar	offender
pekertimu	your character
pekebunnya	the farmer
pekatnya	its thick
pekarangan	yard
pekannya	the week
pekanmu	your week
pedihnya	the pain
pedangku	my sword
payahnya	how hard it is
patutnya	it should be
pasung	stocks
pasukanku	my troops
pasong	pasong
pasangannya	his partner
parŭmpuan	women
paruhnya	its beak
paruh	beak
paritnya	the ditch
parahnya	the worst
papannya	the board
panjangkan	lengthen
pangkas	trim
pangkalan	base
pandanganmu	your view
pandan	Pandanus
pancuran	shower
pancinglah	go fishing
pancing	fishing rod
pancarkanlah	radiate
pancarkan	emit
panasnya	it's hot
panasmu	your heat
panahmu	your arrow
panahku	my arrow
paksaan	coercion
pakielah	wear it
pakiekan	put it on
pakatannya	his pact
paip	pipe
pahlawanmu	your hero
pahlawanku	my hero
pahitlah	bitter
pahamu	your understanding
pahamlah	understand
paham	understand
padu	solid
padanyalah	to him
padangnya	the field
padanan	equivalent
ototnya	his muscles
orangan	orang
oniks	onyx
ombakmu	your waves
olehmu	by you
nŭgrimu	your country
nyiat	nyiat
nyanyilah	sing it
nujummu	your fortune
nubuatmu	your prophecy
notnya	the note
not	note
nokta	nokta
noda	stain
nilayan	value
nilailah	rate it
nikah	marry
ngoyaknya	tear it up
ngepulkan	puffing
ngejar	chase
ngauman	roar
neneknya	her grandmother
nekadnya	his determination
negarawan	statesman
naunganku	my shade
nasihati	advice
nasibnya	his fate
narwastuku	my narwastu
narwastu	narcissus
nantikanlah	look forward to it
nanah	pus
nampakkah	is it visible
nambahi	add to
namakanlah	name it
namai	name it
nakuti	scare
najislah	be unclean
naikkannya	raise it
naikkan	raise
nafasnya	his breath
nafasmu	your breath
nada	tone
mŭuŭngar	to listen
mŭrta	mŭrta
mŭrobohkan	to tear down
mŭrbahya	dangerous
mŭrajinkan	diligently
mŭnŭrosi	squirming
mŭnŭngkinglah	turn away
mŭnŭngkingkan	to turn away
mŭnŭngarlah	listen
mŭnŭngadah	look up
mŭnŭndang	invite
mŭnŭlankan	to start
mŭnŭlan	to fly
mŭnŭgorkan	to slam
mŭnyŭsallah	forgive me
mŭnyŭsal	regret
mŭnyŭsakkan	suffocating
mŭnyŭrtai	join in
mŭnyŭnangkan	enjoyable
mŭnyŭmakkan	to eat
mŭnyŭgarkan	refreshing
mŭnyusui	breastfeeding
mŭnyinchang	mŭnyinchang
mŭnyimpankan	to save
mŭnyimpan	save
mŭnyengkatkan	to increase
mŭnyeksakan	torturing
mŭnyambot	steal
mŭnyagkali	deny
mŭnyabitkanlah	to be cursed
mŭnutor	driver
mŭnuntot	mŭnuntut
mŭnukarkan	exchange
mŭnjungkok	crouching down
mŭnjamu	to entertain
mŭnjagai	guard
mŭnistakan	to insult
mŭniopkan	to make a decision
mŭninggalkanlah	leave it
mŭnimbang	to weigh up
mŭngŭraskan	drain
mŭngŭpong	pong
mŭngŭnyangkan	satiating
mŭngŭnangkan	win
mŭngŭjar	chase
mŭngusik	to disturb
mŭngukor	measuring
mŭnguchaplah	to cry
mŭngorek	digging
mŭngisharatkan	suggest
mŭngisar	to grind
mŭngirik	threshing
mŭngirek	sneeze
mŭngingat	remembering
mŭnghinakankah	insulting
mŭnghamborkan	wasting
mŭnggunting	to cut
mŭnggombalakan	to gossip
mŭngglumang	glumang
mŭnggantong	hang in a bag
mŭnggali	digging
mŭngawali	to start
mŭngarukan	disturbing
mŭngartikan	to interpret
mŭnganyayai	to be honest
mŭnganyam	weaving
mŭngantok	sleepy
mŭngangkatlah	lift it up
mŭngandongkan	carry on
mŭngalu	forget
mŭngalir	flow
mŭngadukan	complain
mŭngadu	complain
mŭndustakan	to deny
mŭndoakan	pray for
mŭndamiekan	to drown
mŭnchŭtrakan	to push
mŭnchŭlakan	to break
mŭnchŭla	squirt
mŭnchŭkop	mŭnchŭkop
mŭnchabutkan	to unplug
mŭnawangi	fragrant
mŭnarik	interesting
mŭnantu	son-in-law
mŭnangiskan	to cry
mŭnandai	mark
mŭnamai	to name
mŭmŭtek	squeak
mŭmŭlok	close up
mŭmungkirkan	to deny
mŭmujilah	praise
mŭmuaskan	satisfying
mŭmpŭristrikan	to electrify
mŭminyaki	oiling
mŭmintal	spinning
mŭmikir	think
mŭmbŭntangkan	to spread out
mŭmbŭli	buy
mŭmbutakan	blind
mŭmbubol	break in
mŭmbuatlah	make it
mŭmbibaskan	to shake off
mŭmbethakan	to break
mŭmbasohkan	wash away
mŭmbanggunkan	build up
mŭmbandingkan	to compare
mŭmatutkan	to mature
mŭmasok	supply
mŭmanjat	climb
mŭmanjangkan	to lengthen
mŭmancharlah	to beg
mŭmalingkan	turn away
mŭmaksa	force
mŭmakiekan	swearing
mŭmadamkan	to extinguish
mŭma	mother
mŭlŭmaskan	to soften
mŭlupakan	forget
mŭluluskan	pass
mŭlompat	jump
mŭliputi	covering
mŭlintas	cross
mŭlindongkan	to roll over
mŭlihatlah	take a look
mŭlempahkan	pour out
mŭlata	sluggish
mŭlarat	poor
mŭlanjotkan	continue
mŭlanggar	violate
mŭgah	magnificent
mutunya	its quality
mutriekan	to be a keeper
mutlak	absolute
mutakhir	up to date
mustahillah	it's impossible
mustahaknya	mustahak
musnahkannya	destroy it
musafir	traveler
murung	gloomy
murtad	apostasy
murai	magpie
mundurlah	step back
muncullah	appear
mumin	mumin
mukul	hit
muih	thank you
muatannya	the load
mual	nauseous
moyotnya	the moyot
morkaku	my morka
monyet	monkey
montok	plump
mondok	dormitory
model	model
modalmu	your capital
modal	capital
moalaf	Moalaf
miring	crooked
minummu	your drink
minumku	my drink
minumanku	my drink
mintakan	ask for
mina	mine
mimpiku	my dream
mimpikan	dream of
mileknya	my milek
meyakini	believe
mewartakan	to proclaim
mewajibkan	obligatory
meteraikanlah	seal it
meruntuhkannya	tear it down
merunsingkan	to think about
merpatiku	my dove
merosot	to decline
meronta	struggling
meronda	patrol
merombak	remodel
merogolnya	deflower her
merintis	pioneer
merintangi	to hinder
merindui	miss
meriangkan	exhilarate
meriah	lively
merenyukkan	to melt
merentang	stretch
merenjiskannya	to brighten it up
meredup	dim
merebusnya	boil it
mercu	lighthouse
merayap	creeping
merawatnya	take care of it
merasuknya	get into it
merasuk	penetrate
merasakannya	feel it
merapatkan	close up
merantau	wander
merantainya	chain it up
merangsang	stimulate
merangkak	crawl
merangkaikan	stringing together
meramas	squeeze
menyusukan	breastfeeding
menyurat	to write
menyunatnya	circumcise him
menyumpah	swear
menyumbat	clog
menyukatnya	measure it
menyudahkannya	finish it
menyorok	to look out
menyondol	nuzzle
menyolek	to pamper
menyokongnya	support it
menyisihkan	set aside
menyirami	to water
menyiram	water
menyingkir	get out of the way
menyingkatkan	to shorten
menyingkap	to reveal
menyilaukan	dazzling
menyilangkan	cross
menyihir	bewitching
menyiarkan	broadcast
menyewakannya	rent it out
menyesuaikan	adapt
menyeru	call out
menyertakan	include
menyertainya	accompanying him
menyertaimu	be with you
menyeronokkan	fun
menyerikan	brighten
menyergap	ambush
menyerbunya	storm it
menyeramkan	scary
menyerakkan	scatter
menyengsarakan	miserable
menyenaraikan	to list
menyemburkan	to spout
menyembunyikannya	hide it
menyematkan	pinning
menyelimuti	envelop
menyelidikinya	investigate it
menyekat	to block
menyedarkan	to awaken
menyebutnya	call it
menyebarkannya	spread it
menyebar	spread
menyatupadukan	to unite
menyarungkannya	sheath it
menyaringkan	filter
menyapunya	sweep it
menyanyikannya	sing it
menyangkutkan	to relate to
menyandang	to bear
menyambungkannya	connect it
menyalutnya	coat it
menyalin	copy
menyalib	crucify
menyalak	bark
menyalahgunakannya	abuse it
menyakitimu	hurt you
menyabit	to cut
menusukkan	stab
menurutinya	follow it
menuntunmu	guide you
menunjangnya	support it
menunda	postpone
menunaikannya	fulfill it
menumpu	to rely on
menumbuk	pounding
menumbuhkannya	grow it
menulisi	to write
menukarkan	exchange
menudungnya	cover it
menudungi	cover
menuangnya	pour it out
mentimun	cucumber
mentertawakannya	laugh at him
menterjemahkannya	translate it
menterbalikkannya	turn it upside down
mentega	butter
mentafsirkanya	interpret it
mentadbir	to administer
mensiang	midday
menonton	watch
menolaknya	reject it
menjualkan	sell
menjelma	incarnate
menjelirkan	to stick out
menjejak	to trace
menjawabmu	answer you
menjarahi	to plunder
menjanjikannya	promise it
menjangkiti	infect
menjangka	to anticipate
menjahati	harm
menjabat	take office
menitik	drip
meninju	punch
meninjau	review
meningkatkan	increase
menindik	piercing
menindasnya	oppress him
menimpanya	befall him
menimpamu	befall you
menimpai	overwrite
menimbus	to pile up
menimbuninya	bury it
menimbanya	draw it
menimbangnya	weigh it up
menikamkan	stab
mengutusmu	send you
mengutipnya	quote it
mengutarakan	to express
mengusungmu	carry you
mengusulkan	propose
mengusiknya	bother him
menguruskan	take care of
mengurniakannya	grant it
menguranginya	reduce it
menguraikan	to describe
mengupas	peeling
mengunyah	chew
mengunjukkannya	show it off
mengungkapkan	disclose
mengundi	draw
mengumpul	gather
mengumbang	buzz
mengumban	sling
mengulang	repeat
mengukurnya	measure it
mengukirnya	carve it
menguduskan	to sanctify
mengudis	to scab
menguburnya	bury him
menguburkannya	bury him
mengubur	bury
mengubatinya	cure it
mengubatimu	cure you
menguatkuasakan	to empower
menguak	to uncover
mengotorkannya	make it dirty
mengoleskannya	smear it on
mengocakkan	to shake
mengobarkan	to inflame
mengkhuatiri	worry
mengisytihar	to declare
mengisyhtiharkan	to declare
mengiranya	think it
mengintai	lurking
menginsafkan	to repent
menginjaknya	step on it
menginjakkan	step on
mengimlakkannya	dictate it
mengimbangi	to balance
mengikis	erode
mengigal	strut
mengidamkan	to crave
mengibaskan	to wave
menghuraikan	to describe
menghunusnya	draw it
menghuni	inhabit
menghulurkannya	stretch it out
menghormatimu	respect you
menghisap	to suck
menghiraukannya	ignore it
menghirau	ignore
menghindarkan	avoid
menghinanya	insult him
menghimpunkan	to collect
menghidangnya	serve it
menghiburnya	cheer him up
menghiburkannya	cheer him up
menghiasnya	decorate it
menghiaskan	to decorate
menghentak	to jolt
menghempas	to slam
menghembus	waft
menghayatinya	live it
mengharunginya	to sail through it
mengharumkannya	make it fragrant
mengharap	to hope
menghapuskannya	to erase it
menghanyutkannya	carry it away
menghantam	hit
menghanguskannya	burn it
menghamparkannya	spread it out
menghambakan	to serve
menghalanginya	to block it
menghafaznya	memorize it
menggulungnya	roll it up
menggulingkannya	overthrow him
menggoyangkan	shake
menggoyang	shake
menggosoknya	rub it
menggosokkan	rub
menggores	scratch
menggoncangkannya	shake it up
menggigillah	shiver
menggerak	move
menggendong	carry
menggenanginya	flood it
menggemari	to be fond of
menggemakan	echo
menggeluncur	slide
menggelorakan	to stir up
menggeliatlah	wriggle
menggeletar	trembling
menggelek	to squirm
menggeledahnya	search it
menggauk	to roar
menggaru	rake
mengganggunya	bother him
mengganggumu	bother you
menggangap	to assume
menggambarkannya	describe it
menggadaikan	pawn
menggabungkannya	combine it
mengetepikan	put aside
mengesalkan	peeve
mengerumit	to complicate
mengertinya	understand it
mengerjakannya	do it
mengerami	incubate
mengepungmu	surround you
mengepulkan	puffing
mengepalkan	clench
mengepalai	head up
mengendap	settle
mengendahkannya	ignore it
mengemukakannya	bring it up
mengemis	beg
mengembumikannya	bury him
mengembang	expand
mengeluhlah	complain
mengelilingimu	surround you
mengelar	to roll out
mengelakkannya	avoid it
mengekori	follow suit
mengeji	lower
mengedari	around
mengecutkan	to scare
mengecilkan	shrink
mengecatnya	paint it
mengecapnya	to taste it
mengebaskannya	shake it off
mengebas	to wipe
mengayakan	enrich
mengawetkan	preserve
mengawalnya	escort him
mengaraknya	parade it
mengarak	parade
mengapuri	lime
mengantuklah	be sleepy
mengandangkannya	impound it
mengampunimu	forgive you
mengamanahkan	entrust
mengalungkannya	put it around her neck
mengalungkan	to hang around the neck
mengalirlah	flow
mengalasi	underlay
mengalas	to base
mengakhirinya	end it
mengajarnya	teach him
mengagumi	admire
mengagak	consider
mengaduh	complain
mengacaukan	mess up
menewaskan	kill
menetas	hatch
menetaknya	cut it
menetak	to cut
menerimamu	accept you
menerbitkan	publish
menerapkannya	apply it
meneranginya	light it up
menerangimu	light you up
menepatinya	fulfill it
menenunnya	weave it
menenunkan	weave
menentangnya	against it
menengok	look
menenggelamkannya	drown it
menendang	kick
menemuramah	to be humble
menempanya	forge it
menelungkupkan	invert
menelaah	to examine
menekankan	emphasize
meneka	guess
menegurnya	reprimand him
meneguk	take a sip
menegah	intermediate
menebas	to cut
mendustai	to lie
mendua	dual
mendirikannya	set it up
mendiamimu	inhabit you
mendewakan	to deify
mendesing	whizzing
mendendami	to hold a grudge
mendapatkannya	get it
mendapatinya	found it
mendap	get
mendandani	dress up
mendahulukan	prioritize
mencurangi	cheating
mencurahi	pour out
mencucukkannya	to poke it
mencucukkan	to poke
mencuar	to emerge
mencondongkannya	lean it
mencintaimu	love you
menceroboh	to break in
mencerahkan	enlighten
mencemari	pollute
mencelupnya	dip it
mencelamu	to criticize you
mencelaki	to hurt
mencekiknya	strangle him
mencekau	catch
mencekam	gripping
mencegahnya	prevent it
mencederakannya	hurt him
mencedera	to injure
mencebikkan	to pout
mencantikkan	beautify
mencampurkan	mix
mencampakkannya	dump him
mencadangkannya	back it up
mencabutnya	pull it out
mencabul	to molest
menawar	bid
menatapnya	look at him
menaranya	the tower
menanya	ask
menanggalkannya	take it off
menanggal	to remove
menanda	mark
menampungnya	accommodate it
menambahkannya	add it
menamatkannya	finish it
menakluk	conquer
menakarnya	measure it
menaikkannya	raise it
menahu	know
menahaninya	hold it
menahani	hold back
menaburinya	sprinkle it
menabahkan	add
memutar	to rotate
memusuhimu	hostile to you
memusatkan	centralize
memungkirinya	deny it
memunggah	upload
memulas	to daub
memukulkannya	hit him
memukau	stunning
memujimu	praise you
memujanya	adore him
memudahkan	make it easier
memuatkan	load
memuatinya	load it
mempunyainya	have it
mempertontonkan	to show off
mempersilakan	please allow
mempersatukan	unite
memperolehnya	get it
mempermalu	to embarrass
memperkenankannya	allow it
memperkenan	to allow
memperkatakan	to say
memperingati	commemorate
memperindah	beautify
memperhitungkan	take into account
memperdengarkan	to listen
memperdayakannya	trick him
memperdagangkannya	trade it
mempercepatkan	speed
mempercepat	speed up
memperbodohkan	to make a fool of
memperalat	exploit
mempelajarinya	learn it
mempamerkan	show off
memisahkannya	separate it
memipihkan	flatten
meminjamnya	borrow it
meminangnya	ask for her hand in marriage
meminang	propose
memimpinmu	lead you
memilihnya	choose it
memikirkannya	think about it
memihaknya	take his side
memetiknya	pick it up
memeterai	to seal
memesan	order
memerintahnya	command him
memerintahi	to command
memerhatikan	pay attention
memerdekakan	to liberate
memerciki	splatter
memerangkapnya	trap him
memerah	blushing
memendamnya	keep it to yourself
memeluknya	hug him
memeliharakan	maintain
memekiklah	scream
memekikkan	to scream
memekakkan	deafening
memegangnya	hold it
memedihkan	painful
memecahkannya	break it down
memburunya	hunt him down
membuntukan	to be stuck
membungkusnya	wrap it up
membujuknya	persuade him
membuihkan	foaming
membuih	foaming
membubuhi	to embellish
membotakkan	bald
membongkokkan	bend over
membodohkan	to make a fool of
membisingkan	noisy
membingkas	rebound
membinamu	build you up
membicarakan	talk about
membiar	let it be
membesarkannya	raise it
membersihkannya	clean it up
memberitakannya	report it
memberitahumu	tell you
memberatkan	burdensome
memberanikan	dare to
memberahikan	infatuate
member	members
membentang	stretch
membencinya	hate it
membenamkan	immerse
membelokkan	to turn
membelitnya	wrap it around
membelenggunya	tie him up
membelas	to defend
membelahnya	split it
membekukan	freeze
membeku	freeze
membekalkan	to supply
membedungi	swaddle
membayangi	overshadowing
membatu	petrified
membasahkan	to wet
membanteras	to fight back
membangkitkannya	raise it up
membalik	turn over
membaikinya	fix it
membahaginya	share it
memasaknya	cook it
memantulkan	reflect
memanggilmu	call you
memandu	guide
memandikan	bathing
memancut	to cut
memancur	gushing
memanahkan	archery
memalu	hammering
memakukan	nailing
memaksudkan	to mean
memaksakan	to force
memakmurkan	to prosper
memaki	cursing
memakamkannya	bury him
memakal	to wear
memakaikannya	put it on
memainkannya	play it
memahkotai	crown
memagari	to fence
meluruskannya	straighten it out
meluncur	slide
melunasi	pay off
melumurkannya	smear it
melumurkan	smear
meluluskan	pass
