a	and
Jošijinom	Josiah's
Jošiju	To Josiah
Josip	Joseph
Josipa	Joseph
Josipe	Joseph
Josipom	Joseph
Josipov	Joseph's
Josipova	Joseph's
Josipove	Joseph's
Josipovi	Joseph's
Josipovih	Joseph's
Josipovim	Joseph's
Josipovo	Joseph's
Josipovog	Joseph's
Josipovoj	Joseph's
Josipovom	Joseph's
Josipovu	Joseph's
Josipu	Joseph
Jošua	Joshua
Jošue	Joshua
Jošui	Joshua
Jošuin	Joshua
Jošuina	Joshua
Jošuine	Joshua's
Jošuinog	Joshua's
Jošuom	Joshua
Jošuu	Joshua
Jotam	Jotham
Jotama	Jotham
Jotamova	Jotham's
Jotamu	Jotham
Jotan	Jotan
Jotbate	Jotbath
Jotbati	Jotbat
Jotbatu	Jotbath
Jotbe	Jotbe
Jozabad	Jehozabad
Jozabada	Jehozabad
Jozabat	Jehozabat
Jozafat	Jehoshaphat
Jozafatu	Jehoshaphat
ju	her
Jubal	Jubal
jubilejska	jubilee
jubilejske	jubilee
jubilejskoj	jubilee
jubilejsku	jubilee
jučer	yesterday
jučerašnji	yesterday's
Juda	Judas
Jude	Jude
Judeja	Judea
Judejac	Judean
Judejaca	Judeans
Judejca	Judean
Judejce	Judeans
Judejcem	Judean
Judejci	Judeans
Judejcima	To the Jews
Judeje	Judea
Judeji	Judea
Judejka	Jewish woman
Judejo	Judea
Judejom	Judea
judejska	Judean
judejske	Judean
judejski	Judean
judejskih	Judean
judejskim	Judean
judejskog	Judean
judejskoga	Judean
judejskoj	Judean
judejskom	Judean
judejskome	Judean
judejsku	Judean
Judeju	Judea
Judi	Judas
Judin	Judas
Judina	Judas
Judine	Judas
Judini	Judas
Judinih	Judas
Judinim	Judas
Judino	Judas
Judinog	Judas
Judinom	Judas
Judinu	Judas
Juditu	Judith
Judo	Judo
Judom	Judah
Judu	Judas
jug	south
juga	south
jugoistoku	southeast
jugozapadni	southwest
jugozapadu	southwest
jugu	south
Jukal	Jukal
Julije	Julia
Juliju	Julia
junac	steer
junaca	bull
junače	hero
junaci	heroes
junacima	heroes
junačka	heroic
junački	heroic
junak	hero
junaka	hero
junake	heroes
junaku	hero
junaštava	heroic
junca	bull
junce	bull
juncem	with a bull
junci	bulls
juncu	bull
june	June
junica	heifer
junice	heifers
junici	heifers
junicom	heifer
junicu	heifer
Juniju	June
jure	chase
juriš	onslaught
jurišajmo	let's charge
jurišaju	they are charging
jurišali	stormed
jurišam	I am charging.
Jurišanje	Assault
jurišao	stormed
Jurišat	Assault
jurišati	charge
jurite	hurry
juriti	chase
jurne	rush
jurnjava	chasing
jurnu	rush
Jušab	Jushab
Just	Just
Justa	Justa
Juta	Jute
jutara	acres
jutarnja	morning
jutarnje	morning
jutarnjeg	morning
jutarnjem	morning
jutarnji	morning
jutarnju	morning
jutra	morning
jutrima	mornings
jutro	morning
jutrom	in the morning
Jutu	Utah
južna	southern
južne	southern
južni	south
južnim	southern
južnjak	southerner
južno	south
južnog	southern
južnoga	southern
južnoj	southern
južnom	southern
južnu	southern
južoj	south
k	k
ka	to
Kaananaca	Canaanite
Kaanancima	Canaanites
kaba	cape
Kabon	Carbon
Kabseel	Kabseel
Kabseela	Kabseela
Kabsela	Kabsela
Kabul	Kabul
Kabula	Kabul
kaca	tub
kacama	tubs
kace	tubs
kaci	to the kitchen
kači	hang
kaciga	helmet
kacigama	helmets
kacigu	helmet
kad	when
kada	when
kadar	frame
kade	bathtubs
kadeći	smoking
kađenja	incense
kađenje	incense
Kadeš	Kadesh
Kadeša	Kadesh
Kadešu	Kadesh
kadi	bath
kadile	incense sticks
kadili	incense
kadim	I smoke.
kadimo	we smoke
kadio	smoked
kadione	incense sticks
kadioni	incense
kadionica	censer
kadionice	incense burners
kadionicu	censer
kadionik	censer
kadionog	incense-footed
kadionom	incense
kadiš	you smoke
kadiše	kadisha
kadit	to smoke
kadite	smoke
kaditi	to smoke
Kadmiel	Kadmiel
Kadmielom	Cadmium
Kadmielov	Kadmiel's
Kadmielova	Kadmiel's
Kadmielovih	Kadmiel's
Kadmonce	Kadmonites
kadom	bathtub
kadra	staff
kadri	capable
Kafarnaum	Capernaum
Kafarnauma	Capernaum
Kafarnaume	Capernaum
Kafarnaumu	Capernaum
Kafora	Camphor
Kaftor	Caphtor
Kaftora	Caphtor
Kaftorce	Caphtorites
Kaftorci	Caphtorites
Kahat	Kohath
Kahata	Kahata
Kahatovi	Kohathites
Kahatovih	Kohathites
Kaifa	Caiaphas
Kaifi	Kaifi
Kaifinom	With caffeine
Kaifom	Caiaphas
Kain	Cain
Kaina	Cain
Kainovim	Cain's
kaiš	belt
kaiša	belt
kaišem	belt
kaiševe	belts
kaiševima	belts
kajao	regretted
kajati	to regret
kaje	regrets
kajem	I regret
Kajin	Cain
Kajina	Cain
Kajinova	Cain's
Kajinu	Cain
kaju	I am sorry.
kakav	what
kako	how
kakva	what kind
kakve	what kind
kakvi	what kind
kakvih	what kind
kakvim	what kind
kakvo	what kind
kakvog	what kind
kakvoga	what kind
kakvoj	what kind
kakvom	what kind
kakvu	what kind
kala	calla
Kalah	Calah
Kalaha	Kalaha
kalaj	tin
kalajem	tin
kalcedona	chalcedony
Kaldeja	Chaldea
Kaldejaca	Chaldean
Kaldejca	Chaldean
Kaldejce	Chaldeans
Kaldejci	Chaldeans
Kaldejcima	To the Chaldeans
Kaldeje	Chaldeans
kaldejska	Chaldean
kaldejske	Chaldean
kaldejskih	Chaldean
kaldejskog	Chaldean
kaldejskoga	Chaldean
kaldejskoj	Chaldean
kaldejskom	Chaldean
Kaldejskome	Chaldean
kaldejsku	Chaldean
Kaldeju	Chaldea
Kaleb	Caleb
Kaleba	Caleb
Kalebov	Caleb's
Kalebova	Caleb's
Kalebovac	Kalebovic
Kalebovi	Calebs
Kalebovog	Caleb's
Kalebu	Caleb
kalja	mud
kaljajte	tarnish
kaljate	you contaminate
kaljati	to taint
Kalkol	Calculus
Kalkola	Calculus
Kalne	Kalne
Kalno	Kalno
Kalnu	Kalnu
kalup	mold
kalupa	mold
Kamaja	Kamaja
kamatari	usurers
kamate	interest
kamatom	with interest
kamatu	interest
kameleon	chameleon
kamen	stone
kamena	stone
kamenčić	pebble
kamene	stone
kameni	rocky
kamenica	oyster
kamenicama	oysters
kamenice	oysters
kamenicom	oyster
kamenicu	oyster
kamenih	stone
kamenila	rocks
kamenim	stone
kameniš	stone wall
kamenitih	rocky
kamenito	rocky
kamenitu	rocky
kamenja	stones
kamenje	stones
kamenjem	with stones
kamenju	stones
kameno	stony
kamenolom	quarry
kamenoloma	quarry
kamenom	with stone
kamenorezaca	stonemason
kamenova	stones
kamenovali	stoned
kamenovan	stoned
kamenovani	stoned
kamenovao	stoned
kamenovaše	stoned
kamenovat	stoned
kamenovati	stone
kamenovi	stones
kamenu	stone
kamenuje	stoned
kamenujemo	we stone
kamenuješ	you are stoned
kamenujte	stone
kamenuju	they stone
kamila	camel
kamilama	camels
kamile	camels
kamilu	camel
kamo	where
Kamonu	Kamon
Kanaan	Canaan
Kanaana	Canaan
Kanaanac	Canaanite
Kanaanaca	Canaanites
Kanaanacima	Canaanites
Kanaanca	Canaanite
Kanaance	Canaanites
Kanaanci	Canaanites
Kanaancima	Canaanites
Kanaane	Canaan
Kanaanka	Canaanite
Kanaanke	Canaanite women
kanaanska	Canaanite
kanaanske	Canaanite
kanaanski	Canaanite
kanaanskih	Canaanite
kanaanskim	Canaanite
Kanaansko	Canaanite
kanaanskog	Canaanite
kanaanskoj	Canaanite
kanaansku	Canaanite
Kanaanu	Canaan
kanala	channel
kanale	channels
kanali	channels
Kananac	Canaanite
Kananaj	Canaanite
Kandake	Candace
kandžama	claws
kandže	clutches
kandži	claws
Kane	Kane
kani	intend
kanili	cannulas
kanio	wanted
kaniš	canine
kanite	you intend
Kanu	Canoe
kao	as
kap	drop
kapa	cap
Kapadokije	Cappadocia
Kapadokiji	Cappadocia
kapala	drop
kapale	capillaries
kapama	caps
kapati	drip
kapcima	eyelids
kape	hats
kapetan	captain
kapetana	captain
kapetanima	captains
kapetanu	captain
kapi	drops
kapice	caps
kapija	gate
kapijama	gates
kapije	gates
kapiji	gates
kapijo	gate
kapijom	gate
kapiju	gate
kapima	drops
kaplje	dripping
kaplji	drops
kapljice	drops
kapu	hat
Kaput	Coat
Kara	Kara
karanjem	by fucking
karavana	caravan
karavane	caravans
Kareahov	Kareah's
Kareahova	Kareah's
Kareahovu	Kareah's
Karijaca	Carians
Karijce	Carians
karikama	links
Karkai	Karkai
Karkemiš	Carchemish
Karkemiša	Carchemish
Karkoru	Karkoru
Karmel	Carmel
Karmela	Carmel
Karmeli	Carmelites
Karmelu	Carmel
karmezina	crimson
karmezinom	crimson
Karmi	Karma
Karmija	Karmia
Karmijev	Karmi's
Karmijevci	Karmievci
Karnajim	Karnaim
Karnajimu	Karnaim
Karpa	Carp
Karšena	Karsena
Karta	Map
Kartan	Card
kasarnu	barracks
Kasifja	Kasifja
Kasifji	Kasifji
Kasija	Cassia
kasijom	cassia
Kasina	Casino
Kasluhijce	Kasluhians
Kasluhijci	Kasluhians
kasni	late
kasnije	later
kasniji	later
kasnim	I am late.
kasnio	was late
kasniti	to be late
kasno	late
kasnoj	late
kasnu	late
katarke	masts
Katat	Katat
katran	tar
katrana	tar
katranom	tar
Kauda	Cauda
kavez	cage
kavezi	cages
kaza	story
kazah	I said
kazala	index
kazale	indexes
kazali	said
kazano	said
kazao	said
kazaše	they said
kazaste	theaters
Kazat	Kazat
kazati	say
kazavši	having said
kaže	says
kažem	I say
kažemo	we say
kažeš	you say
kažete	you say
kaži	say
kažite	say
kazivah	I said
kazivali	told
kazivanjima	stories
kazivanju	telling
kazivao	told
kazivaše	they were telling
kazivat	to tell
kazivati	to tell
kazna	punishment
kaznama	penalties
kazne	penalties
kazneni	criminal
kazni	punishment
kaznih	punishment
kaznim	I punish
kaznio	punished
kaznit	punished
kaznite	punish
kazniti	punish
kažnjava	punishes
kažnjavaj	punishment
kažnjavaju	they punish
kažnjavali	punished
kažnjavam	I punish
kažnjavani	punished
kažnjavanje	punishment
kažnjavao	punished
kažnjavaš	you punish
kažnjavati	penalize
kažnjen	punished
kažnjeni	punished
kaznom	by punishment
kaznu	punishment
kažu	they say
kazuje	says
kazujem	I say
kazujte	tell
kazuju	they say
kćer	daughter
kćerci	daughter
kćeri	daughters
kćerima	daughters
kćerka	daughter
kćerkama	daughters
kćerke	daughters
kćerki	daughter
kćerko	daughter
kćerkom	daughter
kćerku	daughter
kći	daughter
Kebar	Kebar
kedar	cedar
kedara	cedar
kedarska	Kedarska
kedarski	Kedar
kedarskih	kedarski
kedarskim	cedar
Kedaru	Kedar
Kedem	Kedem
Kedemot	Kedemoth
Kedeš	Kedesh
Kedeša	Kedesh
Kedma	Kedma
Kedor	Kedor
kedra	cedar
kedre	cedars
kedri	cedars
Kedrona	Kedron
kedrova	cedars
kedrove	cedars
kedrovi	cedars
kedrovih	cedar
kedrovim	cedar
kedrovina	cedar
kedrovine	cedar trees
kedrovini	cedar trees
kedrovinom	cedar wood
kedrovinu	cedar wood
kedrovo	cedar
kedrovog	cedar
kedru	cedar
Keefar	Keefar
Keenanov	Keenan's
KEF	KEF
Kefa	Kefa
Kefe	Coffee
Kefi	Coffee
Kefin	Mothball
Kefina	Coffee
Kefino	Coffee
Kefinog	Kefa's
Kefinu	Kefin
Kefira	Kefir
Kefire	Kefir
Kefo	Kefo
Kefom	By Kefam
Kefu	Kefa
Kehat	Kohath
Kehata	Kohath
Kehatov	Kohath's
Kehatova	Kohath's
Kehatovaca	Kohathite
Kehatovca	Kehatovca
Kehatovce	Kohathites
Kehatovcima	To the Kohathites
Kehatovi	Kohathites
Kehatovih	Kohathites
Kehatu	Kohath
Kehelate	Kehelat
Kehelati	Kehelati
Keila	Keila
Keile	Keile
Keili	Keili
Keilija	Keili
keilske	Keils
Keilu	Keilu
Kelaj	Kelaj
Kelaja	Kelaja
Kelal	Kelal
Kelita	Kelita
Kelu	Kela
Kelub	Chelub
Kelubaj	Kelubaj
Kelubov	Kelubov
Kemoš	Chemosh
Kemoša	Chemosh
Kemošev	Chemosh
Kemošu	Chemosh
Kemuel	Kemuel
Kemuela	Kemuel
Kemuelov	Kemuel's
Kenaana	Canaan
Kenaanin	Canaanite
Kenaanov	Canaanite
Kenaja	Kenaia
Kenan	Kenan
Kenanija	Kenaniah
Kenanov	Kenan's
Kenanu	Kenan
Kenat	Kenath
Kenaz	Kenaz
Kenaza	Kenaz
Kenazovi	Kenaz
Kenhreji	Cenchreae
Kenićana	Kenyan
Kenijac	Kenyan
Kenijaca	Kenyans
Kenijca	Kenyan
Kenijce	Kenyans
Kenijci	Kenyans
Kenijcima	Kenyans
Kenižane	Kenyans
Kenižanin	Kenyan
Kenižanina	Kenyan
Kenoš	Kenosha
Keramima	Ceramics
Keran	Keran
Kerećane	Kerecane
Kerećani	Kerecani
Kerećanima	To Kerecani
Keren	Keren
keretsku	Keret
Kerijot	Kerioth
Keriota	Kerioth
Kerosovi	Keros
kerub	cherub
keruba	cherub
kerube	cherubs
kerubima	cherubim
kerubin	cherub
kerubina	cherub
kerubine	cherubs
kerubini	cherubs
kerubinima	cherubim
kerubinovo	cherubic
kerubinskih	cherubic
Kerubu	Cherub
kesa	bag
Kesalon	Kesalon
kese	bags
Keseda	Quesada
Kesibu	Kesibu
Kesil	Kesil
Kesis	Cash
kesita	cash
kestena	chestnut
kesu	bag
Kesulot	Kesulot
Ketura	Keturah
Keture	Keturah
Keturini	Keturini
Kibrot	Kibroth
Kibsajim	Kibsaim
kičmu	spine
kida	tears
kidati	tear
Kidona	Kidona
Kidron	Kidron
kidronskim	Kidron
kidronsku	Kidron Valley
Kihanje	Sneezing
kihnu	sneeze
Kijuna	Kijuna
Kileab	Kilab
Kiljon	Kilyon
Kiljonovo	Kiljonovo
Kilot	Panties
kim	cumin
kima	nod
kime	to whom
Kimham	Kimham
Kimhama	Kimhamah
Kina	China
Kineret	Kinneret
Kinereta	Kinneret
Kineretskog	Kinneret
kip	statue
kipa	statue
Kipar	Sculptor
kiparskom	Cypriot
kipom	statue
kipova	statues
Kipra	Cyprus
kipti	to boil
kipu	statue
Kir	Cyrus
Kira	Kira
Kirenac	Cyrenaic
Kirene	Cyrene
Kirjat	Kiryat
Kirjataim	Kirjathaim
Kirjatajim	Kiriathaim
Kirjatajima	Kiriathaim
Kirjatajimu	Kiriathaim
Kirov	Kirov
Kirovog	Kirov
Kiru	Kiru
Kiš	Kis
kiša	rain
kišama	rains
kiše	rain
kiseli	sour
kiselo	sour
kiselog	sour
Kišev	Kisev
kiši	rain
kišilo	it was raining
Kisjon	Kishon
Kisleva	Kislev
kislevu	Kislev
Kislonov	Kislonov
Kišmada	Kismada
kišni	rainy
kišnim	rainy
kišno	rainy
kišnoj	rainy
kišom	by rain
Kišon	Kishon
Kišona	Kishon
Kišonu	Kishon
Kišov	Kisov
Kišova	Kišova
Kišovi	Rain
Kišovim	Rain
Kišovog	Kišov
kišu	rain
kitare	guitars
kiti	whale
Kitijci	Kites
kitile	kitties
Kitim	Kittim
Kitima	Kitim
kitiš	ornament
kitite	decorate
kititi	to decorate
Kitliš	Kitlish
kitopa	whalebone
Kitrona	Kitron
klada	log
klade	lumber
klale	slaughtered
klali	slaughtered
klanac	gorge
klanaca	ravines
klanca	gorge
klancima	gorges
klanica	slaughterhouse
klanicama	slaughterhouses
klanice	slaughterhouses
klanici	slaughterhouses
klanicu	slaughterhouse
klanja	slaughter
klanjahu	they worshipped
Klanjaj	Worship
klanjajte	bow down
klanjaju	they worship
klanjali	worshipped
klanjam	I bow.
klanjamo	we worship
klanjao	worshipped
klanjat	to worship
klanjate	you worship
klanjati	to worship
klanje	slaughter
klanju	slaughter
klao	slaughtered
klas	ear of corn
klasa	class
klasao	spikelet
klasja	ear of corn
klasje	ears of corn
klasom	class
klasova	ears of corn
klasove	ears of corn
klasovi	ears of corn
Klat	Blade
klati	slaughter
Klaudija	Claudia
Klaudije	Claudius
kleca	knocks
klecaju	they kneel
klecati	kneel
klečati	kneel
klecava	kneeling
kleče	kneels
klečite	kneel
klekne	kneel
kleknem	I kneel.
Kleknite	Kneel down.
kleknuli	kneeled
kleknuo	kneeled
kleknuti	kneel down
klela	cursed
kleli	swear
Klementom	Clement
kleo	cursed
Kleofa	Cleophas
Kleofina	Cleophine
klepeće	clattering
klepetanje	rattle
klesana	carved
klesane	carved
klesani	carved
klesanim	carved
klesanje	carving
klesanog	carved
klesara	stonemason
klesare	stonemasons
klesarima	stonemasons
klesaše	they carved
klesati	emboss
kleti	curse
kletva	curse
Kletvama	Curses
kletve	profanity
kletvi	curse
kletvom	by curse
kletvu	curse
kleveće	slanderous
kleveći	slanderous
kleveću	slander
kleveta	slander
klevetali	slandered
klevetanje	defamation
klevete	slander
klevetnice	slanderous
klevetnici	slanderers
klevetnik	slanderer
klevetnika	slanderer
klevetu	slander
klica	germ
klicajući	cheering
klicali	cheered
klicalo	cheering
klicanja	cheers
klicanje	cheer
klicanjem	cheering
klicanju	cheering
klicat	cheer
klicati	to cheer
klice	germs
kliče	shouts
kličem	I shout
kličemo	we shout
kliči	shout
kličimo	we cheer
kličite	cheer
kliču	they shout
kličući	cheering
klija	sprout
kliješta	pliers
kliještima	pliers
kliknu	click
klimaju	nod
klimao	nodded
klimava	shaky
klimavu	shaky
klin	wedge
klina	wedge
klinova	wedges
klinove	wedges
Klinovi	Wedges
klinovima	wedges
klisure	gorges
klisuri	gorges
klizavu	slippery
klizi	slides
kljast	sharp
kljaste	claws
kljasti	lame
ključ	key
ključa	key
Ključaj	Boil
ključaju	they are boiling
ključale	boiling
ključem	with a key
ključeve	keys
kljunu	beak
Klojini	Klojin
klone	clone
kloni	stay away
klonio	stayed away
klonite	stay away
kloniti	stay away
klonu	clone
klonula	fainted
klonule	languid
klonuli	fainted
klonulost	languor
klonuo	fainted
klonuše	they sagged
klonut	depressed
klonuti	droop
klopki	traps
klupe	benches
klupka	ball
kneginje	princesses
knez	prince
kneza	prince
kneže	prince
Knežev	Prince's
kneževa	princes
kneževe	princes
kneževi	princes
kneževina	principality
kneževinama	principalities
Kneževska	Princely
knezom	prince
knezova	princes
knezove	princes
knezovi	princes
knezovima	princes
knezu	prince
Knida	Cnidus
knjiga	book
knjigama	books
knjige	books
knjigu	book
knjizi	book
ko	who
Koance	Koance
kob	fate
kobilama	mares
koči	brake
kočija	carriage
kočijama	carriages
kočijaše	coachmen
kočije	carriages
kočiji	coachman
kočijom	by carriage
kočiju	carriage
kocka	cube
kocke	dice
kockom	dice
kocku	cube
kod	code
Koe	Who
KOF	KOF
kog	which
koga	whom
Kohatova	Kohat's
Kohatovaca	Kohatovci
Kohatovce	Kohatovci
Kohatovci	Kohatovci
Kohatove	Kohat's
Kohatovi	Kohats
Kohatovih	Kohathites
Kohatovim	Kohath's
Kohatovo	Kohatovo
koja	who
koje	which
kojeg	which
kojega	whose
kojekakva	any kind
kojekakvim	any kind
kojem	to which
kojemu	to whom
koji	who
kojih	which
kojim	by which
kojima	to whom
kojoj	to which
kojom	with which
koju	which
Kol	Number
kola	car
kolac	stake
kolač	stake
kolača	cake
kolače	cakes
kolači	pastries
kolačić	cookie
kolačića	cookies
kolačiće	cookies
kolačići	cookies
kolačima	cakes
Kolaje	Kolaje
Kolajinu	Kolajin
kolce	stakes
kolčeve	stakes
kolci	stakes
kolčić	stake
kolcima	stakes
kolebaju	they waver
koliba	hut
kolibama	huts
kolibe	huts
kolibicu	hut
kolibu	hut
količine	quantities
količini	quantity
količinu	quantity
kolika	how much
koliki	how many
kolikim	how much
koliko	how much
koliku	how much
kolima	by car
kolje	slaughter
koljena	knees
koljenima	knees
koljeno	knee
koljenu	knee
koljete	you are crying
kolji	stab
Koljite	Kill
kolju	slaughter
koloniju	colony
Kolosu	Colossus
kolovođa	ringleader
kolskih	car
kolskim	by car
kolu	cola
kom	who
komad	piece
komada	pieces
komadate	pieces
komadati	mangle
komade	pieces
komadi	pieces
komadić	piece
komadića	pieces
komadiće	pieces
komadom	piece by piece
komadu	piece
komaraca	mosquitoes
komarca	mosquito
kome	whom
komešaju	they are stirring
komešanje	commotion
komešao	stirred
komori	chambers
komornika	camerlegno
komšija	neighbor
komšijama	neighbors
komšije	neighbors
komšiji	neighbors
komšijom	neighbor
komšinica	neighbor
komšinice	neighbors
konac	thread
konaca	thread
konači	stay
konačne	final
Konačni	Final
konačno	finally
Konanija	Konaniya
konca	thread
konci	threads
koncima	threads
koncu	finally
Konija	Konya
konj	horse
konja	horse
konjanici	horsemen
konjanicima	horsemen
konjaničkim	equestrian
konjanik	horseman
konjanika	cavalry
konjanike	horsemen
konje	horses
konji	horses
konjica	cavalry
konjice	cavalry
konjico	horse
konjicom	cavalry
konjicu	cavalry
konjima	horses
Konjske	Horses
Konjskih	Horses
konjsku	horse
konju	horse
konjušnica	stable
konopac	rope
konopce	ropes
konopcem	with a rope
konopci	ropes
konopcima	ropes
konopi	ropes
kopa	dig
kopale	dug
kopalja	spear
kopam	I am digging.
kopao	dug
kopar	dill
kopati	dig
kopca	buckle
kopčama	buckles
kopče	buckles
kopči	buckles
kopiladi	bastards
kopita	hooves
Kopite	Hooves
Kopitom	With a hoof
koplja	spears
koplje	spear
kopljem	with a spear
kopljima	spears
kopna	land
kopno	land
kopnom	by land
kopnu	land
kopra	dill
koprcala	wriggled
koprcaš	you wriggle
koprena	veil
koprene	veils
koprenom	with a veil
koprenu	veil
kopriva	nettle
koprive	nettles
kor	choir
kora	bark
korača	walks
koračaj	step
koračajte	walk
koračaju	they walk
koračajući	walking
koračali	walked
koračam	I am walking.
koračao	walked
koračaš	you walk
Koračat	To walk
koračate	you are walking
koračati	stride
koraci	steps
koracima	steps
koračiti	to walk
Korah	Korah
Koraha	Korah
Korahom	Korah
Korahov	Korah
Korahova	Korah's
Korahovaca	Korahovac
Korahovca	Korahovac
Korahovci	Korahovci
Korahovi	Korahs
Korahovih	Korah's
Korahovoj	Korah's
Korahovom	Korah's
Korahu	Korah
korak	step
koraka	steps
korake	steps
koraku	step
Koralj	Coral
koralja	coral
koralje	corals
Koratova	Korat's
kore	bark
Korea	Korea
Korehima	Korahim
kori	bark
korica	crust
koricama	cover
korice	cover
korijandrovo	coriander
korijen	root
korijena	roots
korijene	roots
korijenje	roots
korijenjem	by roots
korijenom	by root
korili	they fought
korim	I am rebuking.
Korinćani	Corinthians
Korint	Corinth
Korintu	Corinth
korio	reprimand
koriš	you use
korisna	useful
korisne	useful
korisnim	useful
korisno	useful
korisnome	useful
korist	benefit
koristan	useful
koriste	use
koristeći	using
koristi	benefits
koristila	used
koristili	used
koristilo	used
koristio	used
koristiše	used
koristit	to use
koristiti	use
koristoljublja	selfishness
korita	troughs
koriti	to scold
korito	bed
kormilar	helmsman
kormilara	helmsman
kormilari	helmsmen
kormilaru	to the helmsman
kormilima	rudders
kormilo	rudder
Kornelije	Cornelius
Kornelijevi	Cornelius
Kornelijevoj	Cornelius
korov	weeds
korovom	weeds
korpa	basket
korpe	baskets
korpi	basket
korpica	punnet
korpice	baskets
korpicu	basket
korpom	with a basket
korpu	basket
kos	basket
kosa	hair
kosač	billhook
Kosamov	Kosamov
košara	basket
košare	baskets
košari	basket
košarice	baskets
košaru	basket
kose	hair
kosi	oblique
kosidbe	mowing
kosom	with hair
kost	bone
košta	costs
koštala	cost
koštali	cost
koštati	cost
kosti	bones
kostiju	bones
kostima	costumes
kostrijet	sackcloth
kostrijeti	sackcloth
kostrijetima	sackcloth
kosu	hair
košulja	shirt
košuljama	shirts
košulje	shirts
košuljicu	shirt
košulju	shirt
košuta	hind
košute	hinds
košutinih	hinds'
kotači	wheels
kotla	boiler
kotlić	kettle
kotlića	kettle
kotliće	kettles
kotlićima	kettles
kotliću	kettle
kotlini	valleys
kotlinu	valley
kotlovi	boilers
kotlu	boiler
kotrljao	rolled
kovač	blacksmith
kovača	blacksmith
kovači	blacksmiths
kovačima	blacksmiths
kovane	forged
kovano	forged
kovanog	forged
kovčeg	chest
Kovčega	Ark
Kovčegom	With a coffin
kovčegu	coffin
kovitla	whirlpool
Kovitlac	Whirlpool
kovitlaju	swirl
kovrdžava	curly
kovrdže	curls
koza	skin
koža	skin
kozama	goats
kožama	skins
kožara	tannery
Kozbi	Cosby
koze	goats
kože	skin
Kozebe	Kozebe
koži	skin
kožica	foreskin
kožice	smallpox
kožicu	foreskin
kozije	goats
kozijeg	goat's
kozijih	goat's
kozijim	goat's
kozile	goats
kozjih	goats
kozliće	kid
kožni	leather
kožnim	leather
kozom	goat
kožom	with skin
kozu	goat
kožu	skin
kraći	shorter
krađa	theft
krade	steals
krađe	thefts
kradeš	you steal
kradete	you steal
kradi	steal
krađi	theft
kradljivac	thief
krađom	by theft
kradu	they steal
kraj	end
kraja	end
krajem	at the end
krajeva	ends
krajeve	regions
krajevi	ends
krajevima	the ends
krajnja	extreme
krajnje	extremely
krajnjeg	final
krajnjem	ultimately
krajnji	uttermost
krajnju	the last
kraju	end
krali	stole
kralj	king
kralja	king
kraljem	king
kraljev	king's
kraljeva	kings
kraljevali	reigned
kraljevana	royal
kraljevanja	reigns
kraljevanje	kingship
kraljevanju	kingship
kraljevao	reigned
kraljevati	to reign
kraljeve	kings
kraljevi	kings
kraljeviću	prince
kraljevih	royal
kraljevim	royal
kraljevima	kings
kraljevina	kingdom
kraljevo	king's
kraljevog	king's
kraljevoj	the king's
kraljevom	king's
kraljevska	royal
kraljevske	royal
kraljevski	royal
kraljevskih	royal
kraljevskim	royal
kraljevsko	royal
kraljevskog	royal
kraljevskoj	royal
kraljevskom	royal
kraljevsku	royal
kraljevstava	kingdoms
kraljevstva	kingdoms
kraljevstvima	kingdoms
kraljevstvo	kingdom
kraljevstvom	kingdom
kraljevstvu	kingdom
kraljevu	the king's
kraljica	queen
kraljice	queens
kraljici	to the queen
kraljicom	queen
kralju	to the king
kraljuje	reigns
kraljujem	I reign.
kraljuju	reign
krao	stole
Krasan	Beautiful
krasi	adorns
krasio	adorned
krasna	beautiful
krasne	beautiful
krasnih	beautiful
krasno	wonderful
krasota	beauty
krasoti	beauty
krasotu	beauty
krastama	scabs
krastav	scabby
krastava	cucumber
krastavaca	cucumbers
krastavce	cucumbers
krastavu	scabby
kraste	scabs
krasti	steal
krate	short
krati	shorten
kratiti	to shorten
kratka	short
kratke	short
kratki	short
kratko	briefly
kratkovidan	nearsighted
kratku	short
krava	cow
krave	cows
kravicu	cow
kravljeg	cow's milk
kravlju	cowshed
kravu	cow
krčag	jug
krčaga	jug
krčagom	jug
krcate	crowded
krče	they are clearing
krčevini	clearing
krčiš	you are digging
krčite	clear
krda	herd
krdima	herds
krdo	herd
kreč	lime
kreće	moving
kreče	moving
Krećem	I'm leaving.
krećemo	we are leaving
krećeš	you are leaving
krećete	you are leaving
krečili	whitewashed
krečnjak	limestone
krečom	lime
kreću	they are moving
kremen	flint
kremene	flints
