flds,sfld
"愛看電視的人都是小孩子嗎？<br><br>爱看电视的人都是小孩子吗？ài kàn diàn shì de rén dōu shì xiǎo hái zi ma<br><br>Are those who love to watch TV all small children?","愛看電視的人都是小孩子嗎？爱看电视的人都是小孩子吗？"
"會說中文的人不一定會教中文。<br><br>会说中文的人不一定会教中文。huì shuō zhōng wén de rén bù yī dìng huì jiào zhōng wén<br><br>People who can speak Chinese can't necessarily teach Chinese.","會說中文的人不一定會教中文。会说中文的人不一定会教中文。"
"喜歡這個牌子的人，大部分都是年輕人。<br><br>喜欢这个牌子的人，大部分都是年轻人。xǐ huan zhè ge pái zi de rén dà bù fèn dōu shì nián qīng rén<br><br>The people who like this brand are mostly young.","喜歡這個牌子的人，大部分都是年輕人。喜欢这个牌子的人，大部分都是年轻人。"
"他說的話我不懂。<br><br>他说的话我不懂。tā shuō de huà wǒ bù dǒng<br><br>I don't understand what he said.","他說的話我不懂。他说的话我不懂。"
"你姐姐穿的衣服很時髦。<br><br>你姐姐穿的衣服很时髦。nǐ jie jie chuān de yī fú hěn shí máo<br><br>The clothes your sister is wearing are very fashionable.","你姐姐穿的衣服很時髦。你姐姐穿的衣服很时髦。"
"你今天買的青菜很新鮮。<br><br>你今天买的青菜很新鲜。nǐ jīn tiān mǎi de qīng cài hěn xīn xiān<br><br>The vegetables you bought today are very fresh.","你今天買的青菜很新鮮。你今天买的青菜很新鲜。"
"陳老闆賣的橘子都很甜。<br><br>陈老板卖的橘子都很甜。chén lǎo bǎn mài de júzi dōu hěn tián<br><br>The oranges that Mr. Chen sells are all very sweet.","陳老闆賣的橘子都很甜。陈老板卖的橘子都很甜。"
"你認識的中國字真不少。<br><br>你认识的中国字真不少。nǐ rèn shi de zhōng guó zì zhēn bù shǎo<br><br>You really know quite a few Chinese characters.","你認識的中國字真不少。你认识的中国字真不少。"
"説話的那個人是李先生。<br><br>说话的那个人是李先生。shuō huà dì nà ge rén shì li xiān shēng<br><br>That person talking is Mr. Li.","説話的那個人是李先生。说话的那个人是李先生。"
"戴眼鏡的那個人是我的老師。<br><br>戴眼镜的那个人是我的老师。dài yǎn jìng dì nà ge rén shì wǒ de lǎo shī<br><br>That person wearing glasses is my teacher.","戴眼鏡的那個人是我的老師。戴眼镜的那个人是我的老师。"
"跳舞的那個男孩是我兒子。<br><br>跳舞的那个男孩是我儿子。tiào wǔ dì nà ge nán hái shì wǒ ér zi<br><br>That dancing boy is my son.","跳舞的那個男孩是我兒子。跳舞的那个男孩是我儿子。"
"戴帽子的那兩位老太太會說法文。<br><br>戴帽子的那两位老太太会说法文。dài mào zi dì nà liǎng wèi lǎo tài tai huì shuō fǎ wén<br><br>Those two old ladies wearing hats can speak French.","戴帽子的那兩位老太太會說法文。戴帽子的那两位老太太会说法文。"
"穿紅衣服的那個人是我太太。<br><br>穿红衣服的那个人是我太太。chuān hóng yī fú dì nà ge rén shì wǒ tài tai<br><br>That person wearing red clothes is my wife.","穿紅衣服的那個人是我太太。穿红衣服的那个人是我太太。"
"教書法的那位老師，也教畫畫。<br><br>教书法的那位老师，也教画画。jiāo shū fǎ dì nà wèi lǎo shī yě jiào huà huà<br><br>That teacher teaching calligraphy also teaches painting.","教書法的那位老師，也教畫畫。教书法的那位老师，也教画画。"
"喝酒的那兩位老先生，很愛唱歌。<br><br>喝酒的那两位老先生，很爱唱歌。hē jiǔ dì nà liǎng wèi lǎo xiān shēng hěn ài chàng gē<br><br>Those two old men drinking liquor really love to sing.","喝酒的那兩位老先生，很愛唱歌。喝酒的那两位老先生，很爱唱歌。"
"他說的那句話我不懂。<br><br>他说的那句话我不懂。tā shuō dì nà jù huà wǒ bù dǒng<br><br>I don't understand the sentence he said.","他說的那句話我不懂。他说的那句话我不懂。"
"我的朋友，大部分都是教書的。<br><br>我的朋友，大部分都是教书的。wǒ de péng yǒu dà bù fèn dōu shì jiāo shū de<br><br>Of my friends, most of them teach.","我的朋友，大部分都是教書的。我的朋友，大部分都是教书的。"
"我認識一位賣電腦的，他賣的電腦都是舊的。<br><br>我认识一位卖电脑的，他卖的电脑都是旧的。wǒ rèn shí yī wèi mài diàn nǎo de tā mài de diàn nǎo dōu shì jiù de<br><br>I know someone who sells computers, all the computers he sells are old.","我認識一位賣電腦的，他賣的電腦都是舊的。我认识一位卖电脑的，他卖的电脑都是旧的。"
"李先生的哥哥是開車的。<br><br>李先生的哥哥是开车的。li xiān shēng dí gē ge shì kāi chē de<br><br>Mr. Li's older brother is a driver.","李先生的哥哥是開車的。李先生的哥哥是开车的。"
"那位先生很會説話，好像是做生意的。<br><br>那位先生很会说话，好像是做生意的。nà wèi xiān shēng hěn huì shuō huà hǎo xiàng shì zuò shēng yì de<br><br>That gentleman really knows how to talk, he seems to mean business.","那位先生很會説話，好像是做生意的。那位先生很会说话，好像是做生意的。"
"我又餓又累。<br><br>我又饿又累。wǒ yòu è yòu lèi<br><br>I'm hungry and tired.","我又餓又累。我又饿又累。"
"他又會說英文又會說日文。<br><br>他又会说英文又会说日文。tā yòu huì shuō yīng wén yòu huì shuō rì wén<br><br>He can speak both English and Japanese.","他又會說英文又會說日文。他又会说英文又会说日文。"
"這件衣服又好看又便宜。<br><br>这件衣服又好看又便宜。zhè jiàn yī fú yòu hǎo kàn yòu pián yi<br><br>These clothes are both good looking and cheap.","這件衣服又好看又便宜。这件衣服又好看又便宜。"
"這個餐館的東西又貴又不好吃。<br><br>这个餐馆的东西又贵又不好吃。zhè ge cān guǎn de dōng xi yòu guì yòu bù hào chī<br><br>The food in this restaurant is both expensive and bad.","這個餐館的東西又貴又不好吃。这个餐馆的东西又贵又不好吃。"
"我又想買衣服又想買帽子，可是我的錢不夠。<br><br>我又想买衣服又想买帽子，可是我的钱不够。wǒ yòu xiǎng mǎi yī fú yòu xiǎng mǎi mào zi kě shì wǒ de qián bù gòu<br><br>I want to buy both clothes and a hat, but I don't have enough money.","我又想買衣服又想買帽子，可是我的錢不夠。我又想买衣服又想买帽子，可是我的钱不够。"
"我又愛吃法國飯又愛吃韓國飯，可是我都不會做。<br><br>我又爱吃法国饭又爱吃韩国饭，可是我都不会做。wǒ yòu ài chī fà guó fàn yòu ài chī hán guó fàn kě shì wǒ dū bù huì zuò<br><br>I love to eat both French food and Korean food, but I can't cook either.","我又愛吃法國飯又愛吃韓國飯，可是我都不會做。我又爱吃法国饭又爱吃韩国饭，可是我都不会做。"
"我覺得這件花的好看，你覺得呢？<br><br>我觉得这件花的好看，你觉得呢？wǒ jué de zhè jiàn huā de hǎo kàn, nǐ jué de ne<br><br>I think this colorful one (clothing) looks good, what do you think?","我覺得這件花的好看，你覺得呢？我觉得这件花的好看，你觉得呢？"
"法國菜好吃，法國酒呢？<br><br>法国菜好吃，法国酒呢？fà guó cài hào chī fà guó jiǔ ne<br><br>French food is very good, but how about French wine?","法國菜好吃，法國酒呢？法国菜好吃，法国酒呢？"
"我喜歡時髦的東西，你呢？<br><br>我喜欢时髦的东西，你呢？wǒ xǐ huan shí máo de dōng xi nǐ ne<br><br>I like stylish things, how about you?","我喜歡時髦的東西，你呢？我喜欢时髦的东西，你呢？"
"戴眼鏡的那個人是你爸爸，戴帽子的那位呢？<br><br>戴眼镜的那个人是你爸爸，戴帽子的那位呢？dài yǎn jìng dì nà ge rén shì nǐ bà ba dài mào zi de nà wèi ne<br><br>That person wearing glasses is your father, but how about that person wearing a hat?","戴眼鏡的那個人是你爸爸，戴帽子的那位呢？戴眼镜的那个人是你爸爸，戴帽子的那位呢？"
"你爲什麽不喜歡吃蘋果呢？<br><br>你为什么不喜欢吃苹果呢？nǐ wèi shé me bù xǐ huan chī píng guǒ ne<br><br>Why don't you like to eat apples?","你爲什麽不喜歡吃蘋果呢？你为什么不喜欢吃苹果呢？"
"這個牌子的電腦爲什麽這麽貴呢？<br><br>这个牌子的电脑为什么这么贵呢？zhè ge pái zi de diàn nǎo wèi shé me zhè me guì ne<br><br>Why is this brand of computer so expensive?","這個牌子的電腦爲什麽這麽貴呢？这个牌子的电脑为什么这么贵呢？"
"我弟弟在練習寫中國字呢！<br><br>我弟弟在练习写中国字呢！wǒ dì di zài liàn xí xiě zhōng guó zì ne<br><br>My little brother is practicing writing Chinese characters!","我弟弟在練習寫中國字呢！我弟弟在练习写中国字呢！"
"誰在抽菸？好像是你爸爸在抽菸呢！<br><br>谁在抽烟？好像是你爸爸在抽烟呢！shuí zài chōu yān hǎo xiàng shì nǐ bà ba zài chōu yān ne<br><br>Who is that smoking a cigarette? It really looks like your father smoking!","誰在抽菸？好像是你爸爸在抽菸呢！谁在抽烟？好像是你爸爸在抽烟呢！"
"他在看什麽節目？<br><br>他在看什么节目？tā zài kàn shén me jié mù<br><br>What TV program is he watching?","他在看什麽節目？他在看什么节目？"
"你認識的中國朋友多不多？你認識的中國朋友大部分是男的還是女的？<br><br>你认识的中国朋友多不多？你认识的中国朋友大部分是男的还是女的？nǐ rèn shi de zhōng guó péng yǒu duō bù duō nǐ rèn shi de zhōng guó péng yǒu dà bù fèn shì nán de hái shì nǚ de<br><br>Do you have a lot of Chinese friends?  Are you Chiense friends mostly guys or girls?","你認識的中國朋友多不多？你認識的中國朋友大部分是男的還是女的？你认识的中国朋友多不多？你认识的中国朋友大部分是男的还是女的？"
"如果你是老闆，你比較喜歡會做事的年輕人還是聰明的年輕人？<br><br>如果你是老板，你比较喜欢会做事的年轻人还是聪明的年轻人？rú guǒ nǐ shì lǎo bǎn nǐ bǐ jiào xǐ huan huì zuò shì de nián qīng rén hái shì cōng míng de nián qīng rén<br><br>If you were a business owner, would you prefer diligent young people or smart young people?","如果你是老闆，你比較喜歡會做事的年輕人還是聰明的年輕人？如果你是老板，你比较喜欢会做事的年轻人还是聪明的年轻人？"
"他已經到家了。<br><br>他已经到家了。tā yǐ jīng dào jiā le<br><br>He has arrived home already.","他已經到家了。他已经到家了。"
"我到學校去。<br><br>我到学校去。wǒ dào xué xiào qù<br><br>I am going to school.","我到學校去。我到学校去。"
"張太太到美國去了。<br><br>张太太到美国去了。zhāng tài tai dào měi guó qù le<br><br>Mrs. Zhang went to America.","張太太到美國去了。张太太到美国去了。"
"小孩子都很喜歡玩。<br><br>小孩子都很喜欢玩。xiǎo hái zi dōu hěn xǐ huan wán<br><br>Little children all like to play.","小孩子都很喜歡玩。小孩子都很喜欢玩。"
"我不要跟他一塊去日本。<br><br>我不要跟他一块去日本。wǒ bù yào gēn tā yī kuài qù rì běn<br><br>I don't want to go to Japan with him.","我不要跟他一塊去日本。我不要跟他一块去日本。"
"你的名字真麽寫？<br><br>你的名字真么写？nǐ de míng zì zhēn me xiě<br><br>How do you write your name?","你的名字真麽寫？你的名字真么写？"
"我爸爸是坐飛機到法國去的。<br><br>我爸爸是坐飞机到法国去的。wǒ bà ba shì zuò fēi jī dào fà guó qù de<br><br>My father with to France by airplane.","我爸爸是坐飛機到法國去的。我爸爸是坐飞机到法国去的。"
"他說坐飛機很有意思。<br><br>他说坐飞机很有意思。tā shuō zuò fēi jī hěn yǒu yì si<br><br>He said flying is very interesting.","他說坐飛機很有意思。他说坐飞机很有意思。"
"電影票一張多少錢？<br><br>电影票一张多少钱？diàn yǐng piào yī zhāng duō shǎo qián<br><br>How much is a movie ticket?","電影票一張多少錢？电影票一张多少钱？"
