მოკითხვა	Greetings	mokit`xva
დასაჯა	Punish	dasaja
სამკურნალო	Healing	samkurnalo
მეფისწული	Prince	mep`isculi
სასახლეს	The palace	sasaxles
ზედამხედველობდა	Supervised	zedamxedvelobda
კაბალ	Cabal	kabal
ყამმა	Kama	qamma
ზაექარიაჰუს	Zechariah	zaek`ariahus
ყუზიას	Uzziah	quzias
მენახემ	I saw you.	menaxem
თირცადან	From Tirzah	t`irc`adan
აჯანყების	Rebellion	ajanqebis
მენახემის	I saw you.	menaxemis
მენახემმა	Menachem	menaxemma
თიფსახი	Tiphsakhi	t`ip`saxi
გააღეს	They opened it.	gaag'es
გააპო	I'm tired.	gaapo
ორსული	Pregnant	orsuli
აშურელთა	Assyrians	ashurelt`a
ფული	Money	p`uli
ფულს	money	p`uls
შემწეობის	Allowance	shemceobis
სჭეროდა	It was a trap.	scheroda
ისრაელიანთ	Israelis	israeliant`
შეძლებულ	Wealthy	shez'lebul
მისაცემად	To give	misac`emad
გაჩერებულა	Stopped.	gach`erebula
ფეკახია	Pekahiah	p`ekaxia
ფეკახიას	Pekahiah	p`ekaxias
ფეკახის	Pekah	p`ekaxis
ფეკახი	Pekah	p`ekaxi
კარისკაცი	Doorman	kariskac`i
არგობსა	Argobba	argobsa
არიესთან	With Aries	ariest`an
გილყადელი	Gilgal	gilqadeli
გაუკეთებია	Has done it?	gauket`ebia
ორმოცდამეთორმეტე	Fifty-second	ormoc`damet`ormete
ესრაელი	Israeli	esraeli
ფილესერი	Filetser	p`ileseri
იანოახი	Yanoach	ianoaxi
ხაცორი	Hazor	xac`ori
გალილეა	Galilee	galilea
აშურში	In Assyria	ashurshi
იოთამ	Jotham	iot`am
შეუჩინა	He appeared.	sheuch`ina
რეცინი	Resin	rec`ini
შვილიც	My son too	shvilic`
გაატარა	spent	gaatara
წინაააღმდეგ	Opposite	cinaaag'mdeg
მოიმწყვდიეს	They got tired.	moimcqvdies
სძლიეს	They overcame	sz'lies
რეცინმა	Resin	rec`inma
ელათიდან	From Elath	elat`idan
ელათში	In Elath	elat`shi
ფილესერს	Fillesser	p`ilesers
მიხსენი	Save me.	mixseni
კირაში	Kira	kirashi
ნახატი	Painting	naxati
ნაგებობის	Building	nagebobis
დამასკოდან	From Damascus	damaskodan
დაბრუნებამდე	Before returning	dabrunebamde
იხილა	Saw	ixila
მიეახლა	Come closer.	mieaxla
საღვრელი	Pouring	sag'vreli
ასხურა	Ashur	asxura
გადაანაცვლა	Replace	gadaanac`vla
სამსხვერპლოსა	Of the altar	samsxverplosa
ადგილიდან	From the place	adgilidan
დაწვი	Burn it.	dacvi
საღამოს	In the evening	sag'amos
ასხურე	Sprinkle	asxure
მისახედი	Look at me.	misaxedi
მოახლიჩა	Maiden	moaxlich`a
კვარცხლბეკებს	Pedestals	kvarc`xlbekebs
მოხსნა	Removal	moxsna
ჩამოიღო	Take it down.	ch`amoig'o
ხარებიდან	From the bulls	xarebidan
რომლებზეც	on which	romlebzec`
საშაბათო	Saturday	sashabat`o
ტალანი	Treasure	talani
გარეთა	Outside	garet`a
ტაძრისკენ	To the temple	taz'risken
ჰოშეაყის	Hosea's	hosheaqis
შალმანესერი	Shalmaneser	shalmaneseri
ჰოშეაყი	Hosea	hosheaqi
უხდიდა	He was paying.	uxdida
ხარკს	Tribute	xarks
შეამჩნია	Noticed	sheamch`nia
ჰოშეაყში	In Hosea	hosheaqshi
სოს	Sauce	sos
დაატუსაღა	He was arrested.	daatusag'a
ჩასვა	Insert	ch`asva
ხაბორთან	Near Khabori	xabort`an
გოზანის	Gozan	gozanis
მდინარესთან	By the river	mdinarest`an
მიდიელთა	Medes	midielt`a
დაასახლა	Settled	daasaxla
გამოიხსნა	Rescued	gamoixsna
აჰყვნენ	They followed.	ahqvnen
ჩვეულებებს	customs	ch`veulebebs
ისრაელთაგან	From the Israelites	israelt`agan
უჯეროდ	Unbelievable	ujerod
გოდოლიდან	From the tower	godolidan
დაიდგეს	To stand	daidges
გააკეთებთო	You will do it.	gaaket`ebt`o
აფრთხილებდა	He was warning.	ap`rt`xilebda
წინასწარმეტყველისა	Prophet's	cinascarmetqvelisa
მისანის	Missani	misanis
შთავაგონე	Inspire	sht`avagone
შემოგითვალეთ	We counted you in.	shemogit`valet`
გაჯიუტდნენ	They became stubborn.	gajiutdnen
მამებივით	Like fathers	mamebivit`
გაფრთხილებები	Warnings	gap`rt`xilebebi
ამაოებას	Vanity	amaoebas
ამაონი	Amano	amaoni
წახედეს	They looked away.	caxedes
მეზობელ	Neighbor	mezobel
ჩამოასხეს	They poured it down.	ch`amoasxes
ხბოს	Calf	xbos
გამოსახულება	Image	gamosaxuleba
ვარსკვლავებს	To the stars	varskvlavebs
ქალიშვილებს	Daughters	k`alishvilebs
მკითხაობდნენ	They were asking me questions.	mkit`xaobdnen
ჯადოქრობდნენ	They were practicing magic.	jadok`robdnen
ერიდებოდნენ	They avoided	eridebodnen
ტომიღა	Tom is a tribe.	tomig'a
შეიძულა	He hated it.	sheiz'ula
მოდრიკა	Modrica	modrika
მძარცველებს	Robbers	mz'arc`velebs
მოწყდა	It broke.	mocqda
ჩამოაშორა	Removed	ch`amoashora
ისრელის	Israeli	isrelis
განირიდა	It has separated.	ganirida
გადასახლებულია	Exiled	gadasaxlebulia
ახალმოსულთა	Newcomers	axalmosult`a
ჩასახლება	Settlement	ch`asaxleba
ბაბილონიდან	From Babylon	babilonidan
ქუთადან	From Kuta	k`ut`adan
ყავადან	From coffee	qavadan
სეფარვაიმიდან	From Sepharvaim	sep`arvaimidan
დაიმკვიდრეს	They settled down.	daimkvidres
ცხოვრების	Life	c`xovrebis
უსევდა	Sadness	usevda
ლომებს	Lions	lomebs
მუსრს	To the moon	musrs
ავლებდნენ	They were walking	avlebdnen
აჰყარე	Take it away.	ahqare
ჩაასახლე	Settle in	ch`aasaxle
ავლებენ	They will take	avleben
გადმოსახლებულთაგან	From the displaced	gadmosaxlebult`agan
მღვდელთაგანი	Of the priests	mg'vdelt`agani
გადასახლებული	Exiled	gadasaxlebuli
დაემკვიდრა	Established	daemkvidra
ასწავლიდა	He taught.	ascavlida
შინებოდათ	They were sleeping.	shinebodat`
სამარიელებს	Samaritans	samarielebs
ბაბილონელებმა	The Babylonians	babilonelebma
სუქოთ	With fat	suk`ot`
ბენოთი	Benoit	benot`i
ქუთელებმა	The Kuteli people	k`ut`elebma
ნერგალი	Nergal	nergali
ხამათელებმა	The Hamathites	xamat`elebma
აშიმა	Ashima	ashima
ყაველებმა	The coffee makers	qavelebma
ნიბხაზი	Nibhazi	nibxazi
თართაკი	Tartak	t`art`aki
სეფარვიმელნი	Sepharvimelen	sep`arvimelni
წვავდნენ	They were burning.	cvavdnen
ადრამელექისთვის	For Adrammelech	adramelek`ist`vis
ყანამელექისათვის	For the rain	qanamelek`isat`vis
სეფარიმის	Sepharim	sep`arimis
უფლისაც	The Lord too	up`lisac`
მსახურობდნენ	They served	msaxurobdnen
ღმერთებსაც	Even the gods	g'mert`ebsac`
რომელთაგანაც	of which	romelt`aganac`
გადმოასახლეს	They were evicted.	gadmoasaxles
დღევანდლამდე	Until today	dg'evandlamde
ჩვეულების	Customary	ch`veulebis
ეშინიათ	They are afraid.	eshiniat`
მისდევენ	They are following him.	misdeven
რჯულსა	Law	rjulsa
ამცნო	I have declared.	amc`no
ღმერთებისა	Of the gods	g'mert`ebisa
შესწირავთ	You will sacrifice.	shesciravt`
მარტოოდენ	Alone	martooden
ძალითა	By force	z'alit`a
გაწვდილი	Stretched	gacvdili
მკლავით	With the arm	mklavit`
გამოგიყვანათ	They took you out.	gamogiqvanat`
სცემდეთ	Beat them.	sc`emdet`
სწირავდეთ	Sacrifice	sciravdet`
მუდამდღე	Always	mudamdg'e
იცავდეთ	Protect yourself.	ic`avdet`
დაგიწესათ	You have been assigned	dagicesat`
დაივიწყებთ	You will forget.	daivicqebt`
დაგიდევით	I will follow you.	dagidevit`
ესავდეთ	In between	esavdet`
წინანდელ	Previous	cinandel
ჩვეულებას	custom	ch`veulebas
კერპებსაც	Even idols	kerpebsac`
ხიზკიას	Hezekiah	xizkias
აბი	Pill	abi
გააუქმა	Canceled	gaauk`ma
დაამტვრია	Broke it	daamtvria
გველი	Snake	gveli
ნეხუშთანს	Nekhushtan	nexusht`ans
უწოდებდნენ	They called	ucodebdnen
ესავდა	It was	esavda
განდგომია	Apostasy	gandgomia
წავიდოდა	would go	cavidoda
გოდლიდან	From Godley	godlidan
ხიზკიაჰუს	Hezekiah	xizkiahus
სამარიაზე	On Samaria	samariaze
ხაბორზე	On the river	xaborze
მდინარეზე	On the river	mdinareze
მიდიის	Mussels	midiis
დაარღვიეს	They broke it.	daarg'vies
ისმენდნენ	They were listening.	ismendnen
შემოჭრა	Invasion	shemochra
შეუტია	Attacked	sheutia
იგდო	Igdo	igdo
ხიზკიამ	Hezekiah	xizkiam
დამაკისრებ	You will charge me.	damakisreb
ვიტვირთავ	I am loading.	vitvirt`av
იპოვებოდა	would be found	ipoveboda
შემოაძრო	Push it in	shemoaz'ro
კარებს	Doors	karebs
სვეტებს	Columns	svetebs
ლაქიშიდან	From Lachish	lak`ishidan
თართანი	Tartan	t`art`ani
რაბსარისი	Rabsaris	rabsarisi
რაბშაკე	Rabshakeh	rabshake
ხიზკიაჰუსთან	With Hezekiah	xizkiahust`an
ტბორის	Pond	tboris
არხთან	By the canal	arxt`an
მრეცხავთა	Washers	mrec`xavt`a
დაუძახეს	They called him.	dauz'axes
ელიაკიმ	Eliakim	eliakim
შებნა	Confused	shebna
