鼓舞人心的	encouraging
要求	requiring
要求	requires
要求	requirements
要求	require
要求	requests
要求	requested
要求	demanded
要求	claim
要么	or
西麥	Simeon
西鹿	Serug
西頓	Sidonians
西頓	Sidon
西訂	Siddim
西蒙	Simon
西蒙	Shimon
西緬	Shimeon
西珥	Seir
西烈	Sered
西流	Seleucia
西沽	Secu
西曷	Shihor
西拉	Sirah
西拉	Serah
西巴	Zebah
西巴	Seba
西宏	Sihon
西南	southwest
西北	northwest
西割	Segub
西列	Seled
襲擊	raiding
襲擊	raid
襲擊	attacked
襯衫	shirts
襯衫	shirt
襯衣	undergarments
襯套	bush
襟翼	flaps
褻瀆	profanity
褻瀆	profaning
褻瀆	profaned
褻瀆	desecration
褻瀆	desecrating
褻瀆	desecrates
褻瀆	desecrated
褻瀆	blasphemies
褻瀆	blasphemes
褻瀆	blasphemed
褻瀆	blaspheme
褶皺	folds
褲子	pants
褪色	faded
褪色	fade
複雜	complicated
複雜	complex
複製	reproduce
複製	copy
複製	copied
複葉	fronds
製造	manufacture
製造	making
製圖	mapping
製品	products
製備	preparation
製作	made
裸露	uncovered
裸露	exposed
裸露	bared
裡特	Riphath
裝飾	trims
裝飾	ornament
裝飾	decorative
裝飾	decoration
裝飾	decorated
裝飾	decorate
裝載	loading
裝設	furnish
裝備	outfitted
裝備	equipped
裝備	equip
裝修	renovation
裝修	furnished
補種	replant
補救	remedy
補品	fortifying
補助	grants
補充	replenish
補償	compensated
補償	compensate
補丁	patches
補丁	patch
裘德	Jude
裂縫	cranny
裂縫	cracks
裂紋	crack
裂口	rips
裂口	cleft
裂口	chasm
裁縫	tailors
裁縫	tailor
裁決	ruling
裁判	magistrates
被騙	tricked
被騙	deceived
被騙	cheated
被迫	forced
被迫	compelled
被砸	smashed
被盜	stolen
被撞	knocked
被搶	robbed
被捕	arrested
被捕	apprehended
被挖	gouged
被困	trapped
被咬	bitten
被告	accused
被刺	stabbed
衷心	wholehearted
衷心	heartfelt
衰退	falter
衰退	fading
衰變	decays
衰變	decay
衰落	decadence
衰竭	exhaustion
衰減	decaying
表面	surface
表達	expression
表達	expressing
表達	expressed
表白	vindication
表白	vindicate
表現	express
表現	behave
表明	indicate
表揚	praises
表彰	honoring
表彰	commendations
表姐	cousin
衣櫃	wardrobe
衣服	clothes
衣夾	peg
衝突	conflict
衝突	clash
衝動	urges
衛士	guards
衛冕	defending
街道	streets
術語	term
行軍	marching
行走	plying
行賄	bribes
行程	stroke
行程	itinerary
行為	deeds
行為	behavior
行為	behaving
行為	acts
行業	industry
行李	baggage
行政	administration
行動	actions
行動	action
行動	acted
行列	ranks
行使	exercised
行使	exercise
血跡	bloodstains
血腥	bloody
血絲	bloodshot
血紅	bloodred
血液	blood
血洗	bloodbath
血污	bloodstained
血塗	blood-smeared
血塊	gore
蠢事	folly
蠟剪	snuffers
蠕蟲	worms
蟲蝕	moth-eaten
蟋蟀	crickets
螺栓	bolts
螺栓	bolt
螞蟻	ants
融化	melting
蝸牛	snails
蝙蝠	bats
蝙蝠	bat
蝗蟲	locusts
蝕刻	etched
蝎子	scorpions
蜥蜴	lizards
蜥蜴	lizard
蜜蜂	bees
蜜糖	honey
蜇傷	stings
蜂窩	honeycomb
蜂擁	swarming
蛋糕	cakes
蛋糕	cake
蚱蜢	grasshoppers
蚱蜢	grasshopper
蚊蚋	gnats
蚊蚋	gnat
號角	bugle
號手	trumpeters
虛線	dashed
虛無	nothingness
虛心	humbly
虛度	desecrate
虛偽	pretense
處罰	punishments
處罰	punished
處罰	penalties
處置	disposal
處理	process
處理	handling
處理	handled
處理	handle
處理	dealt
處決	executions
處女	virgins
處女	virgin
虔敬	reverent
虐待	mistreating
虐待	mistreated
虐待	mistreat
蘋果	apples
蘋果	apple
蘇薩	Susa
蘇爾	Sur
蘆葦	reeds
蘆葦	reed
藥膏	ointments
藥品	medicines
藤蔓	vine
藝術	arts
藍色	blue
藉口	excuses
藉口	excuse
薩萊	Sarai
薩科	Nicolas
薩拜	Zabbai
薩土	Zattu
薛西	Artaxerxes
薄霧	mist
薄情	fickle
薄壁	walled
蕭條	depression
蕁麻	nettles
蔬菜	vegetables
蔬菜	vegetable
蔓生	sprawl
蔓延	sprawling
蔑視	scorned
蔑視	mockery
蔑視	disdainful
蔑視	despising
蔑視	defied
蔑視	defiance
蓮花	lotus
蓬勃	vigorous
蓋子	covers
蒼鷺	herons
蒼蠅	flies
蒼白	pale
蒼涼	desolation
蒸發	evaporates
蒸發	evaporated
蒸汽	steam
蒸氣	vapors
蒲草	bulrushes
蒔蘿	dill
蒐集	glean
蒐集	gathering
蒐集	collect
蒂莫	Timon
葬禮	funerals
葬禮	funeral
葬禮	burial
葫蘆	gourds
董事	directors
葡萄	grapes
葡萄	grape
葛森	Gershon
著火	afire
著名	famous
著名	famed
著名	celebrated
葉片	blades
葉子	foliage
落馬	sacked
落潮	ebb
落水	overboard
落後	trailed
落後	trail
落後	backward
落下	swoop
落下	falling
萬能	all-powerful
萬丈	bottomless
萎縮	shrivel
萎縮	shrank
萎凋	withering
萊赫	Lehi
菲比	Phoebe
菲伊	filly
華麗	gorgeous
華蓋	canopy
華美	colorful
菜單	menu
菖蒲	calamus
莽莽	luxuriant
莫薩	Moza
莎瑪	Shama
莎拉	Sarah
莊嚴	stately
莊嚴	solemn
荒野	wilderness
荒謬	ridiculous
荒誕	absurd
荒蕪	desolated
荒蕪	barren
荒涼	desolate
荒地	wastelands
荒地	wasteland
荊棘	thorns
荊棘	thornbushes
荊棘	briers
荊棘	brambles
荊棘	bramble
草藥	herbs
草草	hastily
草甸	meadows
草案	draft
草寇	bandits
草場	pasturelands
草地	meadow
茅房	latrine
范甯	fanning
英雄	heroes
英雄	hero
英鎊	sterling
英鎊	pounds
英里	miles
英里	mile
英畝	acre
英寸	inches
英寸	inch
英勇	valiant
英勇	heroic
英俊	handsome
苦難	tribulation
苦難	misery
苦難	distress
苦難	afflictions
苦澀	pained
苦澀	anguished
苦澀	agonized
苦惱	troubled
苦惱	distressed
苦味	bitterness
苦修	penance
苛刻	harsh
芽接	budding
芳香	aromatic
花費	spent
花費	expenses
花瓣	petals
花環	garlands
花束	bouquet
花園	gardens
花園	garden
花圈	wreaths
花圈	wreath
花卉	flowers
芯片	chip
芥末	mustard
芊芊	flourishing
艾格	Etam
艾文	Aven
艾拉	Ira
艾因	Ain
艾克	Eker
艾亞	Aija
艷羨	envied
色帶	ribbon
艱辛	hardships
良心	consciences
良心	conscience
艦隊	fleet
艙口	hatches
船頭	prow
船隻	vessels
船隻	vessel
船長	captains
船舶	ships
船殼	hull
船東	shipowners
船員	crews
船員	crew
船上	aboard
舷梯	ramp
舵手	helmsmen
航行	voyages
航行	sailed
舞蹈	dances
舞蹈	dance
舞者	dancers
舞弊	fraud
舞動	galloping
舒適	comforts
舒爾	Shur
舒展	stretches
舍瓦	Sheva
舌頭	tongues
舊的	older
興旺	thrive
興奮	excited
興亞	Koa
致盲	blinding
致命	lethal
致命	fatally
致命	fatal
致命	deadly
自責	self-condemned
自負	conceited
自負	conceit
自豪	pride
自誇	brags
自誇	boasts
自誇	boastful
自行	voluntarily
自給	self-sufficient
自稱	claiming
自私	selfishness
自私	selfish
自由	freedom
自由	free
自爆	blew
自然	naturally
自然	natural
自滿	complacent
自滿	complacency
自殺	suicide
自曝	exposes
自旋	spins
自我	selves
自律	self-discipline
自己	oneself
自如	freely
自在	unrestrained
臨門	Rimmon
臨近	neared
臨死	mortally
臨時	temporary
臥室	bedrooms
臥室	bedroom
臍帶	umbilical
臉頰	cheeks
臉頰	cheek
臉紅	blush
臉盆	washbasin
臂章	armbands
臀部	rump
臀部	hips
臀部	hip
臀部	buttocks
膽怯	timidity
膽小	timid
膽大	bold
膳食	meal
膨化	puffed
膠帶	tape
膠合	glued
膝部	lap
膝蓋	knees
膝蓋	knee
膚色	complexion
腹中	unborn
腸斷	Heartbroken
腸子	bowels
腳鐐	shackled
腳踝	ankles
腳跟	heels
腳跟	heel
腳趾	toes
腳趾	toe
腳氣	Beri
腳步	steps
腳本	scripts
腳本	script
腳印	footprints
腳凳	footstool
腰部	waist
腫脹	swelling
腫瘤	tumors
腐肉	carrion
腐爛	rotting
腐爛	rots
腐爛	rot
腐敗	depravity
腐敗	corrupts
腐敗	corruption
腐敗	corrupting
腐敗	corrupt
腎臟	kidneys
腋窩	armpit
腋下	armpits
脾氣	temper
脫落	shedding
脫粒	threshing
脫粒	threshes
脫粒	threshed
脫粒	thresh
脫加	Dophkah
脖子	necks
脊柱	spine
脆皮	crust
脆弱	frail
脆弱	fragile
脂肪	fat
能量	energies
能源	energy
能夠	can
能夠	able
能力	ability
能力	abilities
胸部	chest
胸甲	chestpiece
胴體	carcass
胡說	babbling
胡說	babbles
胡裡	Huri
胡巴	Huppah
胞衣	afterbirth
胎面	treads
背風	leeward
背部	back
背道	Backsliders
背負	saddled
背負	burdened
背誦	reciting
背誦	recite
背景	background
背後	behind
背帶	Strap
背叛	rebelled
背叛	forsake
背叛	betraying
背叛	betrayed
背叛	betray
胃口	appetites
育肥	fattening
肯定	affirmation
肩膀	shoulders
肩件	shoulder-pieces
肥皂	soap
肥料	fertilizer
肢解	mutilated
股票	stock
肝臟	livers
肚皮	belly
肚子	bellies
肌肉	muscles
肋骨	ribs
肋骨	rib
肉類	meats
肉湯	broth
肉桂	cinnamon
肆虐	rages
肆虐	raged
聽說	heard
聽話	obedient
聽眾	listeners
聽眾	audience
聽取	heeded
聽力	hearing
聽了	listened
職責	duties
聳肩	shrugged
聳立	towered
聲音	voices
聲音	sounds
聲音	sound
聲譽	reputation
聲討	denounce
聲稱	claimed
聲母	initials
聲望	prestige
聲明	statements
聲明	statement
聲明	stated
聲明	pronouncements
聲明	declaring
聲明	declares
聲明	declared
聰明	wiser
聰明	smarter
聰明	smart
聰明	cleverness
聰明	clever
聯邦	federation
聯繫	ties
聯繫	contact
聯盟	union
聯盟	coalition
聯盟	alliances
聯盟	alliance
聯營	associates
聯合	joint
聚會	gatherings
聚斂	amassed
聘請	hire
聖職	priesthood
聖經	Scriptures
聖經	Scripture
聖潔	sanctifying
聖潔	holiness
聖潔	holier
聖歌	hymn
聖人	saints
耶賓	Jabin
耶色	Jezer
耶穌	Jesus
耶疊	Jediael
耶杜	Jeduthun
耶末	Jarmuth
耶拉	Jerahmeel
耶拉	Jerah
耶戶	Jehu
耶利	Jeuel
耶利	Jeiel
耳鳴	tingle
耳語	whispers
耳語	whisperings
耳語	whispering
耳語	whisper
耳環	earrings
耳環	earring
耳朵	ears
耳垂	earlobes
耳垂	earlobe
耳光	slapped
耗盡	depleted
耗材	supplies
耕種	tilled
耕作	plowing
耐力	endurance
考茲	Koz
考慮	considers
考慮	considering
考慮	considered
考慮	consideration
考慮	consider
老鼠	mouse
老饕	gluttons
老闆	boss
老練	seasoned
老張	embittered
老年	elderly
老師	teacher
老將	veteran
老兵	veterans
翼展	wingspan
翻騰	writhes
翻騰	writhe
翻騰	churning
翻閱	thumbing
翻錄	ripping
翻譯	translated
翻滾	tumbles
翻倍	doubled
翱翔	soar
習慣	habit
習慣	custom
翅膀	wings
翅膀	wing
羽毛	plumage
羽毛	feathers
義務	obligations
義務	obligation
義務	duty
羨慕	envy
羨慕	envious
群落	colonies
群眾	masses
羞辱	shaming
羞辱	humiliated
羞辱	humiliate
羞辱	dishonor
羞愧	shamed
羞愧	ashamed
羞怯	coyness
羚羊	gazelle
羚羊	antelopes
羚羊	antelope
羔羊	lambs
美麗	beautiful
美食	delights
美食	delicacies
美白	whitens
美德	virtues
美女	beauty
美化	glorifies
美化	beautify
美元	dollars
羊肉	lamb
羊毛	woolen
羊毛	wool
羊毛	fleece
羊圈	sheepfolds
羊圈	sheepfold
羈絆	fetters
羅馬	Rome
羅馬	Roman
羅達	Rhoda
羅茲	Rhodes
羅米	Shelomi
羅摩	Shelomoth
羅德	Lod
羅密	Shelomith
羅什	Rosh
罷工	strikes
罷工	strike
罰款	penalty
罰款	fined
罪行	offenses
罪行	offense
罪犯	offenders
罪犯	criminals
罪惡	evils
罪孽	iniquity
罪人	sinners
罪人	sinner
罕見	uncommon
罕見	rare
罐頭	preserved
罐子	jars
缺陷	defects
缺陷	defective
缺陷	defect
缺陷	blemish
缺憾	comings
缺席	absent
缺席	absence
缺乏	scarcity
缺乏	lacks
缺乏	lacked
缺乏	lack
纖維	fiber
纖巧	dainty
纏身	ridden
纏綿	lingering
繼續	proceeded
繼續	proceed
繼續	continuing
繼續	continues
繼續	continued
繼續	continue
繼承	inherit
繪製	plotting
繪製	plotted
繪畫	paintings
繩索	ropes
繡花	embroidering
繡花	embroidered
織布	weaving
織工	weavers
繅絲	reeling
繃帶	bandages
繃帶	bandage
繁華	bustling
繁榮	prospers
繁榮	prosperous
繁榮	prosperity
繁榮	prospered
繁榮	prosper
繁榮	flourish
總計	totals
總計	totaled
總結	summed
總結	summarize
總結	concluded
總是	always
總和	sums
縮短	shortens
縮短	shortening
縮短	shortened
縮小	dwindle
縫合	stitched
練級	leveling
緩解	relieving
緩解	relieve
緩解	eased
緩解	ease
緩刑	reprieve
編隊	formation
編譯	compiled
編號	numbering
編號	numbered
編織	woven
編織	weave
編織	braided
緣故	sakes
緞帶	ribbons
緊迫	pressing
緊貼	snugly
緊縮	tightening
緊縮	tighten
緊緊	tightly
緊急	urgent
緊急	crash
緊張	nervously
緊張	nervous
綽號	nicknamed
綻放	blooms
網關	gateways
網關	gateway
網羅	snares
網絡	networks
網絡	network
維持	sustains
維持	maintaining
維修	repairs
綠色	green
綠玉	beryl
綠化	greenery
經驗	experiences
經驗	experience
經理	manager
經濟	financially
經歷	undergo
經歷	experiencing
經期	menstruation
經文	verses
經常	regularly
經常	often
經常	constantly
綁腿	leggings
綁架	kidnaps
綁架	kidnapped
綁匪	kidnapper
絲毫	slightest
統籌	ordination
統治	ruled
統治	reigns
統治	reign
統一	unity
統一	unify
給藥	administering
給予	render
給予	afford
絞殺	strangulation
絞架	gallows
絕望	hopeless
絕望	desperation
絕望	despairs
絕望	despairing
絕望	despair
絕對	absolutely
絕對	absolute
結餘	balances
結論	conclusions
結論	conclusion
結算	settles
結痂	scabs
結構	structures
結果	results
結果	result
結束	ends
結束	ended
結束	end
結巴	stammer
結尾	ending
結婚	marrying
結婚	marry
結婚	marries
結夥	gang
結合	combined
結合	binds
絆腳	stumbling
絆倒	stumble
組裝	assembled
組織	organize
組織	organization
組成	consist
組合	combination
組件	assemblies
終於	eventually
終局	finality
紹阿	Shoa
細胞	cell
細節	details
細心	attentive
紮紮	Zaza
紮營	encampment
紮營	camped
紮實	solidly
紫色	purple
紫晶	amethyst
索賠	claims
索科	Soco
索爾	Saul
紡織	spinning
紛飛	swirling
級聯	cascades
紗布	gauze
純血	pure-blooded
純粹	purely
純度	purity
純化	purification
納摩	Naam
紋身	tattoos
紊亂	disorder
紅酒	wine
紅潤	ruddy
約蘭	Joram
約蘭	Jehosheba
約蘭	Jehoram
約葉	Joed
約翰	John
約珊	Jokshan
約會	appointments
約旦	Jordan
約拿	Jonah
約拿	Jehonathan
約念	Jokneam
約帖	Joktheel
約帕	Joppa
約巴	Jobab
約定	appointment
約亞	Joah
紀念	remembrance
紀念	commemorate
紀律	disciplined
糾集	mustered
系譜	pedigrees
系統	system
系列	series
糧食	grain
糧倉	granaries
糞便	excrement
糕點	pastries
精選	picks
精製	refining
精製	refined
精美	exquisite
精美	beautifully
精細	fine
精神	spiritual
精神	spirit
精確	exact
精液	semen
精明	shrewdest
精明	shrewd
精明	astute
精彩	wonderful
精巧	delicate
粘液	slime
粘土	clay
粗野	insolent
粗心	careless
粗壯	sturdy
粗俗	profane
粉碎	smash
粉碎	pulverize
粉碎	crush
粉末	powder
粉刷	whitewashed
米達	Medad
米設	Meshech
米羅	Millo
米甸	Midianite
米煞	Meshach
米沙	Mesha
米撒	Mizzah
米德	Mede
米店	Midian
米娜	mina
米卡	Micah
米勒	Melech
米利	Miletus
米丁	Middin
籬笆	fence
籠罩	shrouded
籠罩	enveloped
籠罩	blanketed
簾子	hangings
簽約	signing
簡要	brief
簡稱	referred
簡單	simplest
簡單	simple
簡單	easy
簌簌	rustled
篩選	sifting
篝火	bonfire
範圍	scope
範圍	range
範圍	limits
節省	saves
節目	shows
節日	festivals
節日	feasts
節拍	beats
箱子	chests
箭頭	arrows
箭頭	arrowhead
箭頭	arrow
管道	pipes
管理	manages
管理	managed
管理	manage
管理	administer
管教	chastening
管它	cares
算命	fortune-telling
算命	fortune-tellers
策略	strategies
答案	answers
筏子	rafts
等閒	thoughtlessly
等閒	aimlessly
等於	equal
等待	waits
等待	waited
等待	wait
等待	awaiting
等待	await
等候	waiting
筆記	notes
筆直	squarely
第四	fourth
第十	tenth
第六	sixth
第八	eighth
第五	fifth
第二	second
第九	ninth
第三	third
第七	seventh
第一	first
笨拙	clumsy
符號	symbols
符號	symbol
符合	meets
笛手	flutist
笛子	flutes
笑話	jokes
笑聲	laughter
笑笑	smiled
笑柄	laughingstock
笑容	smiles
笑傲	scorning
笑了	laughed
竭誠	wholeheartedly
童貞	virginity
童年	childhood
站立	stands
站在	stood
立拿	Libnah
立尼	Libni
立即	immediately
竊賊	burglar
竊聽	tapped
竊聽	eavesdrop
竊喜	coursing
竄出	sprang
窺視	peep
窺探	spied
窩點	dens
窩藏	harboring
窩棚	Tabernacle
窩棚	shack
窗簾	curtains
窗簾	curtain
窗扇	sashes
窗扇	sash
窗台	windowsill
窗台	ledge
窗口	window
窒息	stifle
突破	topped
突破	exceeded
突破	breached
突發	outburst
突然	suddenly
突然	sudden
突然	abruptly
突擊	assault
突出	prominent
突出	projecting
穿透	penetrate
穿著	wore
穿著	wearing
穿線	stringing
穿梭	shuttle
空間	space
空虛	emptiness
空白	gaps
空洞	hollow
空氣	air
空手	empty-handed
究竟	exactly
穩步	steadily
穩定	steady
穩定	stable
積累	accumulated
積累	accumulate
穀物	grains
穀倉	barns
穀倉	barn
稻草	straw
稱重	weighing
稱重	weighed
稱重	weigh
稱讚	praised
種馬	stallions
種雞	breeders
種植	planting
種族	race
種子	seeds
種子	seed
稠密	dense
程度	extent
程序	program
程序	procedures
程序	procedure
稀缺	scarce
稀有	rarest
移民	migration
移民	immigrants
移植	transplanted
移動	moving
移動	moves
移動	moved
移動	move
移交	handing
秸稈	stalks
租金	rents
租用	leased
租戶	tenants
秘書	secretary
秘書	secretaries
秘密	secrets
秘密	secret
科雷	Kore
科隆	cologne
科學	science
秋季	fall
秋季	autumn
私語	murmur
私自	privately
私章	signet
秀發	tresses
禿鷹	vultures
禿鷹	buzzards
禿鷲	vulture
禱告	prayer
禮貌	courtesy
禮貌	courteously
禮物	presents
禮服	gowns
禮服	dresses
禮堂	auditorium
禮品	gifts
禮品	gift
福音	gospel
福利	well-being
福利	welfare
禍害	scourges
禁食	fasting
禁食	fasted
禁止	prohibit
禁止	forbid
禁止	barred
祭壇	altars
祭司	priestly
票據	bills
神醫	miracle-working
神諭	oracle
神話	myths
神聖	sacred
神聖	divine
神經	nerve
神秘	mystery
神秘	mysterious
神社	shrines
神社	shrine
神奇	miraculous
祝賀	congratulated
祝賀	congratulate
祝福	wishes
祝福	blessings
祝福	blessing
祝福	blesses
祖父	grandfather
祖母	grandmother
