一	one
悲劇	tragedy
悲哀	mournful
悲哀	sorrow
悲慘	tragic
悲慟欲絕	grief-stricken
悶熱的	sweltering
悶燃	smolders
悶燒	smoldering
悼	grieve
悼	mourn
情	passion
情人	lover
情侶	lovers
情報	intelligence
情婦	mistress
情婦	mistresses
情感	emotion
情慾	lust
情慾	lusts
情懷	feelings
情況	circumstances
情況	situation
情節	plot
情緒	morale
惠理	Eri
惡人	ungodly
惡作劇	mischief
惡劣	vile
惡夢	nightmare
惡性	malignant
惡意	maliciously
惡棍	scoundrel
惡毒	evil-minded
惡毒	malicious
惡毒	vicious
惡毒	viciously
惡米羅達巴拉	Evil-merodach
惡臭	stench
惡行	wrongdoings
惡言	blaspheming
惡魔	demon
惡魔	demons
惡魔的	demonic
惡魔附身	demon-possessed
惱人的	annoying
想	thinks
想	want
想個辦法	outnumber
想像	imaginable
想像	imaginations
想像	imagine
想像	imagined
想像	imagining
想知道	wondered
想知道	wondering
想通	figured
惹	provoke
惹	provoked
惹惱	annoys
愁雲	gloom
愉快	delightful
愉快	pleasant
愉快	pleasantly
愉快	pleasing
意	intended
意向	intention
意味著	meant
意圖	intent
意圖	intentions
意外	unexpected
意大利	Italian
意大利	Italy
意思	mean
意義	significance
意見	observation
意見	opinion
意見	opinions
意識	awareness
愚弄	derision
愚昧	ignorant
愚蠢	foolishness
愚蠢	silly
愛	love
愛	loves
愛心	caring
愛心	loving
愛撫	caressed
愛撫	caresses
愛撫	fondling
愛發牢騷	grumblers
愛馬仕	Hermes
感	sense
感動	touched
感嘆	lamented
感嘆	Laments
感官	senses
感恩	thankfulness
感恩	thanksgiving
感情	affection
感情	affections
感應	sensed
感染	infect
感染	infected
感染	infection
感激	grateful
感知	perceive
感知	perceived
感覺	feel
感覺	feeling
感覺	feels
感謝	gratitude
感謝	thanked
感謝	thankful
慈善機構	charity
態度	attitude
態度	attitudes
慌忙	hurried
慎重	discreet
慎重	discretion
慘	badly
慘	miserable
慘重	disastrous
慘重	grievous
慢	slow
慢慢地	slowly
慣常的	accustomed
慣於	won't
慰	comforted
慶典	celebration
慶祝	celebrate
慶祝	celebrates
慶祝	celebrating
慶祝活動	celebrations
慶祝活動	festivities
慷慨	generosity
慷慨	generous
慷慨	generously
慾望	desire
慾望	desires
憂	even-tempered
憂	worries
憂傷	sorrowing
憂鬱	sullen
憎恨	detest
憎惡	abhorred
憐愛地	fondly
憐憫	mercies
憐憫	mercy
憐憫	Ruth
憔悴的	gaunt
憤怒	anger
憤怒	angrier
憤怒	angry
憤怒	fury
憤怒	indignant
憤怒	rage
憤怒	raging
憤怒	wrath
憤怒地	angrily
憤恨	resent
憤慨	indignation
憧	unsettled
憬	awaken
懂行	knowledgeable
懇求	entreat
懇求	implore
懇求	plea
懇求	pleading
懇求	pleads
懈	negligent
應	shall
應對	react
應得	deserved
應得	well-earned
應徵	recruited
應有	due
應用	apply
應用的	applied
應該	ought
應該	should
應該	supposed
應變	strain
懦夫	cowards
懲戒	reprimand
懲治	punish
懲罰	punishing
懲罰	punishment
懲辦	punishes
懶	lazy
懶惰	idleness
懶骨頭	lazybones
懷孕	pregnancy
懷有惡意地	spitefully
懷疑	disbelief
懷疑	discredit
懷疑	distrust
懷疑	doubt
懷疑	doubted
懷疑	suspicion
懷疑的	incredulous
懸停	hovers
懸垂	overhanging
懸崖	cliff
懸崖	cliffs
懸念	suspense
懸掛	hoisted
懸空	dangling
懸而未決	unanswered
懺悔	confessing
懾	appalled
懾於	awed
戈印	Amraphel
戈爾	gores
戈申	Goshen
戈蘭高地	Golan
成	into
成功	succeed
成功	succeeded
成功	success
成功	successful
成型	forming
成型	molded
成型	shaping
成就	achievements
成年人	adults
成形	shaped
成本	cost
成本	costs
成為	became
成為	become
成熟	mature
成熟	ripe
成熟	ripening
成熟期	ripens
成熟的	ripened
成熟的	well-rounded
成立	founded
成群	flocks
成群	hordes
成群	swarms
成群結隊	droves
成聖	sanctified
成長	grew
成長	grows
我	I'm
我	me
我	myself
我們	us
我們	we
我們的	our
我們的	ours
我們自己	ourselves
我會做	Iddo
我的	my
戒	Harsha
戒律	commandments
戒指	rings
戒菸	quitting
或	either
或者	possibly
戰	warfare
戰功	exploits
戰勝	prevail
戰場	battlefield
戰場	battleground
戰士	warrior
戰斧	battle-ax
戰爭	war
戰爭	wars
戰線	fronts
戰車	charioteers
戰車	chariots
戰馬	steeds
戰馬	warhorse
戰馬	warhorses
戰鬥	battle
戰鬥	battles
戰鬥	combat
戰鬥	fighting
戰鬥	fought
戴勝	hoopoe
戶	households
戶;	Ashhur
戶伸	Hushim
戶勒大	Huldah
戶珊	Husham
戶篩	Hushai
房主	homeowner
房地	premises
房地產	estate
房屋	buildings
房屋	houses
房間	room
房頂	housetops
所以	Consequently
所以	so
所屬	pertains
所有	all
所有權	ownership
所有權	possession
所有消費	all-consuming
所有者	owner
所羅門	Solomon
所羅門群島	Solomons
所謂	so-called
扁豆	lentil
扁豆	lentils
手	hand
手	handed
手	hands
手勢	gesture
手勢	gestures
手套	gloves
手寫	handwriting
手工	handiwork
手工製造	handmade
手帕	handkerchiefs
手把手	hand-to-hand
手指	finger
手指	fingers
手掌	palms
手提	portable
手段	means
手無寸鐵	defenseless
手稿	manuscripts
手腕	wrists
手藝	craft
手藝	craftsmanship
手術	operation
手足情誼	brotherhood
手錶	watches
手鐲	bracelets
手鼓	tambourine
手鼓	tambourines
扎哈爾	Zahar
扎眼	garish
打	hitting
打個噴嚏	sneezed
打傷	maul
打傷	mauled
打包	packed
打哈欠	yawning
打噴嚏	sneezes
打扮	groomed
打擊	blow
打擊	blows
打擾	disturb
打敗	defeated
打架	fights
打火機	lighter
打獵	hunt
打破	break
打破	broke
打碎	shatter
打算	intend
打算	intending
打算	intends
打開	open
打開	opened
打開	opens
扔	threw
扔	throw
扔	tossed
托勒梅斯	Ptolemais
托拉	Tola
托盤	tray
托馬斯	Thomas
扣	Buckle
扣	clasps
扣人心弦	exciting
扣壓	withhold
扣留	withheld
扭	wrenched
扭動	writhing
扭曲	distorted
扭曲	twisted
扭曲	warped
扶手	armrests
扶正	righted
扶正祛邪	rousing
批准	approve
批准	approved
批准	approves
批准	ratified
批評	criticism
批評	criticisms
批評	criticize
批評	criticized
批評	criticizing
批評者	critics
批量	batch
批量	lot
找	find
承擔	undertake
承租人	tenant
承認	acknowledged
承認	acknowledges
承認	admit
承認	admitted
承認	admitting
承認	concede
承認	confess
承認	pleaded
承認	recognition
承諾	commit
承諾	commitment
承諾	commitments
承諾	pledged
承載	bearers
技工	tradesmen
技巧	tricks
技能	skill
技能	skills
技能的	skilled
技術	techniques
把	putting
把握	grasp
抑制	curb
抑制	restrain
抓	grab
抓	grabbing
抓	grasping
抓住	catch
抓住	caught
抓住	gripped
抓住	seizes
抓住	seizing
抓起	grabbed
投	cast
投	hurl
投	throws
投手	pitcher
投手	pitchers
投擲	hurled
投擲	hurls
投擲	throwing
投標	bidding
投標	tender
投票	vote
投訴	complaints
投資	invest
投資	investments
投降	surrender
投降	surrendered
抗	resist
抗議	protest
抗議	protested
折	fold
折疊	folded
折磨	afflict
折磨	afflicted
折磨	racked
折磨	torment
折磨	tormented
折磨	tormenting
折磨	tormentors
折磨	torments
折磨	tortured
折邊	hems
折騰	toss
折騰	tossing
抨擊	lashed
抨擊	slammed
披	unroll
披肩	capes
披肩	shawls
披風	cloak
抱	armful
抱定	clung
抱怨	complain
抱怨	complained
抱怨	complainers
抱怨	complaint
抱怨的	complaining
抱歉	sorry
抵債	foreclosed
抵制	resisting
抵抗性	resistance
抵押	collateral
抵押	mortgaged
抹	Chemosh
抹	Harumaph
抹	wiped
抹利	Mahli
抹去	erase
抹大拉	Magdalene
抹布	rag
抹灰	plastering
押	Admah
押	Joab
押利甘	Azrikam
押尼珥	Abner
押撒	Acsah
押杜亞	Jaddua
押沙龍	Absalom
押頓	Abdon
抽搐	convulsion
抽搐	convulsions
抽泣	sobbing
抽泣著	sobbed
抽煙	smoke
抽煙	smoking
拂曉	dawning
拂曉	daybreak
拆分	splits
拆除	demolish
拆除	demolished
拆除	dismantle
拇指	thumb
拉	pull
拉	pulled
拉	pulling
拉	pulls
拉丁	Latin
拉丹	Ladan
拉伸	stretched
拉伸	stretching
拉億	Laish
拉吉	Lachish
拉含	Raham
拉吳	Reu
拉哈德	Lahad
拉奎拉	Aquila
拉客	soliciting
拉巴	Rabbah
拉扎勒斯	Lazarus
拉昆	Rakkon
拉末	Ramoth
拉末，內蓋夫沙	Ramoth-negev
拉末，吉利德	Ramoth-gilead
拉比	Rabbi
拉沙崙	Lasharon
拉法	Rapha
拉班	Laban
拉琴	lyres
拉瑪	Raamah
拉瑪	Ramah
拉瑪 - 米斯巴	Ramath-mizpeh
拉瑪的拿約	Naioth
拉直	straightens
拉美西斯	Rameses
拉薩	Lasha
拉麥	Lamech
拋出	thrown
拍	clap
拍	pat
拍手	clapped
拍打	flap
拍打	slaps
拍擊	slap
拍賣	sale
拐杖	crutch
拐杖	crutches
拒不	refusing
拒絕	deny
拒絕	refusal
拒絕	refused
拒絕	refuses
拒絕	reject
拒絕	rejected
拒絕	rejecting
拒絕	rejection
拒絕	rejects
拔示巴	Bathsheba
拔高	overstating
拖	dragged
拖動	drag
拖動	drags
拖延	dragging
拖拉	hauled
拖曳	towed
招	Recruit
招	trick
招募	enlist
招引	luring
招牌	signboard
招聘	hiring
招聘	recruitment
招致	incur
拜倒	grovel
拜偶像	Idolaters
括	enclose
拯救	deliverer
拯救	rescue
拯救者	deliverers
拱手	submissively
拱頂	vault
拳	punches
拳擊手	boxer
拳頭	fist
拳頭	fists
拴住	hitch
拷打	torture
拼命	desperately
拼寫	spell
拼寫	spelt
拿	took
拿伯	Naboth
拿但業	Nathanael
拿八	Nabal
拿哈	Nahath
拿哈列	Nahaliel
拿拉	Naarah
拿撒勒	Nazarene
拿撒勒	Nazarenes
拿撒勒	Nazareth
拿瑪	Naamah
拿瑪人	Naamathite
拿答	Nadab
拿細耳	Nazirite
拿轄	Nahash
拿非施	Naphish
拿順	Nahshon
拿鶴	Nahor
持久	enduring
持久	lasting
持之以恆	persevere
持有	holds
持續	continual
持續	last
持續	lasts
持續	sustained
指	referring
指令	instruction
指南	guide
指定	designate
指定	designating
指導	directs
指導	guidance
指導	instruct
指指點點	carted
指控	accusation
指揮	commanded
指揮官	commander
指揮官	commanders
指甲	fingernails
指示	indicated
指示	instructed
指示	instructing
指示	instructs
指責	accusations
指責	accuses
指責	accusing
指責	blamed
指點	pointing
按	press
按扣	snaps
按照	accordance
按說	supposedly
按鍵	keys
挑	pick
挑剔的	discerning
挑戰	challenge
挑戰	challenged
挑染	streaked
挑選	handpicked
挖	dig
挖	digs
挖	dug
挖出	gouge
挖出	scooped
挖掘	digging
挖空	hollowed
挨餓	starving
挪亞	Manoah
挪亞	Noadiah
挪巴	Nobah
挪迦	Nogah
挫傷	bruise
挫折	frustration
挫敗	frustrates
振奮	rouses
振奮人心	exalting
振臂	rallying
挺著	bulging
捆綁	bind
捆綁	binding
捆綁	bundled
捆綁	bundles
捍衛者	defenders
捐款	contributions
捐款	donation
捐款	donations
捐贈	donated
捐贈	donating
捕	catching
捕獲	capture
捕獲	captured
捕獲	captures
捕獲	capturing
捧	exalt
捲取	coiling
捲筒紙	web
捲起來	rolled-up
捲軸	reel
捲軸	reels
捷徑	shortcut
捻	twist
掃	sweep
掃帚	broom
掃描	sweeps
授予	confer
授予	conferred
授權	authorizing
授權	empower
授權	empowered
授權	empowering
掉價	plunges
掌握	mastered
掐滅	snuffed
掐絲	filigree
排列	array
排序	ordering
排序	sorts
排扣	breasted
排放	emission
排氣	exhaust
排水	drain
排水	draining
排水溝	gutter
排除	excluded
排除	excluding
掙扎	struggled
掛	hang
掛	hanging
掛起	hangs
掛鉤	hooks
掠奪	plunder
掠奪	plundering
掠奪	raven
掠過	flit
採取	resort
採取	take
採取	taken
採摘	pluck
採摘的	picked
採用	adopt
採用	adopted
採用	adopting
採石場	quarries
採石場	quarry
採訪	interviewed
採購	purchase
採集	collection
探寶	revealer
探測	probe
探照燈	searchlight
探班	goings
探索	explore
探索	exploring
探討	explored
探險	expeditions
接受	accept
接受	acceptable
接受	accepts
接吻	kissing
接收	receive
接收	receiving
接枝	graft
接班人	successor
接縫	seams
接觸	touching
接近	approached
接近	approaching
接近	closer
接近	nearing
控制	control
控制	controlling
控制	controls
控方	prosecuting
推	push
推	pushed
推	pushes
推出	launched
推力	thrust
推力	thrusts
推動	impelled
推動	pushing
推基古	Tychicus
推測	speculation
推理	reasoning
推翻	overthrew
推翻	overthrow
推翻	overthrown
推翻	overthrows
推薦	recommend
推雅推喇	Thyatira
掩埋	burying
掩埋	unburied
掩蓋	overshadow
措施	measures
揉	knead
揉	kneaded
揉	kneading
描述	describe
描述	described
描述	description
提丟斯	Titius
提交	commits
提交	committed
提交	committing
提交	filed
提交	submit
提交	submitted
提供	delivers
提供	offer
提供	offered
提供	provide
提供	provided
提供	provides
提供	providing
提供服務	served
提備斯	Thebez
提出	propose
提出非分的要求	propositioned
提列	Teresh
提利	Tiria
提到	mention
提到	mentioned
提前	advance
提名	nominated
提幔	Temanite
提幔	Temanites
提拉	Shuthelah
提拉	Tiras
提拔	promoted
提案	proposal
提楠	Ithnan
提比尼	Tibni
提煉	refine
提煉	refines
提示	prompt
提示	prompts
提示	suggesting
提示	suggestive
提示	suggests
提示	tips
提神	stimulates
提醒	remind
提醒	reminded
提醒	reminder
提醒	reminders
提醒	reminding
提阿	Theophilus
提革拉毗列色	Tiglath-pileser
提高	enhance
提高	enhances
提高	improve
提高	raise
提高	raising
提高的	elevated
插	insert
插入	inserted
插圖	illustrated
插圖	illustration
插圖	illustrations
插座	socket
插座	sockets
插手	meddling
插科打諢	gag
揚聲器	speaker
換	changers
換人	substitutions
握	grip
握緊	clenched
握緊	clenches
揪著	tugging
揭示	reveal
揭示	revealing
揭示	reveals
揭示	uncovers
揭露	uncover
揮	wield
揮動	swung
揮手	waving
揮舞	brandish
揮舞	brandished
揮霍	squander
揮霍	squandered
援助	aid
損傷	damage
損傷	injure
損壞	corrupted
損失	losses
搏鬥	wrestled
搔抓	scratching
搖	shake
搖搖欲墜	shaky
搖擺不定	wavering
搖曳	swaying
搗爛	pounded
搜刮	plundered
搜查	raided
搜索	search
搜索	searched
搜索	searches
搜索	searching
搜羅	scoured
搜身	frisking
搞亂	snarl
搬遷	relocated
搭售	tying
搭成	barricaded
搶	rob
搶	snatching
搶劫	loot
搶劫	looting
搶劫	marauding
搶劫	robbery
搶占	seize
搶奪	snatch
搶斷	steals
搶購	snapped
搶走	snatched
摔破	smashes
摩利	Molid
摩利沙	Moresheth
摩利沙，迦特	Moresheth-gath
摩尼	Kadmonites
摩押	Moab
摩押	Moabite
摩押	Moabites
摩拉大	Moladah
摩洛	Molech
摩西	Moses
摩西錄	Moseroth
摸索	grope
摺頁	folding
撅著嘴	pouted
撇下	forsaking
撇去	skim
撇清	whitewash
撐著	propped
撒	sprinkle
撒	Zacchaeus
撒但	Satan
撒分	Zaphon
撒刻	Zaccur
撒勒法	Zarephath
撒南	Zaanan
撒哈頓	Esarhaddon
撒弗他	Sabtah
撒弗提迦	Sabteca
撒慕	Zalmunna
撒拉	Shealtiel
撒拔	Zabad
撒挪亞	Zanoah
撒摩	Zalmonah
撒滿	strewn
撒瑪利亞	Samaria
撒瑪利亞	Samaritan
撒瑪利亞	Samaritans
撒督	Zadok
撒縵以色	Shalmaneser
撒都該人	Sadducees
撕毀	tore
撕裂	tearing
撕裂	torn
撕開	ripped
撤回	withdrew
撤消	undoing
撤退	retreat
撤退	retreated
撤退	retreating
撤銷	revoked
撥弦	plucked
撥款	allotments
撫慰的	soothing
撫摸	fondled
撫育	tending
撬	pry
撬	prying
播放	playing
播放	plays
播放機	player
播種	sowing
播種機	planter
撲來	lunged
撲朔迷離	confusing
撲滅	extinguish
撻買	Talmai
擁抱	cuddled
擁抱	embrace
擁抱	embraced
擁抱	embraces
擁抱	embracing
擁擠	crowding
擁有	boasting
擁有	own
擁有	owns
擁有	possessed
擁有	possesses
擁有的	owned
擁有者	owners
擅自	unauthorized
擊中	hit
擊敗	beat
擊敗	defeat
擊敗	defeating
擔	Dan
擔保	guarantees
擔心	fearing
擔心	worried
擔心	worry
據點	stronghold
據點	strongholds
擠	crowded
擠	huddled
擠	squeeze
擠壓	squeezed
擦	rubbed
擦	rubbing
擦	wiping
擦傷	grazes
擦拭	wipe
擦除	erased
擰	wring
擰幹	wrung
擱淺	aground
擱淺	stranded
擴大	expand
擴大	expanding
擴展	extended
擴展	extending
擴展	extends
擴張	outspread
擺	slew
擺架子	airs
擺盪	swinging
擺脫	rid
擺著	arrayed
攀登	climbing
攀附	clings
攄	Unwrap
攜帶	carries
攜帶	carry
攜帶	carrying
攜帶的	carried
攤位	stalls
攤子	stall
攥	clutched
攪	stirs
攪乳	churns
攪動	stirred
攪拌	stir
攪拌	stirring
支付	paid
支付	payments
支付	pays
支持	buttress
支持	support
支持	supporting
支持	supports
支持	sustain
支持的	supported
支持者	supporters
支撐	Brace
支撐	braced
支撐	shore
支撐	strut
支撐物	strutting
支柱	pillar
支柱	pillars
支配	dominate
收入	income
收入	revenue
收到	received
收到	receives
收割	reap
收割機	harvester
收割機	harvesters
收割者	reapers
收回	withdraw
收復	recaptured
收成	harvest
收成	harvests
收益	earnings
收益	gains
收益	proceeds
收穫	harvested
收穫	harvesting
收穫時間	harvesttime
收窄	narrowed
收緊	tightened
收緊	tightens
收縮	shrink
收縮	shrinks
收藏家	collectors
收費	charge
收費	charges
收集	gather
收集	gleaned
改名	renamed
改裝	remodel
改變	altered
改變	changing
改造	transformed
改革	reforms
攻擊	attack
攻擊	attacks
攻擊者	assailant
攻擊者	attackers
攻略	raiders
攻破以雲	Ijon
放	put
放大	enlarge
放大	enlarged
放大	magnified
放得太多的	heaping
放心	reassured
放棄	abandon
放棄	abandoning
放棄	quit
放棄	renounced
放棄	renounces
放牧	grazing
放牧	herd
放縱	indulge
放縱	indulges
放縱的	self-indulgent
放置	placed
放蕩	immorality
放蕩的	riotous
放逐	banish
放逐	banished
放逐	banishing
放逐	exiled
放逐	exiling
放電	discharges
放鬆	relax
政府	government
政府	governments
政治	political
故事	stories
故事	story
故事	tales
故意	deliberately
故意	willfully
故障	failures
故障	fault
故障	faults
效果	effects
效用	effectiveness
效益	benefit
敏感	sensitive
敏銳地	keenly
敏銳的	sharp-eyed
救世主	redeemer
救主	savior
救出	deliverance
救恩	salvation
救援	rescues
救生艇	lifeboat
敘事	recount
敘利亞	Syria
敘利亞的	Syrian
敘加	Sychar
教	taught
教	teach
教	teaches
教堂	churches
教學	teaching
教導	teachings
教師	teachers
教會	church
教派	sect
教義	doctrine
教育	educate
教訓	lessons
敢	dare
敢	dared
敢	dares
敢死隊	squads
散射	scattering
散射	scatters
散步	walks
散漫	undisciplined
散落	littered
敦促	urge
敦促	urged
敬畏上帝	God-fearing
敬禮	saluted
敬虔	godly
敲	knock
敲定	hammered
敲詐	extortion
敲門	knocking
敲門	knocks
整個	entire
整個	whole
整流罩	shrouds
整理	arranges
整理	arranging
敵人	enemies
敵人	enemy
敵人	foe
敵人	foes
敵基督	antichrist
