aa	胺基酸
flyblew	飛蠅
flyblow	蒼蠅吹
flyblowing	飛蠅吹
flyblown	飛風
flyblows	蒼蠅吹
flyboat	水上飛機
flyboats	飛艇
flyboy	飛行員
flyboys	飛行員
flybridge	飛橋
flybridges	飛橋
flyby	飛越
flybys	飛越
flycatcher	捕蠅草
flyer	傳單
flyers	傳單
flying	飛行
flyings	飛行
flyleaf	扉頁
flyleaves	扉頁
flyless	無飛
flyman	飛人
flymen	飛人
flyoff	起飛
flyoffs	飛離
flyover	天橋
flyovers	天橋
flypaper	黏蠅紙
flypapers	黏蠅紙
flypast	飛行表演
flypasts	飛行表演
flyrodder	航空
flyrodders	飛桿選手
flysch	複理石
flysches	蒼蠅
flysheet	外帳
flysheets	外帳
flyspeck	蠅斑
flyspecked	有斑點的
flyspecks	蠅斑
flyswatter	蒼蠅拍
flyte	漂浮
flyted	弗萊特德
flytes	弗萊特斯
flytier	飛機
flytiers	航班時間
flyting	漂浮的
flytings	漂浮的
flytrap	捕蠅草
flytraps	捕蠅草
flyway	遷徙路線
flyways	遷徙路線
flyweight	蠅量級
flyweights	蠅量級
flywheel	飛輪
flywheels	飛輪
foal	駒
foaled	出生的
foaling	產駒
foals	小馬駒
foam	泡棉
foamable	可發泡
foamed	發泡的
foamer	發泡器
foamers	發泡劑
foamflower	泡沫花
foamier	泡沫更濃
foamiest	泡沫最濃
foamily	家庭
foaminess	泡棉
foaming	發泡
foamless	無泡沫
foamlike	泡沫狀
foams	泡棉
foamy	泡沫狀
fob	鍊錶
fobbed	欺騙
fobbing	欺騙
fobs	鑰匙扣
focaccia	佛卡夏
focaccias	義式麵包
focal	焦點
focalise	重點
focalised	聚焦
focalises	聚焦
focalising	聚焦
focalize	聚焦
focalized	聚焦
focalizes	聚焦
focalizing	聚焦
focally	焦點地
foci	焦點
focus	重點
focusable	可聚焦
focused	專注
focuser	調焦器
focusers	聚焦器
focuses	焦點
focusing	聚焦
focusless	無焦點
focussed	專注
focusses	焦點
focussing	聚焦
fodder	飼料
foddered	飼料
foddering	飼餵
fodders	飼料
fodgel	福傑爾
foe	敵人
foehn	焚風
foehns	焚風
foeman	敵人
foemen	敵人
foes	敵人
foetal	胎
foetid	惡臭的
foetor	惡臭
foetors	惡臭
foetus	胎兒
foetuses	胎兒
fog	多霧路段
fogbound	霧濛濛
fogbow	霧虹
fogbows	霧虹
fogdog	霧狗
fogdogs	霧狗
fogey	離這很遠
fogeyish	疲勞
fogeyism	守舊主義
fogeyisms	守舊主義
fogeys	距離
fogfruit	霧果
fogfruits	霧果
foggage	霧化
foggages	霧化
fogged	霧濛濛的
fogger	噴霧器
foggers	噴霧器
foggier	霧濛濛的
foggiest	最迷茫的
foggily	迷迷糊糊地
fogginess	霧濛濛
fogging	霧化
foggy	有霧
foghorn	霧角
foghorns	霧角
fogie	福吉
fogies	守舊派
fogless	無霧
fogs	霧
fogy	正在耗盡
fogyish	保守派
fogyism	落伍
fogyisms	消耗
foh	呵呵
fohn	火焰
fohns	福恩斯
foible	怪癖
foibles	弱點
foil	挫敗
foilable	易失敗
foiled	挫敗
foiling	挫敗
foils	箔
foilsman	花劍運動員
foilsmen	花劍運動員
foin	乾草
foined	被造的
foining	造福
foins	乾草
foison	豐富
foisons	豐富
foist	強加
foisted	強加
foisting	強加
foists	強加
folacin	葉酸
folacins	葉酸
folate	葉酸
folates	葉酸
fold	折疊
foldable	折疊式
foldaway	折疊式
foldaways	折疊式
foldboat	折疊船
foldboats	折疊船
folded	折疊
folder	資料夾
folderol	胡鬧
folderols	資料夾
folders	資料夾
folding	折疊式的
foldout	摺頁
foldouts	摺頁
folds	褶皺
foldup	折疊
foldups	折疊
foley	福利
foleys	福利
folia	葉
foliaceous	葉狀的
foliage	葉子
foliaged	樹葉
foliages	樹葉
foliar	葉面
foliate	葉狀的
foliated	葉狀的
foliates	葉狀體
foliating	葉狀
foliation	葉理
foliations	葉理
folic	葉酸
folio	對開本
folioed	對開
folioing	摺頁
foliolate	有葉的
folios	對開本
foliose	葉狀的
folious	葉狀的
folium	葉子
foliums	葉子
folk	民間
folkie	民謠
folkier	更受歡迎
folkies	民樂
folkiest	民謠風
folkish	民俗的
folklife	民俗生活
folklike	民俗
folklives	民俗生活
folklore	民俗學
folklores	民俗學
folkloric	民俗的
folklorish	民俗學
folklorist	民俗學家
folkmoot	公開會議
folkmoots	公開會議
folkmot	民眾抗議
folkmote	民間時尚
folkmotes	民俗經文歌
folkmots	人民會議
folks	各位
folksier	民間說法
folksiest	民謠風
folksily	民間力量
folksiness	親切感
folksinger	民謠歌手
folksong	民歌
folksongs	民歌
folksy	親切
folktale	民間故事
folktales	民間故事
folkway	民俗
folkways	民俗
folky	民謠
folles	瘋狂的
follicle	毛囊
follicles	毛囊
follicular	毛囊
follies	愚蠢的行為
follis	膀胱
follow	跟隨
followed	關注
follower	追隨者
followers	追隨者
following	下列的
followings	關注
follows	關注
followup	後續行動
followups	後續行動
folly	蠢事
foment	鼓勵
fomented	煽動
fomenter	罨
fomenters	煽動者
fomenting	煽動
foments	煽動
fomite	燃料
fomites	燃料
fon	電話
fond	喜歡
fondant	軟糖
fondants	軟糖
fonded	發現
fonder	尋覓者
fondest	最喜愛的
fonding	豐鼎
fondle	挲
fondled	撫摸
fondler	愛撫者
fondlers	愛撫者
fondles	愛撫
fondling	愛撫
fondlings	愛撫
fondly	深情地
fondness	喜愛
fondnesses	喜愛
fonds	資金
fondu	基金
fondue	火鍋
fondued	火鍋
fondueing	火鍋
fondues	火鍋
fonduing	火鍋
fondus	資金
fons	背景
font	字體
fontal	噴泉
fontanel	囟門
fontanelle	小噴泉
fontanels	囟門
fontina	芳提娜
fontinas	芳蒂娜
fonts	字體
food	食物
foodie	美食家
foodies	美食家
foodless	餒
foods	食物
foodstuff	食品
foodstuffs	食品
foodways	飲食方式
foofaraw	富法拉
foofaraws	富法勞斯
fool	傻子
fooled	被愚弄
fooleries	愚蠢的行為
foolery	愚昧
foolfish	愚笨的
foolfishes	愚人
foolhardy	蠻幹
fooling	愚弄
foolish	愚蠢
foolisher	愚昧者
foolishest	最愚蠢的
foolishly	愚蠢地
foolproof	萬無一失
fools	傻瓜
foolscap	大頁紙
foolscaps	大頁紙
foosball	桌上足球
foosballs	桌上足球
foot	腳
footage	影片
footages	影片
footbag	足球袋
footbags	足球袋
football	足球
footballer	足球員
footballs	足球
footbath	足浴
footbaths	足浴盆
footboard	踏板
footboards	腳踏板
footboy	足球小子
footboys	足球男孩
footbridge	行人天橋
footcloth	腳布
footcloths	腳巾
footed	有腳的
footer	頁尾
footers	頁尾
footfall	腳步聲
footfalls	腳步聲
footfault	腳部失誤
footfaults	腳步失誤
footgear	鞋類
footgears	鞋履
foothill	山麓
foothills	山麓
foothold	立足點
footholds	立足點
footie	足球
footier	富蒂爾
footies	足球
footiest	最有腳氣
footing	基礎
footings	基礎
footle	腳趾
footled	有腳的
footler	腳
footlers	頁尾
footles	腳趾
footless	無腳的
footlessly	漫無目的地
footlight	腳燈
footlights	腳燈
footlike	像腳一樣
footling	腳鐐
footlocker	行李箱
footloose	自由自在
footman	步兵
footmark	腳印
footmarks	足跡
footmen	步兵
footnote	註腳
footnoted	註腳
footnotes	註腳
footnoting	註腳
footpace	腳步
footpaces	腳步
footpad	腳墊
footpads	腳墊
footpath	人行道
footpaths	人行道
footprint	腳印
footprints	足跡
footrace	競走
footraces	競走
footrest	腳凳
footrests	腳凳
footrope	腳繩
footropes	腳繩
foots	腳
footsie	腳趾
footsies	腳部
footslog	腳步
footslogs	腳步聲
footsore	腳痛
footstalk	花梗
footstalks	腳柄
footstall	腳凳
footstalls	腳凳
footstep	腳步
footsteps	腳步聲
footstock	腳架
footstocks	腳架
footstone	基石
footstones	基石
footstool	腳凳
footstools	腳凳
footsy	腳鐐
footwall	底板
footwalls	底板
footway	人行道
footways	人行道
footwear	鞋類
footwork	步法
footworks	步法
footworn	腳穿
footy	足球
foozle	愚蠢
foozled	搞砸了
foozler	福茲勒
foozlers	傻瓜
foozles	愚蠢
foozling	愚蠢
fop	弗普
fopped	被搞砸了
fopperies	浮華
foppery	浮華
fopping	福平
foppish	浮華的
foppishly	浮誇地
fops	浮士德
for	為了
fora	外部
forage	飼料
foraged	覓食
forager	覓食者
foragers	覓食者
forages	飼料
foraging	覓食
foram	他們
foramen	孔
foramens	孔
foramina	孔
foraminal	椎間孔
foraminous	有孔的
forams	有孔蟲
forasmuch	甚至
foray	嘗試
forayed	嘗試
forayer	進擊者
forayers	進取者
foraying	進軍
forays	嘗試
forb	禁止
forbad	禁止
forbade	禁止
forbare	發展
forbear	忍耐
forbearer	忍耐
forbearers	先輩
forbearing	忍耐
forbears	先輩
forbid	禁止
forbidal	禁止的
forbidals	禁止
forbidden	禁止
forbidder	禁止
forbidders	禁止者
forbidding	禁止
forbids	禁止
forbode	禁止
forboded	福爾博德
forbodes	禁止
forboding	禁令
forbore	預演練
forborne	祖先
forbs	草本植物
forby	禁止
forbye	禁止
force	力量
forceable	可強制
forced	強制
forcedly	被迫
forceful	有力
forcefully	強行
forceless	無力的
forcemeat	肉糜
forcemeats	肉糜
forceps	鉗子
forcer	力量
forcers	強迫者
forces	力量
forcible	強制的
forcibly	強制
forcing	強迫
forcipes	鉗子
ford	福特
fordable	可負擔
forded	涉過
fordid	福特
fording	淺灘
fordless	無福特
fordo	福特
fordoes	福爾多斯
fordoing	做事
fordone	車輛
fords	福特
fore	前面
forearm	前臂
forearmed	前臂
forearming	前臂
forearms	前臂
forebay	前池
forebays	前池
forebear	祖先
forebears	先輩
forebode	預示
foreboded	預感
foreboder	預兆
foreboders	預兆
forebodes	預示著
forebodies	前驅
foreboding	不祥的預感
forebody	前驅
foreboom	前桅桁
forebooms	前桅桁架
forebrain	前腦
forebrains	前腦
foreby	防止
forebye	防止
forecaddie	球童
forecast	預報
forecasted	預測
forecaster	預報員
forecastle	船首樓
forecasts	預測
forecheck	前壓
forechecks	預先檢查
foreclose	取消贖回權
foreclosed	喪失抵押品贖回權
forecloses	取消抵押品贖回權
forecourt	前院
forecourts	前院
foredate	預告
foredated	預告的
foredates	預告
foredating	預測
foredeck	前甲板
foredecks	前甲板
foredid	預示著
foredo	福雷多
foredoes	前百萬
foredoing	預先做
foredone	福雷多內
foredoom	注定
foredoomed	注定
foredooms	預兆
foreface	前臉
forefaces	前言
forefather	祖先
forefeel	預感
forefeels	預感
forefeet	前腳
forefelt	先例
forefend	先行者
forefended	預防
forefends	防禦
forefinger	食指
forefoot	前腳
forefront	前線
forefronts	前線
foregather	聚集
forego	放棄
foregoer	先行者
foregoers	先行者
foregoes	放棄
foregoing	放棄
foregone	已放棄
foreground	前景
foregut	前腸
foreguts	前腸
forehand	正手
forehanded	豫
forehands	正手
forehead	前額
foreheads	額頭
forehoof	前蹄
forehoofs	前蹄
forehooves	前蹄
foreign	外國的
foreigner	外國人
foreigners	外國人
foreignism	外國主義
forejudge	預先判斷
forejudged	預先判斷
forejudges	預判者
foreknew	預知
foreknow	預知
foreknown	預知
foreknows	預知
foreladies	女工頭
forelady	女工頭
foreland	前陸
forelands	前陸
foreleg	前腿
forelegs	前腿
forelimb	前肢
forelimbs	前肢
forelock	前額發
forelocked	前鎖
forelocks	前額發綹
foreman	領班
foremast	前桅
foremasts	前桅
foremen	工頭
foremilk	初乳
foremilks	前乳
foremost	最重要的
foremother	祖母
forename	名字
forenamed	前名
forenames	名字
forenoon	下午前
forenoons	上午
forensic	法醫
forensics	法醫學
foreordain	注定
forepart	前部
foreparts	前部
forepassed	已超越
forepast	過去
forepaw	前蹄
forepaws	前爪
forepeak	艏尖艙
forepeaks	船首尖艙
foreplay	前戲
foreplays	前戲
foreran	福雷蘭
forerank	前列
foreranks	前列克
forereach	前向
forerun	先驅
forerunner	先行者
foreruns	先驅
fores	門
foresaid	上述
foresail	前帆
foresails	前帆
foresaw	預見
foresee	預見
foreseeing	預見
foreseen	預見
foreseer	先知
foreseers	先知
foresees	預見
foreshadow	預示
foreshank	前腿
foreshanks	前腿
foresheet	前頁
foresheets	前頁
foreshock	前震
foreshocks	前震
foreshore	濱海
foreshores	海濱
foreshow	預演
foreshowed	預示
foreshown	預示
foreshows	預示
foreside	前側
foresides	前面
foresight	遠見
foresights	遠見
foreskin	包皮
foreskins	包皮
forespake	預示
forespeak	預見
forespeaks	預示
forespoke	預示
forespoken	預言
forest	森林
forestage	前台
forestages	前奏
forestal	林業
forestall	壟斷
forestalls	阻止
forestay	前支索
forestays	前支索
forested	森林覆蓋
forester	森林人
foresters	林務員
forestial	林業
foresting	造林
forestland	林地
forestries	林業
forestry	林業
forests	森林
foreswear	發誓
foreswears	發誓
foreswore	預見
foresworn	宣誓
foretaste	預嚐
foretasted	營業地點
foretastes	承擔
foreteeth	前牙
foretell	預言
foreteller	預言家
foretells	預示
foretime	過去
foretimes	以前
foretoken	事件
foretokens	事件標記
foretold	預言
foretooth	門牙
foretop	前頂部
foretopman	前桅桁架
foretopmen	前桅桁架
foretops	前頂
forever	永遠
forevers	永遠
forewarn	警告
forewarned	預先警告
forewarns	預先警告
forewent	放棄了
forewing	前翅
forewings	前翅
forewoman	女領班
forewomen	女工頭
foreword	前言
forewords	前言
foreworn	破舊的
foreyard	前院
foreyards	前院
forfeit	喪失
forfeited	沒收
forfeiter	福菲特
forfeiters	沒收者
forfeiting	福費廷
forfeits	沒收
forfeiture	沒收
forfend	敵人
forfended	禁止
forfending	防禦
forfends	冒犯
forficate	剪切
forgat	旋轉
forgather	收集
forgathers	聚在一起
forgave	饒恕
forge	鍛造
forgeable	可鍛造
forged	偽造
forger	鍛工
forgeries	偽造品
forgers	偽造者
forgery	偽造
forges	鍛造
forget	忘記
forgetful	健忘
forgetive	健忘的
forgets	忘記
forgetter	遺忘者
forgetters	遺忘者
forgetting	忘記
forging	鍛造
forgings	鍛件
forgivable	可以原諒
forgivably	可以原諒地
forgive	原諒
forgiven	被原諒
forgiver	寬恕者
forgivers	寬恕者
forgives	原諒
forgiving	寬容
forgo	放棄
forgoer	進步
forgoers	前任
forgoes	放棄
forgoing	放棄
forgone	放棄
forgot	忘記了
forgotten	被遺忘
forint	福林
forints	福林
forjudge	供法官
forjudged	預判
forjudges	法官
forjudging	用於判斷
fork	叉
forkball	各球
forkballs	各球
forked	分岔
forkedly	分叉地
forker	叉
forkers	叉子
forkful	叉子
forkfuls	叉子
forkier	堆高機
forkiest	最叉叉的
forkiness	分岔
forking	分岔
forkless	圍裙
forklift	堆高機
forklifted	用堆高機
forklifts	堆高機
forklike	叉狀
forks	叉子
forksful	叉子
forky	叉的
forlorn	絕望
forlorner	惆悵者
forlornest	孤單
forlornly	絕望地
form	形式
formable	可成形
formably	形式地
formal	正式的
formalin	福馬林
formalins	福馬林
formalise	形式化
formalised	形式化
formalises	形式化
formalism	形式主義
formalisms	形式主義
formalist	形式主義者
formalists	形式主義者
formality	形式
formalize	形式化
formalized	形式化
formalizer	形式化者
formalizes	形式化
formally	正式地
formalness	正式性
formals	正式
formamide	甲醯胺
formamides	甲醯胺
formant	共振峰
formants	共振峰
format	格式
formate	格式
formates	甲酸鹽
formation	形成
formations	陣型
formative	形成性的
formatives	訓練
formats	格式
formatted	格式化
formatter	格式化程式
formatters	格式化程式
formatting	格式化
forme	形狀
formed	形成
formee	形式
former	以前的
formerly	以前
formers	前者
formes	表格
formful	形狀優美
formic	甲酸
formica	福米卡
formicary	蟻巢
formicas	螞蟻
formidable	強大
formidably	令人敬畏地
forming	成型
formless	無形
formlessly	無形地
formol	甲醛
formols	甲醛
forms	表格
formula	公式
formulae	公式
formulaic	公式化的
formulary	處方集
formulas	公式
formulate	制定
formulated	制定
formulates	制定
formulator	配方師
formulism	公式主義
formulisms	公式化
formulist	公式主義者
formulists	公式主義者
formulize	公式化
formulized	公式化
formulizes	公式化
formwork	範本
formworks	範本
formyl	甲醯
formyls	甲醯
fornent	提供
fornical	福尼卡爾
fornicate	通姦
fornicated	通姦
fornicates	通姦
fornicator	淫亂者
fornices	拱門
fornix	穹窿
forrader	福拉德
forrarder	襯墊
forrit	程式
forsake	背叛
forsaken	棄
forsaker	忍耐
forsakers	拋棄者
forsakes	拋棄
forsaking	拋棄
forsook	拋棄
forsooth	確實
forspent	有偏見
forswear	作偽證
forswears	發誓
forswore	宣誓
forsworn	宣誓
forsythia	連翹
forsythias	連翹
fort	堡
fortalice	鞏固
fortalices	加強
forte	強的
fortepiano	鋼琴
fortes	強的
forth	向前
forthright	直率
forthwith	立即
forties	四十年代
fortieth	第四十
fortieths	四十分之一
fortified	強化
fortifier	加強
fortifiers	強化劑
fortifies	強化
fortify	鞏固
fortifying	強化
fortis	富蒂斯
fortissimi	非常強烈
fortissimo	非常強烈
fortitude	堅韌
fortitudes	堅毅
fortnight	兩星期
fortnights	兩週
fortress	堡壘
fortressed	堡壘化
fortresses	堡壘
forts	堡壘
fortuities	偶然事件
fortuitous	偶然
fortuity	偶然性
fortunate	幸運
fortunates	幸運兒
fortune	財富
fortuned	幸運的
fortunes	財富
fortuning	幸運
forty	四十
fortyish	四十多歲
forum	論壇
forums	論壇
forward	向前
forwarded	轉發
forwarder	貨運代理
forwarders	貨運代理
forwardest	最前鋒
forwarding	轉發
forwardly	積極地
forwards	前鋒
forwent	放棄了
forwhy	為什麼
forworn	駘
forzandi	強制
forzando	強迫
forzandos	強迫
foscarnet	膦甲酸
foscarnets	膦甲酸
foss	福斯
fossa	窩
fossae	溝渠
fossas	溝渠
fossate	溝渠
fosse	是
fosses	坑
fossette	酒窩
fossettes	酒窩
fossick	翻尋
fossicked	淘金
fossicker	淘金者
fossickers	淘金者
fossicking	淘金
fossicks	淘金者
fossil	化石
fossilise	變成化石
fossilised	化石
fossilises	化石化
fossilize	變成化石
fossilized	化石
fossilizes	化石化
fossils	化石
fossorial	穴居的
foster	促進
fosterage	寄養
fosterages	寄養
fostered	培育
fosterer	促進
fosterers	寄養者
fostering	培育
fosterling	福斯特林
fosters	培育
fou	新的
fouette	鞭打
fouettes	鞭打
fought	戰鬥
foughten	弗萊登
foul	犯規
foulard	圍巾
foulards	圍巾
foulbrood	幼蟲腐臭
foulbroods	幼蟲腐臭病
fouled	犯規
fouler	踏
foulest	擠
fouling	結垢
foulings	污垢
foully	骯髒地
foulness	糾纏
foulnesses	污穢
fouls	犯規
found	成立
foundation	基礎
founded	創立
founder	創辦人
foundered	失敗
foundering	沉沒
founders	創始人
founding	創始
foundling	棄兒
foundlings	棄兒
foundries	鑄造廠
foundry	代工廠
founds	創立
fount	泉
fountain	噴泉
fountained	噴泉
fountains	噴泉
founts	泉源
four	四
fourchee	福奇
foureyed	四眼的
fourfold	四倍
fourgon	貨車
fourgons	貨車
fourpence	四便士
fourpences	四便士
fourpenny	四便士
fourplex	四重奏
fourplexes	四聯體
fourragere	飼料
fours	四
fourscore	八分
foursome	四人組
foursomes	四人二球賽
foursquare	四方
fourteen	十四
fourteener	十四人
fourteens	十四
fourteenth	第十四
fourth	第四
fourthly	第四
fourths	四分之一
fovea	中央凹
foveae	坑
foveal	中央凹
foveas	坑
foveate	珍惜
foveated	中央凹
foveiform	小凹狀
foveola	小凹
foveolae	小凹
foveolar	小凹
foveolas	小凹
