de	of
Alejandro	Alexander
vido	I saw
transgresión	transgression
sirio	Sirius
salvadora	savior
perdura	endures
miraron	They looked
mezclada	mixed
incrédulos	unbelievers
hablarás	you will speak
guarde	save
frutales	fruit trees
escuchando	listening
desapareció	disappeared
címbalos	cymbals
cobre	copper
carpinteros	carpenters
brotar	sprout
Zimrí	Zimri
Sibá	Siba
Nabuzaradán	Nebuzaradan
traición	betrayal
sonar	dream
reuniones	meetings
retaguardia	rear
pasión	passion
expresiones	expressions
devorar	devour
cuidadosamente	carefully
alabando	praising
adorarlo	adore him
Sisac	Shishak
Elcana	Elkanah
águilas	eagles
respetar	respect
penas	sorrows
paró	arrest
oírlo	hear it
montó	amount
injustos	unfair
humilla	humiliates
habré	I will have
cuentan	They count
corrompido	corrupt
codicia	greed
ciertas	certain
aya	governess
aceptan	accept
sucedía	It happened
separó	separated
proezas	feats
moabita	Moabite
fuga	drain
fornicaciones	fornications
etíope	Ethiopian
arrebatado	taken
arrastra	drags
acaban	they end
abiertas	open
Pedaías	Pedahias
verdes	greens
une	unites
traidores	traitors
placeres	pleasures
piensas	you think
pescados	fish
manifestación	manifestation
héroes	heroes
eternas	eternal
dormía	I was sleeping
despedazado	torn to pieces
censados	censused
burlas	teasing
aurora	Aurora
acuesta	lay down
Ezechîas	Hezekiah
valen	are worth it
produzca	produce
preguntan	They ask
maldito	damned
llegara	will arrive
inteligentes	intelligent
horca	gallows
hoja	sheet
exige	demands
esconde	hides
escapará	will escape
escamas	scales
diziẽdo	saying
derrotar	defeat
cercanos	nearby
caí	I fell
acusa	accuses
abatido	dejected
Jilquías	Hilkiah
íntegro	full
vestir	dress
ungió	anointed
traducciones	translations
tono	tone
reposó	repose
negro	black
multiplicaré	I will multiply
mostaza	mustard
inscripción	registration
golpea	hit
dijere	I said
dejaste	you left
creéis	you believe
acercará	will bring closer
aborrezco	I abhor
Listra	Lystra
ſimiente	seed
salterios	psalters
robo	heist
invadió	invaded
entienda	understand
engaños	wiles
elementos	items
diremos	we will say
dados	dice
creía	I believed
contiendas	disputes
consulta	consultation
consagra	consecrates
colmo	height
caudillo	leader
ataques	attacks
agradan	please
adora	adores
árabes	Arabs
víbora	snake
tributos	tributes
suba	upload
salgas	you go out
profundos	deep
profano	profane
pague	pay
nueras	daughters-in-law
leprosos	lepers
lección	lesson
homenaje	tribute
fertilidad	fertility
entraban	They entered
enemistad	enmity
constantemente	constantly
caridad	charity
ayuden	help
asombro	astonishment
adquirido	acquired
acordado	agreed
acontecerá	It will happen
íntimo	intimate
vinieran	came
tontos	fools
siéntate	sit down
segadores	reapers
secas	dry
reglas	rules
proclamaron	They proclaimed
peleas	fights
oímos	we heard
omiten	omit
ocurre	occurs
mueve	moves
manjares	delicacies
lirios	lilies
hõbre	man
fruta	fruit
cortesanos	courtiers
cortados	cut
confiaron	they trusted
cananea	Canaanite
asignó	assigned
aposento	chamber
amargas	bitter
alabe	praise
Jeús	Jesus
ézer	Ezer
teníamos	we had
saltamontes	grasshopper
proceden	come from
pezuñas	hooves
permitía	allowed
matarás	you will kill
hilera	row
herir	hurt
habito	habit
guarnición	garrison
forzados	forced
fijó	fixed
estemos	let's be
escondieron	they hid
desaparecido	missing
crecieron	grew up
costales	sacks
consuma	consume
ciudadano	citizen
buscaba	I was looking for
arma	weapon
Iconio	Iconium
ſalió	came out
viſto	seen
traduce	translate
supremo	supreme
sudeste	southeast
solían	used to
roban	they steal
realiza	performs
quijada	jaw
propuesta	proposal
nueſtra	our
morar	dwell
morador	inhabitant
lóbulo	lobe
lícito	lawful
laqual	which
ladrillos	bricks
honrada	honored
frecuente	frequent
escalones	steps
enoja	gets angry
dimos	we gave
derrame	spill
crecía	grew up
conocerán	will know
andarán	will walk
Jaboc	Jabbok
vísceras	viscera
relámpago	lightning
prudentes	prudent
plegaria	prayer
pez	fish
muestras	samples
muestran	show
indicado	indicated
grueso	thick
estéis	you are
enterado	informed
engañó	deception
encontramos	we found
dominar	master
dedicó	dedicated
colocado	placed
agradables	pleasant
Apolos	Apollos
variante	variant
signo	sign
sacrificó	sacrificed
respeta	respect
perpetuamente	perpetually
paciente	patient
ministro	minister
ligera	light
juſto	just
juran	they swear
insensatez	senselessness
candelabros	candlesticks
ayudarme	help me
adorarán	will worship
Serebías	Serebias
vezes	times
suben	go up
resumen	summary
nosotras	us
mantenido	kept
infamia	infamy
escasez	shortage
duras	hard
devorado	devoured
crecerán	will grow
contemplar	contemplate
capturó	captured
brotan	sprout
ataquen	attack
asustaron	scared
Micael	Michael
ónice	onyx
traicionado	betrayed
tardes	afternoon
señas	address
respetado	respected
profanaron	desecrated
menester	need
liberado	released
impurezas	impurities
impedir	prevent
género	gender
faltado	missing
deportación	deportation
crucificaron	They crucified
cordel	string
contando	counting
Galacia	Galatia
Beriá	Beria
terminaba	ended
salvarnos	save us
regresaba	I was returning
refería	referred
recuperar	recover
pronunciado	pronounced
primogenitura	primogeniture
palmera	palm
oso	bear
olivares	olive groves
labrado	tilled
generales	general
distintos	different
conocidos	known
circuncidó	circumcised
caminan	they walk
callar	shut up
adquiere	acquires
acamparán	will camp
Abihú	Abihu
trama	plot
sanados	healed
restauró	restored
repartir	distribute
pretexto	pretext
preocupen	worry
plantar	plant
palma	palm
millones	millions
llame	call
levantarás	you will raise
golpearon	they hit
envuelto	wrapped
dure	last
corrieron	They ran
ayudará	will help
aurá	aura
anunciaba	announced
Tiglat	Tiglath
Jaquín	Jaquin
Gosén	Goshen
Beltsasar	Belteshazzar
viviré	I will live
saludan	they greet
prophetas	prophets
producir	produce
perseguido	pursued
pareciere	It seems
junta	board
extenderán	will extend
dándole	giving it to him
cubrieron	covered
confió	I trusted
clara	clear
causar	cause
acerque	approach
abandonaré	I will abandon
Jonathán	Jonathan
vaſos	glasses
proverbios	proverbs
prescrito	prescribed
poseerán	will possess
mentirosa	liar
matriz	matrix
jornalero	laborer
enramadas	bowers
destruyen	destroy
destruirán	will destroy
deberes	homework
alzaron	raised
aceptaron	They accepted
Etam	Etham
sordos	deaf
quemarás	you will burn
preparada	prepared
oprimen	oppress
ofenden	offend
incendio	fire
guiará	will guide
guardaré	I will keep
graneros	granaries
finales	finals
enseñaré	I will teach
distinto	distinct
degolló	beheaded
criaturas	creatures
complace	pleases
cimiento	foundation
canasta	basket
almendro	almond
alerta	alert
alegro	I'm glad
Jerubaal	Jerubbaal
Idó	Gone
vence	expires
suyas	his
ruta	route
rinden	yield
refaítas	Rephaim
ración	ration
próximo	next
piensen	think
perseguirán	will pursue
obedeces	you obey
inundación	flood
idiomas	languages
graves	serious
fuéramos	we were
establece	establishes
escoger	choose
cuervos	crows
consagradas	consecrated
cometiendo	committing
collar	necklace
cayera	fell
capturado	caught
avanzada	advanced
Herodías	Herodias
Cainán	Cainan
vestidura	clothing
solas	alone
rayo	ray
oportuno	prompt
ministrar	minister
librarlos	free them
incierto	uncertain
háganlo	do it
hiera	hurt
hablarte	talk to you
hablara	would speak
enséñame	teach me
dándoles	giving them
dirigido	addressed
crió	child
ciudadela	citadel
bóveda	vault
amamos	we love
actuó	acted
abandonará	will abandon
Éx	Ex
venta	sale
tuviere	I had
torrentes	torrents
tazón	mug
sábana	sheet
restante	remaining
pocas	few
persigues	you chase
océano	ocean
observar	notice
lavó	washed
hebreas	Hebrew
guardará	will save
gordo	fat
extender	extend
encinta	pregnant
descubrir	discover
cumplirán	will comply
cumples	you comply
carbones	coals
bíblico	biblical
ayudaron	They helped
Hesrón	Hezron
Caná	Cane
sobrino	nephew
prendió	turned on
pregunten	ask
ponerle	put it on
muestre	show
libras	pounds
juzguen	judge
juntar	put together
hechiceros	sorcerers
haciéndose	becoming
fiera	wild beast
curado	cured
cristal	glass
construya	build
confundidos	confused
caminaba	I was walking
burra	donkey
avergüenza	ashamed
alarma	alarm
alabaron	they praised
Guerar	To warn
Enós	Enos
Ahitófel	Ahithophel
vides	vines
trataban	They were trying
rienda	rein
prostituciones	prostitutions
precioso	precious
manada	herd
logrado	accomplished
licor	liqueur
juncos	rushes
homicidio	homicide
guardando	saving
engañan	they deceive
dirigir	lead
dichosos	blessed
descubrió	discovered
consuele	console
constancia	constancy
condenará	will condemn
cometidos	tasks
buscas	you are looking for
anatema	anathema
Transjordania	Transjordan
Bilhá	Bilhah
tormento	torment
sometió	submitted
sarmientos	vine shoots
refugiarse	take refuge
provocar	provoke
ofrecerle	offer you
mecida	rocked
labradas	carved
gigante	giant
eſcripto	written
escarnio	derision
destruyas	destroy
brotó	sprouted
arrogante	arrogant
armado	armed
veſtidos	dresses
seiscientas	six hundred
propuesto	proposed
proclamó	proclaimed
pilastras	pillars
pendiente	earring
meta	goal
lujuria	lust
loqual	which
griten	shout
explicó	explained
estaría	would be
entregaste	you delivered
dispersos	scattered
desesperación	despair
contienda	contest
contaba	counted
consolación	consolation
conquistaron	They conquered
batallas	battles
Elisamá	Elishama
Elihú	Elihu
vivamos	let's live
vigila	watch out
verdaderas	true
saldrás	you will go out
sabia	knew
oposición	opposition
ocuparon	occupied
obligaciones	obligations
largas	long
invocó	invoked
falsamente	falsely
escúchame	listen to me
ejecutar	execute
crueles	cruel
buscarlo	look for it
atrapar	catch
asentaron	settled
ascendió	ascended
abiertamente	openly
Jesbón	Jesbon
Asaías	Asaiah
 Mac	 Mac
viviremos	we will live
usando	wearing
seys	six
responderán	will respond
preguntaba	I asked
pastizales	grasslands
palmo	span
ignorantes	ignorant
hambrientos	hungry
hallan	they find
gusano	worm
gobiernan	govern
formas	forms
exterminar	exterminate
esparciré	I will spread
dispersado	scattered
diréis	you will say
desiertas	deserted
canal	channel
asignaron	assigned
apaga	turn off
acueste	lay down
acompañados	accompanied
tragó	drink
trabajaban	They worked
quemaba	burned
ponerlos	put them
molduras	moldings
maldiga	curse
incircunciso	uncircumcised
hogares	homes
hablarle	talk to him
freno	brake
emprendió	undertook
dixoles	said to them
comerse	eat
alivio	relief
adoradores	worshipers
actuando	acting
acabaré	I will finish
Adaías	Adaiah
 nota 	 note
vuelvo	I'm back
violeta	violet
ungirás	you will anoint
sirvo	I serve
resplandeciente	resplendent
posiciones	positions
playa	beach
pequeñas	small
llevarlos	take them
injusticias	injustices
dispersaron	dispersed
despreciaron	they despised
coros	choirs
celebró	celebrated
ayudan	help
atacando	attacking
armonía	harmony
ardía	was burning
antorchas	torches
acampaban	They were camping
zorras	foxes
vela	candle
utiliza	use
tejido	tissue
sunamita	Shunammite
quebrado	broken
pregunte	ask
posibles	possible
pidas	you ask
obedezca	obey
movimiento	motion
expresamente	expressly
advertencias	Warnings
acusar	accuse
Hanún	Hanun
Eliú	Elihu
rugido	roar
respondes	you answer
prosperado	prospered
palos	sticks
ordenaron	They ordered
mojará	will wet
juntado	joined
insignificante	insignificant
hayamos	let's have
guardes	save
genealogía	genealogy
estaremos	we will be
escucharé	I will listen
escuchaba	I listened
entendió	understood
díganle	tell him
duermen	they sleep
denario	denarius
criminales	criminals
confiamos	We trust
comercio	trade
collado	hill
baluarte	bulwark
atados	tied
anuncié	I announced
anunciaron	They announced
tribulaciones	tribulations
sumaban	added up
sudoeste	southwest
salimos	we left
reunirá	will gather
relativas	relative
quebrantados	broken
obligaron	forced
llenen	fill
futuras	future
escogida	chosen
defensor	advocate
comportamiento	behavior
caudillos	chieftains
carcelero	jailer
cantó	singing
cantarán	They will sing
arrojaré	I will throw
arrepentido	repentant
ajeno	unaffiliated
actual	current
Masá	Mass
tumores	tumors
tirado	thrown
temo	I fear
soys	you are
sobremanera	exceedingly
risa	laughter
quemadura	burn
quanto	how much
persiga	chase
llevara	will take
grosura	fat
equivalente	equivalent
endureció	hardened
designó	appointed
conflicto	conflict
colecta	collection
caliente	hot
alzando	raising
Guesur	Geshur
Cirene	Cyrene
ſean	Sean
visitado	visited
treynta	thirty
tomad	take
temerán	will fear
tacha	blemish
simbólicamente	symbolically
seguramente	surely
saliste	you left
resucitan	resurrect
respectivos	respective
propheta	prophet
oía	I heard
ocupado	busy
invocado	invoked
fueras	you were
formaron	formed
existen	exist
estepa	steppe
entréis	enter
enseñan	They teach
dime	tell me
desaparece	disappears
cántaros	jugs
correrán	will run
construida	built
comidas	meals
cargó	post
capturaron	captured
apartar	set aside
vencidos	defeated
tocare	I will touch
qualquiera	anyone
pezuña	hoof
permitiré	I will allow
parcela	parcel
llamen	call
hundida	sunken
hicisteis	you did
famosos	famous
examinar	examine
enfermó	sick
eché	I threw
devolver	return
defienda	defend
clamé	I cried out
canas	white hair
bañarse	take a bath
ayudara	will help
abuelo	grandfather
abertura	opening
Jirán	Jiran
Disón	Dyson
serio	Serious
retoño	shoot
purificados	purified
preocupan	worry
perdida	loss
negaron	They denied
llueva	It rains
limpiar	clean
impuras	impure
habitado	inhabited
haberte	have you
fornicación	fornication
fija	fixed
expresar	express
edificaron	They built
dijimos	we said
devolverá	will return
cubren	cover
capitel	capital
atrapado	trapped
afecto	keen
Najor	Nahor
Jananías	Jananiah
sufrirá	will suffer
semblante	face
portones	gates
planeado	planned
pagó	pay
muramos	let's die
multiplicado	multiplied
hierbas	herbs
estirpe	lineage
crezca	grow
cesta	basket
bandeja	tray
amparo	protection
alcanzaron	they reached
Sebanías	Sebanias
Elnatán	Elnathan
Ahimélec	Ahimelech
tened	have
surcos	grooves
supiera	knew
sumamente	extremely
sacarlos	take them out
rumores	rumors
restaurar	restore
privilegio	privilege
presten	lend
permanecía	remained
partidos	matches
matorrales	thickets
lograron	they achieved
llave	key
infantería	infantry
escondite	hiding place
edificada	built
doze	twelve
descubre	discover
decid	decide
conquistada	conquered
zarzas	brambles
sálvanos	save us
predicado	predicate
pedían	They asked for
ofreceré	I will offer
necesitamos	need
mandar	send
invita	invites
garras	claws
escaparon	They escaped
destinada	destined
denarios	denarii
dejaban	they left
definitiva	definitive
cueros	leathers
cubría	covered
correctamente	correctly
contesté	I answered
canteros	stonemasons
buitres	vultures
amable	gentle
acostarse	lie down
Peshita	Peshitta
Manaſſe	Manasse
Henoc	Enoch
Genesaret	Gennesaret
vendas	bandages
traidor	traitor
solía	I used to
puntas	tips
provocaron	They caused
perfectamente	perfectly
ocupa	occupies
misterios	mysteries
medios	media
mediador	mediator
grabados	engravings
escapa	escape
enfurecido	enraged
dominan	dominate
devuelto	returned
cuidaba	took care of
cubiertas	covers
consagrarás	you will consecrate
confiados	confident
codornices	quails
carretas	carts
barcas	boats
atacarán	They will attack
acabe	I finished
Elisabet	Elizabeth
Cefas	Cephas
veintinueve	twenty nine
telar	loom
quemaban	They burned
prisiones	prisons
pierdan	lose
perecer	perish
olvidar	forget
naturales	natural
mete	put
medirá	will measure
judaísmo	Judaism
fines	Finnish
excelente	excellent
episodio	episode
empleado	employee
dulces	sweets
documento	document
creáis	you believe
comprendió	understood
celebrará	will celebrate
cambiaron	changed
acecho	stalking
acampado	camped
Nicodemo	Nicodemus
suspiro	sigh
sigues	you follow
preparen	prepare
poned	put
piense	think
peregrinos	pilgrims
pecadora	sinner
lejana	distant
juzgas	you judge
hallé	I found
esperado	expected
errante	wandering
destruirlo	destroy it
dejaría	I would leave
