a	and
hlbokého	deep
hlbokej	deep
hlbokému	deep
hlboko	deeply
hlbokom	deep
hlbokosť	depth
hlbokosti	depths
hlbokou	deep
hlbokú	deep
hlboký	deep
hlbokých	deep
hlbokým	deep
hlbší	deeper
hlbšia	deeper
hlbšie	deeper
hlce	girl
hlcú	they are drinking
hliadka	patrol
hliadke	patrol
hliadkoval	patrolled
hliadkovať	to patrol
hliadku	patrol
hliadky	patrols
hlien	mucus
hlina	clay
hlinená	clay
hlinené	clay
hlinenej	clay
hlinenou	clay
hlinenú	clay
hlinený	clay
hlinených	clay
hlinenými	clay
hlinisku	loam
hlinitej	aluminum
hlinou	clay
hlinu	clay
hliny	clay
hlodavce	rodents
hlodavé	rodent
hlodavec	rodent
hložia	they are
hložie	hawthorn
hložím	I am thorny.
hlt	swallow
hltá	devours
hltajú	they devour
hltal	devoured
hltala	devoured
hltať	to devour
hluchá	deaf
hluchého	deaf
hluchej	deaf
hluchému	deaf
hluchí	deaf
hluchonemého	deaf-mute
hluchoty	deafness
hluchý	deaf
hluchých	deaf
hluchým	deaf
hlúčik	small group
hlučná	noisy
hlučne	noisily
hlučného	noisy
hluční	noisy
hlučnom	noisy
hlučný	noisy
hlučným	noisy
hlúčok	bunch
hluk	noise
hlukom	noise
hluku	noise
hlúpa	stupid
hlupáci	fools
hlupák	fool
hlupáka	fool
hlupákmi	fools
hlupákoch	fools
hlupákom	fool
hlupákov	fools
hlupákovi	to a fool
hlúpe	stupid
hlúpeho	stupid
hlúpejší	stupider
hlúpemu	stupid
hlúpi	stupid
hlúpo	stupidly
hlúposť	stupidity
hlúposti	stupidity
hlúposťou	stupidity
hlúpou	stupid
hlúpy	stupid
hlúpym	stupid
hľuzami	tubers
hmatajú	they feel
hmatať	to feel
hmatateľnému	tangible
Hmatkáme	We feel
hmla	fog
hmle	fog
hmlisté	foggy
hmlistý	foggy
hmly	fog
hmotné	material
hmotných	material
hmotnými	material
hmotu	matter
hmoty	matter
hmýri	moles
hmýria	they are noisy
hmýriš	you are mumbling
hmýriť	to mumble
hmyz	insect
hmyzom	insects
hmyzu	insects
hnal	drove
hnala	drove
hnali	they drove
hnalo	rushed
hnané	driven
hnanej	driven
hnaný	driven
hnať	to drive
hnátmi	with bones
hnátoch	bones
hnáty	bones
hnával	chased
hne	immediately
hneď	immediately
hnedé	brown
hnedého	brown
hnedom	brown
hnev	anger
hnevá	angry
Hnevajte	Get angry
hneval	angry
hnevali	they were angry
hnevalo	angry
hnevám	I am angry.
hneváš	you are angry
hnevať	to anger
hneváte	you are angry
hneve	angrily
hnevlivé	angry
hnevlivého	angry
hnevlivosti	anger
hnevlivý	angry
hnevlivým	angry
hnevným	angry
hnevom	with anger
hnevov	anger
hnevu	anger
hnevy	anger
hniezda	nests
hniezde	nests
hniezdi	nests
hniezdia	nests
hniezdili	nested
hniezdiš	you nest
hniezdiť	to nest
hniezdo	nest
hniezdom	nest
Hnijú	They rot.
hniloba	rot
hnilobný	putrid
hnilobou	rot
hnis	pus
hnisajú	they fester
hnisavý	purulent
hnoj	manure
hnoja	manure
hnoji	manure
hnojiska	manure piles
hnojisko	manure pile
hnojisku	manure pile
hnojivom	fertilizer
Hnojnej	Manure
hnojnici	manure pit
Hnojnú	Fertilizer
hnojom	manure
hnus	disgust
hnusí	disgusts
hnusia	disgust
hnusila	disgusted
hnusím	I hate
hnusiť	to disgust
hnusné	disgusting
hnusote	ugliness
hnusoty	abominations
hnutie	movement
ho	him
Hobaba	Hobaba
Hobabovi	Hobabas
hoboji	oboes
Hobu	Hob
hoc	however
hocakého	any
hocako	anyway
hocakom	anyone
Hocčo	What?
hoci	although
hocičím	whatever
hocičo	anything
hocičoho	anything
hocičomu	to anything
hocijaké	any
hocijaký	any
hocikam	anywhere
hocikde	anywhere
hocikedy	anytime
hocikoho	anyone
hocikto	anyone
hociktorá	any
hociktoré	any
hociktorého	anyone's
hociktorý	any
hociktorým	to anyone
hod	throw
hoď	throw
Hód	Throw
hoda	throw
hódá	throws
Hodaviášovej	Hodaviášová
Hodavja	Hodavja
Hódavja	Hódavja
Hodavjovi	Hodavja
Hódavjových	Hódavj's
Hodavju	Food
Hódédových	Hoded
hoden	worthy
hodená	thrown
hodené	thrown
hodení	throwing
hodený	thrown
Hodesy	Hodesy
Hodevášovej	Hodevášová
hodí	throws
hodia	they throw
Hodiáš	Hodias
Hodija	Hour
Hódija	Hodija
Hodijovej	Hodija
Hódijovej	Hódija
hodil	threw
hodila	threw
hodili	threw
hodilo	it was useful
hodím	I will throw
hodíme	we throw
hodina	hour
hodine	hour
hodinku	an hour
hodinou	by the hour
hodinu	hour
hodiny	clock
hodíš	you throw
hodiť	throw
Hodíte	You throw
hodlá	intends
hodlal	intended
hodlali	they intended
hodlám	I intend to
hodláš	are you going to
hoďme	let's throw
hodna	worthy
hodná	worthy
hodne	a lot
hodné	worthy
hodného	worthy
hodní	worthy
hodno	worthy
hodnosť	rank
hodnostár	dignitary
hodnostára	dignitary
hodnostári	dignitaries
hodnostármi	dignitaries
hodnostároch	dignitaries
hodnostárom	dignitaries
hodnostárov	dignitaries
hodnosti	ranks
hodnosťou	rank
hodnota	value
hodnotami	values
hodnote	value
hodnotí	evaluates
hodnotila	evaluated
hodnotiť	to evaluate
hodnotnejších	more valuable
hodnotnejšiu	more valuable
hodnotný	valuable
hodnotným	valuable
hodnotu	value
hodnoty	values
hodnoverné	plausible
hodnoverných	credible
hodnu	worthy
hodnú	worthy
hodny	worthy
hodných	worthy
hodným	worthy
hodnými	worthy
hodoch	throw
hodokvas	feast
hodom	throw
hodov	throws
hodoval	feasted
hodovali	feasted
hodovaní	feasting
hodovania	feasting
hodovanie	feasting
hodovaním	feasting
hodovaniu	feasting
hodovať	to feast
hodovného	banquet
hodovnej	banquet
hodovníkmi	feasters
hodovníkom	feaster
hodovníkov	feasters
hodových	feast
hoďte	throw
hodu	throw
hoduj	feast
hodujme	let's feast
hodujú	they feast
hodváb	silk
hodvábnym	silky
hodvábom	silk
hodvábu	silk
Hodvu	Feast
hody	feast
Hofru	Hofru
Hofu	Hofu
Hogle	Hogle
Hohámovi	Hoham's
Hóhámovi	Hoham
hojdajú	they swing
hojil	healed
hojím	I heal.
hojiť	to heal
hojná	abundant
hojne	abundantly
hojné	abundant
hojnej	abundant
hojnejšie	more abundant
hojnejšiu	more abundant
hojnom	abundant
hojnosť	abundance
hojnosti	abundance
hojnosťou	abundance
hojnou	abundant
hojnú	abundant
hojný	abundant
hojných	abundant
hojným	abundant
hôľ	stick
holá	bare
Holdai	Holdai
Holdaja	Holiday
Holde	Tribute
holdoval	enjoyed
hole	sticks
holé	bare
holej	bare
holene	shins
holí	sticks
holia	they are shaving
holiach	on sticks
holiam	to shave
holičskú	barber shop
holinách	clearings
holiť	shave
holohumnica	bare soil
holohumnice	bare soil
holohumnici	holohumus
holohumnicu	hollow
holom	naked
Holon	Holon
holú	naked
holub	pigeon
holúbä	pigeon
holúbät	pigeon
holúbätá	pigeons
holúbäťa	pigeon
holubíc	doves
holubica	dove
holubice	dove
holubici	doves
holubičie	pigeon
holubičieho	pigeon's
holubička	dove
holubicu	dove
holubieho	pigeon
holubincom	pigeon house
holúbka	dove
holúbkov	pigeons
holúbky	doves
holubníkom	dovecote
holubníkov	pigeon lofts
holubov	pigeons
holuby	pigeons
holý	bare
holým	naked
holými	bare
Homam	Homage
Homám	Homam
Hómám	Homam
homosexuálov	homosexuals
hon	hunt
Hona	Hunt
honba	hunt
honby	hunting
hone	hunt
honosenie	boasting
honosí	flaunts
honosia	they flaunt
honosil	flaunted
honosili	they boasted
honosíš	you boast
honosiť	to flaunt
honosne	ostentatiously
honosného	ostentatious
honosnej	ostentatious
honosnom	ostentatious
honosný	ostentatious
honosných	ostentatious
honoste	proudly
honov	hunt
hor	mountains
Hór	Horus
hôr	mountains
hora	mountain
horách	mountains
horali	mountaineers
horalom	mountaineer
Horam	Mountains
horám	mountains
Hórám	Horam
horami	mountains
horčičné	mustard
horčičnému	mustard
horčičnom	mustard
horda	horde
hordám	hordes
horde	horde
hordu	horde
hordy	hordes
hore	up
Horeb	Horeb
Horeba	Horeb
Horebe	Horeb
Horebu	Horeb
Horejci	The Highlanders
Horejcov	Mountain people
Horejcu	Horejc
Horekovanie	Hate speech
horekovať	to be feverish
horekuje	feverish
horel	burned
horela	burned
horeli	were burning
horelo	burned
Horem	Up
Horese	Horese
Horesy	Horses
horeznačky	top brands
Hori	Fire
horí	is burning
horia	they are burning
horiaca	burning
horiace	burning
horiaceho	burning
horiacej	burning
horiacemu	burning
horiaci	burning
horiacom	burning
horiacou	burning
horiacu	burning
horieť	to burn
horíte	you are burning
horká	bitter
horké	bitter
horkej	bitter
horkejší	bitterer
horko	hot
horkosť	bitterness
horkosti	bitterness
horkosťou	bitterness
horkú	bitter
horký	bitter
horkým	bitter
horkými	bitter
horlení	burning
horlenie	zeal
horlením	by zeal
horlia	they are burning
horliaci	ardent
horlil	was eager
horlili	they were zealous
horlím	I am burning
horlíš	you are hot
horliť	to be zealous
horlite	be zealous
horlíte	you are zealous
horlivcom	zealous
horlivec	zealot
horlivejší	more zealous
horlivejšie	more zealous
horliví	zealous
horlivo	zealously
horlivosť	zeal
horlivosti	zeal
horlivosťou	zeal
horlivý	zealous
horlivým	zealous
Horma	Mountain
Horme	Horme
Hormu	Horm
Hormy	Mountains
hornaté	mountainous
hornatého	mountainous
hornatom	mountainous
hornatým	mountainous
horné	upper
horného	upper
hornej	upper
horniny	rocks
hornom	upper
hornou	upper
hornú	upper
horný	upper
horným	upper
Horonaimu	Horonaim
horou	mountain
Horovho	Horus
horší	worse
horších	worse
horšie	worse
horšieho	worse
horšiemu	worse
horším	worse
horšími	worse
horské	mountain
horského	mountain
horskej	mountain
horskému	mountain
horskom	mountain
horský	mountain
horských	mountain
horským	mountain
horskými	mountain
horšou	worse
horstvo	mountain range
horu	mountain
horúčava	heat
horúčavách	in the heat
horúčave	hotly
horúčavou	hot
horúčavu	heat
horúčavy	heat
horúce	hot
horúceho	hot
horúcemu	hot
horúcim	hot
horúčka	fever
horúčke	fever
horúčkou	fever
horúčku	fever
horúčky	fevers
horúco	hot
horúčosť	heat
horúčosti	heat
hory	mountains
Hosaiáš	Hoshaiah
Hošaja	Hošaj
Hóšajá	Hoshaiah
Hošajov	Hošajov
Hóšajov	Hóšajov
Hošama	Hosham
Hóšáma	Hosham
hosanna	hosanna
Hošea	Hosea
Hóšéa	Hosea
Hoseáš	Hosea
Hošeovi	Hosea
Hóšéovi	Hosea
Hóšéovom	Hosea
Hošeovu	Hosea
Hošeu	Hosea
Hóšeu	Hosea
Hóšéu	Hosea
hošía	boy
Hosiel	Hosiel
Hosových	Hosov
hospodár	housekeeper
hospodára	housekeeper
Hospodári	Farmers
hospodárovi	to the farmer
hospodárstvo	economy
Hospodin	Lord
Hospodina	The Lord
Hospodine	Lord
Hospodinom	To the Lord
Hospodinov	The Lord's
Hospodinova	The Lord's
Hospodinove	The Lord's
Hospodinovej	The Lord's
Hospodinovho	The Lord's
Hospodinovi	To the Lord
Hospodinovmu	To the Lord
Hospodinovo	The Lord's
Hospodinovom	The Lord's
Hospodinovou	The Lord's
Hospodinovu	The Lord's
Hospodinových	The Lord's
Hospodinovým	The Lord's
Hospodinovými	The Lord's
hosť	guest
hosťami	guests
hosti	guests
hostí	guests
hostia	guests
hostil	hosted
hostín	banquet
hostina	banquet
hostinách	banquets
hostinám	banquets
hostinca	inn
hostinci	inns
hostine	banquet
hostinou	feast
hostinskému	to the innkeeper
hostinu	feast
hostiny	banquets
hostiť	to host
hostiteľ	host
hosťom	guests
hosťovi	to the guest
hosťuje	is hosting
Hosu	Hosu
Hosy	Houses
Hotam	Hotam
Hotama	Hotama
Hotír	Hotir
Hótír	Hotir
Hotíra	Hotira
Hótíra	Hotira
hotová	finished
hotové	done
hotoví	finished
hotovosti	cash
hotovou	finished
hotovú	finished
hotový	finished
hotových	finished
hotujú	they are finishing
hovädá	beef
hovädo	cattle
hovädzí	beef
hovädzie	beef
hovädzieho	beef
hovädzím	beef
hoviad	cattle
hoviadko	cow
hovie	speaks
hoviete	you say
hovievali	they talked
hovor	call
hovorcom	spokesperson
hovorené	spoken
hovorenie	speaking
hovorí	says
hovoria	they say
hovoriac	speaking
hovoriaceho	speaker
hovoriaci	speaking
hovoriacich	speaking
hovorieva	she speaks
hovorieval	used to say
hovorievala	she was talking
hovorievali	they were talking
hovorievalo	spoke
hovorievate	are you talking
hovoril	spoke
hovorila	she spoke
hovorili	they spoke
hovorilo	spoke
hovorím	I say
hovoríme	we speak
hovoríš	you say
hovoriť	to speak
hovoríte	you say
hovorme	let's talk
hovorte	speak
Hozaiáša	Hozaiah
hra	game
hrá	plays
hrabal	raked
Hrabe	Count
hračka	toy
hračkou	toy
hrad	castle
hrád	castle
hrada	castle
hradách	castles
hradami	castles
hradba	wall
hradbách	walls
hradbám	walls
hradbami	walls
hradbe	wall
hradbou	wall
hradbu	wall
hradby	walls
hrade	castle
hradieb	ramparts
hradiskách	hillforts
hradiť	to pay
hradné	castle
hradnej	castle
hradných	castles
hradným	castle
hradoch	castles
hradom	castle
hradská	castle
hradské	castle
hradskej	castle
hradskou	castle
hradskú	castle
hradu	castle
hrady	castles
hrádza	dam
hrádze	dams
hrádzou	dam
hrádzu	dam
hraj	play
hrajte	play
hrajteže	play, please
hrajú	they play
hrajúc	playing
hrajúcich	playing
hral	played
hrala	played
hrali	played
hraníc	borders
hranica	border
hranicami	borders
hranice	border
hranici	border
hraničí	bordering
hraniciach	borders
hraniciam	borders
hraničili	bordered
hraničiť	border
hraničná	border
hranicou	border
hranicu	border
hrať	to play
hráva	play
hrával	played
hrávala	played
hŕb	hump
hŕba	heap
hrbatý	hunchbacked
hŕbe	humps
hrbili	they hunched over
hrboch	humps
hrboľaté	bumpy
hrboľatou	bumpy
hrbole	bumps
hŕbou	heap
hŕbu	heap
hŕby	mounds
hrču	lump
hrdá	proud
hrdé	proud
hrdého	proud
hrdí	proud
hrdina	hero
hrdinami	heroes
hrdinom	hero
hrdinov	heroes
hrdinovej	hero's
hrdinovi	to the hero
hrdinovia	heroes
hrdinská	heroic
hrdinské	heroic
hrdinskej	heroic
hrdinskému	heroic
hrdinskou	heroic
hrdinskú	heroic
hrdinský	heroic
hrdinských	heroic
hrdinstva	heroism
hrdinstvá	heroism
hrdinstvo	heroism
hrdinstvom	heroism
hrdinu	hero
Hrdíš	Are you proud?
hrdla	throat
hrdlá	throats
hrdlách	throats
hrdle	throat
hrdličiek	lovebirds
hrdlička	turtledove
hrdličku	turtledove
hrdličky	lovebirds
hrdlo	throat
hrdlom	throat
hrdlu	throat
hrdo	proudly
hrdosť	pride
hrdosti	pride
Hrdúsia	Proud
hrdúsil	snorted
hrdým	proud
hrdými	proud
hrdza	rust
hrdzavom	rusty
hrdze	rust
hrdzou	rust
hre	game
hrebeň	ridge
hrebeňa	ridge
hrebene	ridges
hrebeni	ridge
hrebeňoch	ridges
hrebeňom	ridge
hrebeňu	ridge
hrebie	ridge
hreje	warms
hreší	sins
hrešia	they sin
hrešil	sinned
hrešili	they sinned
hreším	I sin.
hrešíme	we sin
hrešíš	you are sinning
hrešiť	to sin
hrešíte	you are sinning
hrešte	sin
hriadka	hill
hriadkach	beds
hriadkam	to the nest
hriadky	beds
hriadok	hill
hrialo	warm
hriať	to warm
hriech	sin
hriechmi	sins
hriechoch	sins
hriechom	sin
hriechov	sins
hriechu	sin
hriechy	sins
hriešna	sinful
hriešne	sinfully
hriešneho	sinful
hriešnej	sinful
hriešnemu	sinful
hriešni	sinners
hriešnica	sinner
hriešnici	sinners
hriešnik	sinner
hriešnika	sinner
hriešnikmi	sinners
hriešnikoch	sinners
hriešnikom	sinners
hriešnikov	sinners
hriešnikovi	to the sinner
hriešnom	sinful
hriešnosť	sinfulness
hriešnosti	sinfulness
hriešnou	sinful
hriešny	sinful
hriešnych	sinful
hriešnym	sinful
hriešnymi	sinful
hrivien	hryvnia
hrivna	hryvnia
hrivnách	hryvnias
hrivnami	hryvnias
hrivnu	hryvnia
hrivny	hryvnia
hrivou	mane
hrkajú	they rattle
hrkálkach	rattles
hrkálky	rattles
hrkálok	rattle
hrkoce	rattles
hrkocú	they rattle
hrkot	rattle
hrkotu	rattle
hrkútajú	they rattle
hrkútajúce	rattling
hrkútam	I am rattling.
hrkútame	we rattle
hrkútanie	rattling
hrmení	thunder
hrmenia	thunder
hrmenie	thunder
hrmením	thunder
hrmí	thunders
hrmieť	to thunder
hrmíš	you are thundering
hrmot	thunder
hrmote	thunder
hrmotná	thunderous
hrmotne	thunderously
hrmotný	thunderous
hrmotom	thunder
hrmotu	thunder
hrnca	pots
hrncami	pots
hrnce	pots
hrnčekov	mugs
hrnci	pots
hrnčiar	potter
hrnčiara	potter
hrnčiari	potters
hrnčiarom	potters
hrnčiarovho	potter's
hrnčiarovi	to the potter
hrnčiarovo	potter's
hrnčiarových	potters
hrnčiarska	pottery
hrnčiarskej	pottery
hrnčiarskom	pottery
hrnčiarsku	pottery
hrncoch	pots
hrncom	pot
hrncov	pots
hrncu	pot
hrnie	pouring
hrniec	pot
hrnú	they flock
hrnul	poured
hrnuli	they flocked
hrnulo	it poured
hrnúť	to pour
hrob	grave
hrobári	gravediggers
hrobe	grave
hrobka	tomb
hrobkách	tombs
hrobke	tomb
hrobku	tomb
hrobky	tombs
hrobľavinu	avalanche
hrobliny	mounds
hrobmi	graves
hroboch	graves
hrobom	grave
hrobov	graves
hrobového	grave
hrobovej	grave
hrobovou	grave
hrobových	grave
hrobu	grave
hroby	graves
hrocha	hippopotamus
hrochom	hippo
hrochovi	hippos
hrom	thunder
hromád	pile
hromada	pile
hromadách	piles
hromade	pile
hromadí	accumulates
hromadia	they accumulate
hromadil	accumulated
hromadila	accumulated
hromadili	they accumulated
hromadíš	you accumulate
hromadiť	to accumulate
hromadíte	you accumulate
hromadne	in bulk
hromadou	heap
hromaďte	accumulate
hromadu	pile
hromady	piles
hromobitia	thunderclaps
hromobitie	thunder
hromoblesku	thunderbolt
hromom	thunder
hromov	thunder
hromovanie	thunder
hromové	thunderous
Hromovládcu	Thunderlord
hromový	thunderous
hromovým	thunderous
hromu	thunder
hromy	thunder
hromží	thunder
hromžil	thundered
hrot	tip
hrotom	tip
hrotu	tip
hrou	game
hrôz	horror
hrôza	horror
hrôzam	horrors
hrôzami	horrors
hrozba	threat
hrozbách	threats
hrozbou	threat
hrozbu	threat
hrozby	threats
hrôze	horror
hrozia	threaten
hroziaca	threatening
hroziacej	threatening
hroziacich	threatening
hrozieb	threats
hrozien	raisins
hrozienka	raisin
hrozienkové	raisins
hrozienkový	raisin
hrozienkových	raisins
hrozienkovým	raisin
hrozienkovými	raisin
hrozienok	raisins
hrozil	threatened
hrozili	threatened
hrozilo	threatened
hrozím	I threaten
hrozíš	you threaten
hroziť	to threaten
hrozivá	threatening
hrozivé	threatening
hrozivej	threatening
hrozivou	threatening
hrozivým	threatening
hrozna	grapes
hrozná	terrible
hroznám	grapes
hrozne	terribly
hrozné	terrible
hrozného	terrible
hroznej	terrible
hroznejší	more terrible
hroznému	terrible
hrozno	grapes
hroznom	grapes
hroznou	terrible
hroznové	grape
hroznového	grape
hroznovej	grape
hroznovom	grape
hroznovú	grape
hroznový	grape
hroznovým	grape
hroznovými	grape
hroznú	terrible
hrozný	terrible
hrozných	terrible
hrozným	terrible
hroznými	terrible
hrôzostrašné	terrifying
Hrôzostrašnú	Terrifying
hrôzou	horror
hrôzovláda	reign of terror
hrôzu	horror
hrôzy	horrors
hrôzyplné	terrifying
hrsť	handful
hrste	handfuls
hrsti	handfuls
hrstí	handful
hŕstka	handful
hŕstke	handful
hŕstkou	handful
hŕstočka	handful
hrsťou	handful
hrtan	larynx
hrtanu	larynx
hru	game
hrubá	rough
hrubého	gross
hrubej	gross
hrúbka	thickness
hrúbku	thickness
hrúbky	thickness
hrubo	roughly
hrubší	thicker
hrubšie	thicker
hrubú	rough
hrubý	rough
hrubých	gross
hrubými	rough
hruď	chest
hrúd	lump
hruda	lump
hrudami	lumps
hruďami	chest
hrude	chest
hrudi	chest
hrudiek	lumps
hrudke	lump
hrudky	lumps
hrudou	lump
hruďou	chest
hrudu	lump
hrudy	lumps
hrušiek	pears
hrvoľ	noise
hry	games
hryzáky	biters
hryzie	bites
hryziete	you bite
hrýzli	they bit
hrýzť	bite
hu	huh
hubení	weight loss
hubenia	weight loss
hubenie	weight loss
hubí	destroys
hubia	mushroom
hubiacej	destructive
hubiaci	destructive
hubiacou	killing
hubiacu	destructive
hubil	was wasting
hubila	she was wasting
hubili	they were destroying
hubíš	you are wasting
hubiť	to destroy
hubiteľa	destroyer
hubitelia	exterminators
hubiteľov	exterminators
hubiteľovi	to the destroyer
hubku	sponge
hubu	mouth
hučali	they were humming
hučaní	humming
hučanie	humming
hučaním	humming
hučaniu	humming
hučať	to hum
hučí	hums
hučia	they are humming
hučiace	humming
hučiaci	humming
hucká	hush
hudba	music
hudbe	music
hudbou	with music
hudbu	music
hudca	musician
hudci	musicians
hudec	musician
hudobné	musical
hudobníci	musicians
hudobník	musician
hudobníka	musician
hudobníkov	musicians
hudobníkovi	musician
hudobnú	musical
hudobný	musical
hudobných	musical
hudobným	musical
hudobnými	musical
húf	crowd
Hufama	Huffama
Hufamovcov	Huffam family
húfmi	in droves
húfne	in droves
húfoch	in droves
húfom	in a crowd
húfy	flocks
Hukak	Buzzer
hukot	hum
hukote	hum
hukotom	hum
hukotu	hum
huku	hum
Hukuky	Laws
Hul	Hul
hulákajú	they are shouting
hulákanie	shouting
humna	threshing floor
humná	humus
humnách	threshing floor
humne	humus
humno	threshing floor
humnu	threshing floor
hupká	bumpy
Hur	Hurray
Hura	Hurray!
Hurai	Hurai
Huram	Huram
hurhaj	hooray
Huriho	Huri
Hurov	Hurov
Hurovho	Hur's
Husa	Goose
Husam	Husam
húsenice	caterpillar
húseniciach	caterpillars
húseniciam	caterpillars
Husiho	Husi
Husim	Husim
Husimu	Husim
húšť	thicket
hustá	dense
húšťavách	thickets
húšťave	thickly
húšťavu	thicket
húšťavy	thickets
husté	dense
húšte	thicket
hustého	dense
hustej	dense
húšti	thickets
húštin	thickets
húštinách	thickets
húštine	thicket
húštinu	thicket
húštiny	thickets
hustla	it was noisy
husto	thick
hustolistou	dense
hustolistých	dense-leaved
hustom	dense
hustú	dense
hustý	dense
hustých	dense
hustým	dense
húta	factory
hútať	to swing
huty	steelworks
Huzal	Hustle
húževnato	tenaciously
hviezd	stars
hviezda	star
hviezdach	stars
hviezdam	to the stars
hviezdami	stars
hviezdu	star
hviezdy	stars
hvízda	whistle
Hvizdáky	Whistles
hvižďania	whistling
hyacint	hyacinth
hyacintové	hyacinth
hýbal	moved
hýbala	moved
hýbali	they moved
hýbalo	moved
hýbe	moves
hýbeme	we move
hybké	mobile
hybkou	mobile
hýbte	move
hýbu	I move
hydina	poultry
hydinu	poultry
hydiny	poultry
hyenami	hyenas
Hyeny	Hyenas
Hyksósov	Hyksos
Hymeneos	Hymeneus
Hymeneus	Hymenaeus
hymna	anthem
hymnách	hymns
hymnami	hymns
hymny	hymns
hynie	perishing
hyniem	I am dying.
hynieme	we are dying
hynú	they are dying
hynúce	perishing
hynúceho	dying
hynúcemu	to the dying
hynúcich	perishing
hynul	perished
hynula	perished
hynuli	they were dying
hynúť	to perish
hynutia	extinction
hynutie	death
hýrení	revelry
hýrenia	revelry
hýrenie	revelry
hýria	they are reveling
hýril	reveled
hýrili	they were reveling
hýriť	to revel
hýrivec	profligate
hýrivosti	debauchery
hýrivým	extravagant
i	and
iba	only
ibaže	unless
Ibcán	Ibcan
ibis	ibis
ibisa	ibis
ibisovi	ibis
Ibri	Ibri
Ibrí	Hebrew
ich	their
Ichabod	Ichabod
Ichabodovho	Ichabod's
Iď	Go
Idaiáša	Idaias
Idaja	Idaja
Idda	Idda
Iddo	Iddo
Iddó	Iddo
Iddov	Iddov
Iddovho	Idd's
Iddovi	To Idd
Iddovu	Iddo's
Iddu	Iddu
ide	goes
idem	I am going.
ideme	we are going
ideš	are you going
idete	are you going
Idida	Idida
Idithuna	Idithuna
Ido	Ido
Idov	Idov
Idovho	Ido's
Idovi	Ido
idú	they are going
idúc	going
idúcich	going
idúcky	going
Idumea	Idumea
Idumejčan	Idumean
Idumey	Idumea
Idutuna	Idutun
Idutunovho	Idutun's
Idutunovi	To Idutun
Idutunových	Idutun
Íezer	Iezer
Íezera	Lake
íezerovská	íezerovská
íezerovský	Íezerovsky
Igal	Igal
ignorujú	ignore
Ihelom	Ihelom
Ihelon	Ihelon
Ihelona	Ihelona
ihlice	needles
ihly	needles
ihral	played
III	III
Ije	Yes
Ijím	I am
Ijímu	To you
Ijjé	Yes, yes.
Ijjím	Iyyim
Ijjímu	Ijjimu
Ijjón	Ijyon
Ijón	Ion
Ijonu	Ijon
Ikabód	Ichabod
Ikabóda	Ichabod
Ikábódom	Ichabod
Ikabódovho	Ichabod's
Ikamiáš	Ikamias
Ikamiáša	Ikamias
Ikéšov	Ikešov
Ikkéša	Ikkésha
Ikkéšov	Ikkéšov
Ikónia	Iconium
Ikonie	Icons
Ikónie	Iconium
Ikónii	Iconium
